RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322248,20230705,M,30대,서울특별시,700만원 이상,1,5,15,10,30,10,50,0
53322259,20230705,F,60대,울산광역시,700만원 이상,2,5,20,10,10,10,70,0
53322272,20230705,M,60대,서울특별시,300이상500만원 미만,4,6,32,0,10,70,20,0
53322317,20230705,F,50대,서울특별시,300만원 미만,6,12,54,58,30,10,2,0
53322648,20230705,F,50대,서울특별시,500이상700만원 미만,4,8,36,30,20,20,30,0
53322755,20230705,M,30대,서울특별시,300이상500만원 미만,2,10,30,90,0,0,10,0
53322797,20230705,M,30대,서울특별시,700만원 이상,1,2,9,70,30,0,0,0
53322854,20230705,F,20대,서울특별시,700만원 이상,2,10,30,50,0,20,30,0
53322866,20230705,M,30대,서울특별시,300만원 미만,2,6,22,30,0,20,50,0
53322949,20230705,M,50대,서울특별시,500이상700만원 미만,3,0,15,30,30,0,40,0
53323072,20230705,M,20대,경기도,무응답,4,12,44,70,0,5,25,0
53323086,20230705,F,60대,서울특별시,300이상500만원 미만,4,3,26,40,10,30,20,0
53323090,20230705,F,60대,서울특별시,500이상700만원 미만,4,4,28,20,60,0,20,0
53323143,20230705,M,40대,서울특별시,500이상700만원 미만,1,3,11,20,30,10,40,0
53323866,20230705,F,30대,서울특별시,500이상700만원 미만,7,8,51,100,0,0,0,0
53323912,20230705,F,50대,서울특별시,500이상700만원 미만,2,5,20,0,40,0,60,0
53323927,20230705,F,60대,서울특별시,300이상500만원 미만,9,8,61,40,20,20,20,0
53323966,20230705,F,60대,서울특별시,300만원 미만,5,5,35,60,10,10,20,0
53324039,20230705,M,40대,서울특별시,500이상700만원 미만,3,0,15,20,20,10,50,0
53324149,20230705,M,60대,서울특별시,300이상500만원 미만,4,6,32,10,10,20,40,20
53324231,20230705,F,60대,서울특별시,300이상500만원 미만,1,2,9,40,0,20,20,20
53324372,20230705,F,20대,서울특별시,300이상500만원 미만,2,4,18,30,50,5,15,0
53324414,20230705,F,20대,서울특별시,300만원 미만,5,12,49,10,20,10,60,0
53324428,20230705,F,20대,서울특별시,300만원 미만,14,14,98,50,40,0,10,0
53324433,20230705,F,30대,서울특별시,700만원 이상,2,4,18,70,0,0,30,0
53324541,20230705,F,30대,서울특별시,무응답,1,3,11,100,0,0,0,0
53324837,20230705,F,20대,서울특별시,300만원 미만,3,4,23,10,10,10,10,60
53324942,20230705,F,60대,서울특별시,300만원 미만,2,14,38,70,10,10,10,0
53325150,20230705,F,60대,서울특별시,700만원 이상,3,5,25,20,20,20,20,20
