RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
53322202,20230125,F,40대,서울특별시,무응답,1,2,9,0,50,0,50,0
53322352,20230125,F,50대,서울특별시,500이상700만원 미만,1,1,7,0,60,20,20,0
53322494,20230125,F,60대,서울특별시,300만원 미만,3,5,25,50,20,0,30,0
53322629,20230125,F,60대,서울특별시,300이상500만원 미만,1,2,9,50,10,10,20,10
53322837,20230125,M,40대,서울특별시,300이상500만원 미만,4,8,36,80,0,0,20,0
53322960,20230125,M,40대,서울특별시,500이상700만원 미만,1,2,9,100,0,0,0,0
53323117,20230125,F,60대,서울특별시,500이상700만원 미만,5,5,35,10,0,0,90,0
53323504,20230125,M,20대,서울특별시,무응답,1,3,11,80,0,0,20,0
53323717,20230125,M,60대,서울특별시,300이상500만원 미만,2,5,20,20,30,15,35,0
53323865,20230125,M,60대,서울특별시,300만원 미만,16,10,100,0,30,50,20,0
53323970,20230125,M,50대,서울특별시,700만원 이상,4,8,36,30,10,10,50,0
53324115,20230125,M,60대,서울특별시,300만원 미만,8,8,56,60,20,0,20,0
53324118,20230125,M,50대,서울특별시,700만원 이상,2,8,26,10,5,10,5,70
53324208,20230125,F,40대,서울특별시,300만원 미만,2,5,20,25,25,25,25,0
53324346,20230125,M,20대,서울특별시,700만원 이상,3,6,27,50,10,10,30,0
53324449,20230125,F,30대,서울특별시,700만원 이상,15,16,107,25,50,5,20,0
53324627,20230125,M,20대,서울특별시,300이상500만원 미만,3,10,35,30,50,10,10,0
53324799,20230125,M,60대,서울특별시,300만원 미만,3,5,25,20,20,30,30,0
53324856,20230125,M,40대,서울특별시,500이상700만원 미만,1,2,9,100,0,0,0,0
53324870,20230125,F,30대,부산광역시,500이상700만원 미만,4,5,30,50,5,15,30,0
53324905,20230125,F,60대,서울특별시,300이상500만원 미만,1,1,7,20,10,60,10,0
53325097,20230125,F,60대,서울특별시,300이상500만원 미만,3,8,31,80,0,10,10,0
53325138,20230125,F,40대,서울특별시,300이상500만원 미만,2,2,14,60,20,0,20,0
53325234,20230125,F,50대,서울특별시,700만원 이상,2,4,18,20,30,30,20,0
53325346,20230125,F,60대,서울특별시,700만원 이상,4,3,26,30,10,20,40,0
53325371,20230125,F,60대,서울특별시,300만원 미만,2,5,20,20,30,10,30,10
53325450,20230125,M,50대,경상남도,700만원 이상,1,3,11,70,0,10,20,0
53325531,20230125,F,30대,울산광역시,700만원 이상,1,0,5,0,0,0,0,100
53325601,20230125,F,50대,서울특별시,700만원 이상,2,5,20,40,20,10,30,0
