RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
359805,20230906,M,20대,충청북도,300만원 미만,8,8,56,80,5,5,10,0
369256,20230906,M,20대,서울특별시,300이상500만원 미만,3,10,35,50,30,0,20,0
381415,20230906,M,20대,경상남도,700만원 이상,4,12,44,50,12,25,13,0
382743,20230906,M,20대,서울특별시,300만원 미만,2,8,26,50,20,20,10,0
410689,20230906,M,20대,서울특별시,300만원 미만,2,5,20,50,10,20,20,0
426614,20230906,M,20대,서울특별시,300만원 미만,3,5,25,20,20,30,30,0
442074,20230906,M,20대,대전광역시,300만원 미만,4,2,24,20,20,40,20,0
449293,20230906,M,20대,경기도,700만원 이상,4,10,40,60,30,0,10,0
456285,20230906,M,20대,대전광역시,무응답,6,8,46,50,10,20,20,0
456556,20230906,M,20대,경상북도,700만원 이상,5,8,41,60,10,10,20,0
458670,20230906,M,20대,인천광역시,700만원 이상,4,4,28,25,0,75,0,0
459479,20230906,M,20대,전라북도,300만원 미만,5,12,49,20,20,20,40,0
459980,20230906,M,20대,전라북도,300만원 미만,4,6,32,30,20,30,20,0
461078,20230906,M,20대,서울특별시,500이상700만원 미만,4,6,32,20,40,30,10,0
462961,20230906,M,20대,서울특별시,700만원 이상,5,8,41,0,60,0,40,0
463157,20230906,M,20대,서울특별시,300만원 미만,2,3,16,25,25,25,25,0
464151,20230906,M,20대,경기도,700만원 이상,4,8,36,60,20,0,20,0
53322197,20230906,M,30대,서울특별시,300이상500만원 미만,3,3,21,80,20,0,0,0
53322221,20230906,F,20대,서울특별시,무응답,9,4,53,90,0,0,10,0
53322612,20230906,F,20대,서울특별시,300이상500만원 미만,2,5,20,80,10,0,10,0
53322749,20230906,F,20대,서울특별시,무응답,3,8,31,70,0,0,30,0
53322988,20230906,M,40대,서울특별시,500이상700만원 미만,2,4,18,40,20,20,20,0
53323177,20230906,M,50대,서울특별시,500이상700만원 미만,2,5,20,100,0,0,0,0
53323279,20230906,F,50대,서울특별시,700만원 이상,1,8,21,10,5,5,80,0
53323450,20230906,F,40대,서울특별시,500이상700만원 미만,2,6,22,90,0,0,0,10
53324015,20230906,M,20대,서울특별시,무응답,3,12,39,15,10,0,75,0
53324023,20230906,F,50대,서울특별시,700만원 이상,1,3,11,0,0,20,80,0
53324072,20230906,M,60대,서울특별시,700만원 이상,5,2,29,30,30,20,20,0
53324104,20230906,F,60대,서울특별시,300만원 미만,1,0,5,15,30,40,15,0
53324130,20230906,M,60대,서울특별시,300이상500만원 미만,1,10,25,50,10,10,20,10
53324171,20230906,M,50대,경기도,700만원 이상,3,5,25,50,20,20,10,0
53324446,20230906,F,20대,서울특별시,300이상500만원 미만,2,10,30,50,40,0,10,0
53324590,20230906,F,20대,서울특별시,300만원 미만,6,12,54,90,0,0,10,0
53324841,20230906,F,20대,서울특별시,300이상500만원 미만,4,10,40,20,10,50,20,0
53324978,20230906,F,60대,서울특별시,300이상500만원 미만,3,8,31,40,10,20,30,0
53325421,20230906,M,20대,제주특별자치도,700만원 이상,2,6,22,70,20,10,0,0
53325543,20230906,M,50대,충청남도,700만원 이상,4,8,36,60,30,0,0,10
53325609,20230906,M,30대,서울특별시,700만원 이상,2,3,16,40,30,10,20,0
53325751,20230906,M,20대,광주광역시,무응답,3,12,39,60,10,20,10,0
53325832,20230906,M,60대,인천광역시,300이상500만원 미만,3,6,27,10,70,10,10,0
53325886,20230906,F,30대,경상남도,300이상500만원 미만,2,5,20,30,20,30,20,0
53326003,20230906,M,50대,경기도,300이상500만원 미만,5,12,49,40,30,10,20,0
53326110,20230906,M,60대,경기도,300만원 미만,6,8,46,40,20,20,20,0
53326271,20230906,F,40대,서울특별시,500이상700만원 미만,2,4,18,50,30,0,20,0
53326348,20230906,F,60대,부산광역시,300만원 미만,3,3,21,40,10,20,30,0
53326363,20230906,M,50대,울산광역시,300만원 미만,1,7,19,30,0,30,40,0
53326370,20230906,M,30대,대전광역시,300만원 미만,1,5,15,100,0,0,0,0
53326570,20230906,M,60대,광주광역시,500이상700만원 미만,3,5,25,60,10,30,0,0
53326747,20230906,M,60대,충청남도,300이상500만원 미만,4,4,28,60,30,0,10,0
53326760,20230906,F,40대,세종특별자치시,700만원 이상,2,6,22,80,0,10,10,0
53326825,20230906,M,40대,경상남도,500이상700만원 미만,2,12,34,20,30,30,20,0
53326858,20230906,M,40대,부산광역시,500이상700만원 미만,2,2,14,20,20,10,50,0
53326899,20230906,M,40대,경기도,300만원 미만,4,6,32,50,20,20,10,0
53326944,20230906,F,50대,경기도,300이상500만원 미만,2,5,20,50,0,10,40,0
53326998,20230906,M,60대,경기도,500이상700만원 미만,3,8,31,30,30,20,20,0
53327052,20230906,M,30대,전라북도,500이상700만원 미만,1,2,9,60,20,0,20,0
53327136,20230906,M,40대,인천광역시,700만원 이상,1,6,17,50,0,0,50,0
53327164,20230906,F,60대,충청북도,300만원 미만,2,2,14,0,50,20,30,0
53327206,20230906,M,40대,인천광역시,700만원 이상,8,10,60,70,0,30,0,0
53327210,20230906,F,20대,경상남도,무응답,4,8,36,80,0,0,20,0
53327366,20230906,M,60대,충청북도,300만원 미만,3,3,21,10,15,30,35,10
53327413,20230906,M,20대,부산광역시,무응답,2,1,12,70,20,3,7,0
53327894,20230906,F,20대,부산광역시,300만원 미만,1,3,11,30,30,30,10,0
53327938,20230906,F,40대,부산광역시,300만원 미만,2,1,12,0,100,0,0,0
53327950,20230906,F,60대,서울특별시,300이상500만원 미만,3,3,21,70,0,20,10,0
53328055,20230906,F,60대,강원도,500이상700만원 미만,4,4,28,60,10,0,30,0
53328070,20230906,M,40대,경기도,500이상700만원 미만,2,4,18,20,10,10,60,0
53328233,20230906,F,60대,대구광역시,500이상700만원 미만,4,6,32,30,40,30,0,0
53328259,20230906,F,30대,경기도,300만원 미만,2,8,26,30,30,40,0,0
53328352,20230906,F,20대,경상북도,무응답,3,8,31,85,5,5,5,0
53328468,20230906,M,50대,서울특별시,500이상700만원 미만,3,10,35,50,30,0,20,0
53328485,20230906,F,50대,서울특별시,300만원 미만,2,3,16,50,20,20,10,0
53328525,20230906,F,40대,광주광역시,무응답,3,5,25,80,0,0,0,20
53328602,20230906,F,30대,경기도,300만원 미만,3,5,25,50,30,15,5,0
53328774,20230906,F,20대,대구광역시,300만원 미만,3,10,35,30,30,0,40,0
53328929,20230906,F,30대,경상북도,300만원 미만,4,7,34,50,0,0,50,0
53329053,20230906,F,40대,경기도,300이상500만원 미만,3,8,31,50,10,10,30,0
53329092,20230906,F,20대,인천광역시,500이상700만원 미만,1,3,11,40,0,0,60,0
53329253,20230906,F,30대,서울특별시,500이상700만원 미만,4,10,40,40,40,10,10,0
53329530,20230906,F,40대,경기도,300이상500만원 미만,5,12,49,50,20,0,30,0
53329609,20230906,M,60대,대구광역시,700만원 이상,6,6,42,30,40,20,10,0
53329666,20230906,F,50대,대구광역시,300만원 미만,0,5,10,70,0,0,30,0
53329809,20230906,M,60대,울산광역시,700만원 이상,3,7,29,10,10,50,30,0
53329840,20230906,F,40대,인천광역시,500이상700만원 미만,1,2,9,60,0,20,20,0
53329964,20230906,F,60대,대전광역시,300이상500만원 미만,3,2,19,30,50,10,10,0
53330055,20230906,M,20대,세종특별자치시,700만원 이상,5,10,45,0,0,0,100,0
53330272,20230906,M,60대,인천광역시,무응답,2,3,16,30,50,0,20,0
53330425,20230906,M,40대,제주특별자치도,500이상700만원 미만,5,10,45,60,20,0,20,0
53330537,20230906,F,40대,경기도,300이상500만원 미만,1,3,11,50,30,10,10,0
53330608,20230906,M,20대,광주광역시,300만원 미만,1,2,9,10,10,10,70,0
53330724,20230906,F,40대,경기도,700만원 이상,1,3,11,40,0,60,0,0
53330728,20230906,F,50대,경기도,300이상500만원 미만,10,10,70,50,20,10,20,0
53330764,20230906,F,30대,경상남도,700만원 이상,5,12,49,40,60,0,0,0
53330814,20230906,F,30대,경기도,500이상700만원 미만,1,4,13,0,30,20,50,0
53330901,20230906,M,30대,경기도,500이상700만원 미만,2,5,20,50,0,0,50,0
53330978,20230906,M,50대,경기도,300만원 미만,4,12,44,30,30,20,20,0
53331106,20230906,M,50대,충청남도,700만원 이상,4,12,44,20,20,20,40,0
53331214,20230906,M,40대,전라남도,300이상500만원 미만,5,10,45,25,25,10,30,10
53331389,20230906,M,20대,서울특별시,300만원 미만,6,16,62,60,0,0,40,0
53331436,20230906,F,20대,경상남도,700만원 이상,7,10,55,80,20,0,0,0
53331490,20230906,F,60대,경기도,300만원 미만,3,4,23,50,10,10,30,0
53331679,20230906,M,20대,대구광역시,무응답,10,10,70,50,10,10,30,0
53331961,20230906,F,60대,경기도,300이상500만원 미만,2,2,14,70,10,10,10,0
53332115,20230906,M,60대,경상남도,500이상700만원 미만,3,3,21,30,30,10,30,0
53332174,20230906,F,30대,전라북도,300만원 미만,1,1,7,100,0,0,0,0
53332253,20230906,F,60대,경상남도,300이상500만원 미만,3,5,25,40,0,30,30,0
53332273,20230906,F,60대,인천광역시,300만원 미만,5,4,33,30,20,20,30,0
53332479,20230906,M,40대,경기도,300이상500만원 미만,1,2,9,50,10,20,20,0
53332494,20230906,M,40대,경기도,300만원 미만,4,8,36,80,20,0,0,0
53332714,20230906,F,60대,울산광역시,700만원 이상,3,2,19,20,5,75,0,0
53332725,20230906,M,60대,충청남도,300이상500만원 미만,3,3,21,30,40,10,20,0
53332754,20230906,F,60대,경기도,300이상500만원 미만,7,2,39,20,50,10,20,0
53332789,20230906,F,50대,광주광역시,300이상500만원 미만,2,1,12,10,30,20,40,0
53332854,20230906,F,20대,인천광역시,700만원 이상,1,5,15,70,10,10,10,0
53333091,20230906,F,20대,경기도,무응답,4,12,44,30,0,0,50,20
53333226,20230906,M,30대,부산광역시,300이상500만원 미만,3,4,23,90,0,0,10,0
53333256,20230906,F,50대,경기도,300만원 미만,2,5,20,20,50,10,20,0
53333311,20230906,M,20대,부산광역시,500이상700만원 미만,3,5,25,50,30,20,0,0
53333464,20230906,M,60대,인천광역시,300이상500만원 미만,2,3,16,10,50,20,20,0
53333546,20230906,M,30대,경기도,500이상700만원 미만,3,8,31,50,0,30,20,0
53333602,20230906,M,30대,인천광역시,500이상700만원 미만,1,2,9,100,0,0,0,0
53333604,20230906,M,30대,경상남도,무응답,3,12,39,60,0,20,20,0
53333697,20230906,M,20대,경기도,300만원 미만,0,0,0,100,0,0,0,0
53333730,20230906,F,60대,강원도,500이상700만원 미만,3,8,31,30,30,20,20,0
53333774,20230906,F,50대,경상북도,500이상700만원 미만,3,5,25,25,5,10,60,0
53333990,20230906,M,60대,대구광역시,300이상500만원 미만,3,4,23,30,20,30,20,0
53334024,20230906,M,50대,대전광역시,700만원 이상,2,6,22,90,10,0,0,0
53334190,20230906,F,30대,서울특별시,300만원 미만,1,3,11,10,30,30,30,0
53334453,20230906,M,30대,서울특별시,300만원 미만,2,2,14,80,0,10,10,0
53334524,20230906,M,60대,강원도,300만원 미만,4,2,24,20,20,30,30,0
53334717,20230906,F,40대,광주광역시,700만원 이상,2,8,26,20,40,10,30,0
53334753,20230906,F,50대,전라남도,300만원 미만,2,3,16,40,20,20,20,0
53334820,20230906,M,40대,광주광역시,500이상700만원 미만,1,1,7,50,20,0,30,0
53335038,20230906,M,50대,광주광역시,700만원 이상,1,7,19,20,30,30,20,0
53335087,20230906,F,40대,경기도,700만원 이상,2,5,20,0,90,0,10,0
53335148,20230906,F,50대,대구광역시,300이상500만원 미만,2,4,18,45,30,5,20,0
53335321,20230906,M,40대,대전광역시,700만원 이상,1,3,11,30,40,0,30,0
53335393,20230906,M,30대,대구광역시,700만원 이상,3,8,31,30,10,10,50,0
53335468,20230906,M,40대,서울특별시,700만원 이상,0,8,16,40,30,0,30,0
53335539,20230906,M,30대,대전광역시,500이상700만원 미만,3,8,31,40,20,20,20,0
53335669,20230906,F,50대,서울특별시,700만원 이상,3,10,35,50,30,20,0,0
53335701,20230906,F,20대,경기도,300이상500만원 미만,4,10,40,50,50,0,0,0
53335716,20230906,M,20대,강원도,300이상500만원 미만,2,3,16,40,20,20,20,0
53335810,20230906,F,60대,경기도,300이상500만원 미만,2,3,16,10,20,40,20,10
53335877,20230906,F,60대,경상남도,700만원 이상,5,7,39,30,40,10,20,0
53335904,20230906,M,60대,인천광역시,300이상500만원 미만,1,4,13,90,0,0,10,0
53335949,20230906,F,30대,전라남도,500이상700만원 미만,3,6,27,30,10,10,30,20
53336061,20230906,M,40대,서울특별시,300이상500만원 미만,1,6,17,20,10,10,60,0
53336215,20230906,F,20대,경상남도,300이상500만원 미만,2,10,30,30,70,0,0,0
53336471,20230906,F,50대,서울특별시,300만원 미만,3,7,29,90,0,10,0,0
53336703,20230906,F,40대,경기도,500이상700만원 미만,1,2,9,50,0,0,50,0
53336731,20230906,M,20대,전라남도,300만원 미만,10,7,64,30,0,50,20,0
53336747,20230906,F,50대,경상북도,700만원 이상,2,1,12,20,50,0,30,0
53336791,20230906,F,60대,대구광역시,300이상500만원 미만,4,4,28,30,10,15,40,5
53336873,20230906,F,60대,부산광역시,300만원 미만,3,6,27,50,50,0,0,0
53337015,20230906,F,40대,서울특별시,700만원 이상,3,12,39,60,5,10,25,0
53337018,20230906,F,40대,서울특별시,500이상700만원 미만,1,12,29,50,0,0,50,0
53337066,20230906,M,30대,서울특별시,300이상500만원 미만,4,12,44,50,20,10,20,0
53337251,20230906,M,60대,울산광역시,300만원 미만,5,6,37,30,40,10,20,0
53337253,20230906,F,50대,경기도,300이상500만원 미만,2,5,20,15,15,40,30,0
53337715,20230906,M,60대,충청북도,300이상500만원 미만,5,8,41,20,50,0,30,0
53337951,20230906,F,60대,경상남도,300이상500만원 미만,2,3,16,80,0,20,0,0
53338026,20230906,M,60대,경상북도,300만원 미만,3,8,31,60,30,0,10,0
53338204,20230906,M,50대,경기도,700만원 이상,2,8,26,10,20,40,30,0
53338277,20230906,M,30대,경기도,300만원 미만,2,4,18,0,80,10,10,0
53338283,20230906,M,40대,경기도,300이상500만원 미만,2,2,14,100,0,0,0,0
53338313,20230906,M,20대,대구광역시,무응답,5,10,45,70,0,0,30,0
53338314,20230906,F,50대,울산광역시,300이상500만원 미만,8,8,56,20,60,0,20,0
53338376,20230906,F,60대,대전광역시,300이상500만원 미만,3,2,19,40,10,10,40,0
53338416,20230906,F,40대,경상남도,500이상700만원 미만,2,5,20,40,30,0,30,0
53338561,20230906,M,40대,부산광역시,500이상700만원 미만,2,6,22,10,10,30,10,40
53338587,20230906,F,40대,경기도,500이상700만원 미만,3,5,25,80,0,10,10,0
53338913,20230906,M,50대,광주광역시,500이상700만원 미만,2,5,20,10,60,10,20,0
53339069,20230906,F,50대,경기도,500이상700만원 미만,6,6,42,20,30,20,30,0
53339180,20230906,M,60대,제주특별자치도,300만원 미만,1,3,11,10,0,30,60,0
53339326,20230906,F,40대,경기도,700만원 이상,1,2,9,10,10,40,40,0
53339662,20230906,F,60대,경상남도,300만원 미만,1,0,5,10,0,90,0,0
53339988,20230906,M,60대,경상북도,300만원 미만,10,8,66,10,0,0,0,90
53339995,20230906,F,50대,충청남도,300이상500만원 미만,10,10,70,70,10,10,10,0
53340026,20230906,F,60대,광주광역시,300이상500만원 미만,5,5,35,25,20,15,20,20
53340282,20230906,M,20대,경상남도,300이상500만원 미만,5,10,45,30,30,10,30,0
53340755,20230906,F,40대,경상남도,300만원 미만,3,5,25,20,40,0,40,0
53340783,20230906,M,30대,전라북도,500이상700만원 미만,1,1,7,80,0,10,10,0
53340916,20230906,F,30대,경기도,300이상500만원 미만,12,8,76,40,0,0,60,0
53341099,20230906,F,50대,경상남도,700만원 이상,3,0,15,30,20,30,20,0
53341168,20230906,M,50대,경상남도,700만원 이상,3,16,47,70,0,0,30,0
53341199,20230906,F,20대,부산광역시,300만원 미만,6,12,54,50,30,2,18,0
53341466,20230906,M,40대,대구광역시,300이상500만원 미만,2,4,18,60,30,0,10,0
53341766,20230906,M,50대,대전광역시,700만원 이상,1,4,13,80,10,10,0,0
