RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,ONE_WEEK_TOT_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE
281933,20230830,M,20대,경기도,300이상500만원 미만,5,10,45,40,20,10,30,0
381816,20230830,M,20대,서울특별시,500이상700만원 미만,2,6,22,65,30,0,5,0
424076,20230830,M,20대,경기도,300만원 미만,3,2,19,20,30,10,40,0
425636,20230830,M,20대,울산광역시,무응답,2,6,22,10,0,10,80,0
429782,20230830,M,20대,강원도,무응답,10,10,70,70,30,0,0,0
432979,20230830,M,20대,경기도,700만원 이상,6,8,46,20,20,20,40,0
447881,20230830,M,20대,서울특별시,300이상500만원 미만,3,7,29,20,10,0,70,0
451495,20230830,M,20대,경기도,300만원 미만,3,6,27,40,10,20,30,0
454425,20230830,M,20대,전라남도,300만원 미만,5,10,45,80,10,0,10,0
456323,20230830,M,20대,경기도,300만원 미만,12,4,68,92,0,0,8,0
460282,20230830,M,20대,경기도,무응답,6,10,50,50,0,0,50,0
463627,20230830,M,20대,경기도,700만원 이상,9,9,63,40,0,0,60,0
53322292,20230830,F,40대,서울특별시,500이상700만원 미만,4,8,36,40,0,20,40,0
53322446,20230830,M,60대,서울특별시,300만원 미만,2,3,16,70,10,10,10,0
53322976,20230830,M,60대,서울특별시,300이상500만원 미만,2,4,18,30,10,30,30,0
53323114,20230830,M,40대,서울특별시,300만원 미만,1,2,9,70,10,10,10,0
53323127,20230830,M,40대,서울특별시,300이상500만원 미만,5,5,35,40,10,0,50,0
53323337,20230830,F,30대,서울특별시,700만원 이상,2,3,16,50,0,0,50,0
53323388,20230830,F,60대,서울특별시,700만원 이상,1,0,5,90,0,10,0,0
53323495,20230830,M,30대,서울특별시,300이상500만원 미만,5,12,49,20,20,5,55,0
53323693,20230830,F,30대,서울특별시,300이상500만원 미만,2,8,26,60,0,10,30,0
53324112,20230830,F,50대,서울특별시,700만원 이상,3,2,19,40,20,20,20,0
53324455,20230830,M,20대,서울특별시,무응답,4,14,48,20,20,60,0,0
53324499,20230830,F,20대,인천광역시,700만원 이상,6,12,54,50,10,0,40,0
53324623,20230830,M,50대,서울특별시,300이상500만원 미만,2,3,16,30,20,20,30,0
53324861,20230830,F,50대,서울특별시,300만원 미만,0,2,4,80,0,0,20,0
53325068,20230830,M,20대,서울특별시,300이상500만원 미만,2,2,14,30,30,20,20,0
53325151,20230830,F,30대,서울특별시,300만원 미만,2,5,20,30,10,10,50,0
53325339,20230830,M,50대,서울특별시,무응답,2,2,14,20,30,0,50,0
53325348,20230830,F,30대,서울특별시,700만원 이상,1,2,9,50,20,10,20,0
53325352,20230830,F,20대,서울특별시,300만원 미만,6,15,60,60,39,1,0,0
53325382,20230830,M,60대,서울특별시,500이상700만원 미만,5,10,45,20,50,10,20,0
53325666,20230830,M,40대,광주광역시,300이상500만원 미만,4,6,32,50,0,0,50,0
53325912,20230830,F,40대,경상북도,300만원 미만,3,10,35,80,0,0,20,0
53326175,20230830,F,40대,대구광역시,300이상500만원 미만,3,5,25,50,0,0,50,0
53326216,20230830,M,60대,서울특별시,700만원 이상,4,2,24,0,40,30,30,0
53326233,20230830,M,50대,경기도,700만원 이상,2,4,18,20,30,20,30,0
53326244,20230830,M,40대,부산광역시,300만원 미만,3,12,39,30,0,50,20,0
53326289,20230830,F,30대,충청남도,300만원 미만,4,8,36,40,10,20,10,20
53326406,20230830,M,30대,경기도,500이상700만원 미만,2,4,18,20,10,10,60,0
53326463,20230830,M,30대,부산광역시,300만원 미만,2,6,22,50,20,10,20,0
53326548,20230830,F,60대,인천광역시,무응답,7,15,65,30,20,40,10,0
53326676,20230830,F,30대,서울특별시,500이상700만원 미만,1,5,15,30,30,0,40,0
53326677,20230830,F,20대,광주광역시,300만원 미만,2,2,14,50,50,0,0,0
53326745,20230830,F,40대,대전광역시,500이상700만원 미만,2,8,26,25,30,30,15,0
53326770,20230830,M,20대,경기도,300이상500만원 미만,1,5,15,20,50,0,30,0
53326908,20230830,F,50대,광주광역시,300이상500만원 미만,3,6,27,10,60,20,10,0
53326999,20230830,M,50대,경기도,500이상700만원 미만,3,8,31,50,20,0,30,0
53327024,20230830,F,30대,경기도,700만원 이상,2,4,18,30,25,30,15,0
53327029,20230830,M,40대,경기도,700만원 이상,1,15,35,30,0,0,0,70
53327070,20230830,F,60대,부산광역시,300이상500만원 미만,3,1,17,70,0,0,30,0
53327088,20230830,M,60대,경기도,300이상500만원 미만,2,4,18,30,20,20,30,0
53327322,20230830,F,60대,부산광역시,300만원 미만,6,10,50,50,20,20,10,0
53327564,20230830,F,20대,전라남도,무응답,5,8,41,10,10,20,60,0
53327812,20230830,M,60대,부산광역시,300이상500만원 미만,3,12,39,50,0,30,20,0
53327852,20230830,F,60대,전라북도,700만원 이상,3,2,19,40,20,10,10,20
53327942,20230830,F,20대,경상남도,300이상500만원 미만,10,10,70,30,15,45,10,0
