key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%),교육청금액,자치단체금액,보호자금액,보호자비율,금전및 유가증권금액,도서및 물품금액,수목시설및 재산금액,학교교육시설 보수확충금액,교육용기자재 및도서금액,학교체육학예 활동금액,학생복지및 자치활동지원금액,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010001056-2021,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,1144.0,1.4,5.0,0.0,18.0,4.0,0.0,17.2,유,유,시설없음,유,유,유,1.0,1.0,1.0,1.0,1.0,0.1346153846153846,0.4423076923076923,0.4038461538461538,0.0192307692307692,0.0,493229.0,191965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,26,0,0,26,683,1141,11.0,10.0,7.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,228.0,0.0,46.0,2.0,2.0,10.0,8.0,8.0
S010001056-2022,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,1051.0,5.5,4.0,0.0,17.0,4.0,0.0,16.6,유,유,시설없음,유,유,유,1.0,1.0,1.0,1.0,1.0,0.0896226415094339,0.5188679245283019,0.3419811320754717,0.0471698113207547,0.0023584905660377,617608.0,311452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,47,47,12,0,1130,1130,1047,13.0,12.0,10.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,700.0,42.0,46.0,2.0,2.0,10.0,0.0,33.0
S010001056-2023,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,979.0,10.2,6.0,0.0,16.0,6.0,0.0,16.2,유,유,시설없음,유,유,유,1.0,1.0,1.0,1.0,1.0,0.0651629072681704,0.4636591478696741,0.4360902255639097,0.0300751879699248,0.0050125313283208,761131.0,310483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,45,0,21,0,979,0,975,13.0,12.0,10.0,4.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,979.0,14.0,44.0,4.0,2.0,10.0,0.0,31.0
S010001056-2024,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,893.0,10.9,5.0,0.0,17.0,7.0,0.0,17.1,유,유,시설없음,유,유,유,0.0,1.0,1.0,1.0,1.0,0.0580474934036939,0.3746701846965699,0.5092348284960422,0.0580474934036939,0.0,638451.0,310966.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1353060.0,1,0,43,50,24,0,891,891,887,15.0,13.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,482.0,37.0,44.0,4.0,2.0,10.0,0.0,29.0
S010001057-2021,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,699.0,4.9,4.0,0.0,15.0,8.0,0.0,17.7,유,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,1.0,0.0580474934036939,0.3746701846965699,0.5092348284960422,0.0580474934036939,0.0,375132.0,113057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,11,0,0,0,693,12.0,11.0,8.0,2.0,8.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,11.0,0.0,32.0,6.0,0.0,5.0,8.0,8.0
S010001057-2022,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,656.0,2.3,4.0,0.0,13.0,3.0,0.0,17.7,유,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,1.0,0.0053191489361702,0.3297872340425531,0.5478723404255319,0.1170212765957446,0.0,166710.0,166709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,0,0,0,677,0,648,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,167.0,0.0,32.0,6.0,0.0,5.0,0.0,25.0
S010001057-2023,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,654.0,3.3,4.0,0.0,15.0,7.0,0.0,18.9,유,무,시설없음,유,유,유,0.0,0.0,0.0,1.0,1.0,0.024390243902439,0.2829268292682926,0.5463414634146342,0.1365853658536585,0.0097560975609756,219064.0,215695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,0,0,0,677,0,651,12.0,11.0,8.0,7.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,190.0,0.0,32.0,6.0,0.0,5.0,0.0,24.0
S010001057-2024,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,663.0,5.0,4.0,0.0,15.0,6.0,0.0,16.3,유,무,시설없음,유,유,유,0.0,0.0,0.0,1.0,1.0,0.0711297071129707,0.3849372384937238,0.3723849372384937,0.0878661087866108,0.0836820083682008,517545.0,236207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,0,0,0,656,0,656,12.0,11.0,8.0,8.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,171.0,0.0,32.0,6.0,0.0,5.0,0.0,24.0
S010001058-2021,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,688.0,1.2,6.0,0.0,13.0,4.0,0.0,15.0,유,시설없음,유,유,유,유,0.0,1.0,0.0,1.0,1.0,0.0711297071129707,0.3849372384937238,0.3723849372384937,0.0878661087866108,0.0836820083682008,370389.0,130119.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,687,14.0,13.0,10.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,36.0,2.0,0.0,4.0,8.0,8.0
S010001058-2022,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,598.0,3.0,5.0,0.0,12.0,4.0,0.0,14.6,유,시설없음,유,유,유,유,0.0,1.0,0.0,1.0,1.0,0.0646766169154228,0.4626865671641791,0.3980099502487562,0.0696517412935323,0.0049751243781094,385162.0,177165.0,0.0,0.0,0.0,0.0,0.0,0.0,500020.0,0.0,0.0,5,0,43,0,45,0,598,0,594,18.0,18.0,16.0,8.0,10.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,33.0,2.0,0.0,4.0,16.0,22.0
S010001058-2023,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,582.0,5.9,5.0,0.0,13.0,6.0,0.0,14.9,유,시설없음,유,유,유,유,0.0,1.0,0.0,1.0,2.0,0.0547945205479452,0.319634703196347,0.547945205479452,0.0776255707762557,0.0,500890.0,216835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21,43,2,45,437,598,20,578,10.0,9.0,3.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,253.0,20.0,29.0,5.0,0.0,4.0,11.0,24.0
S010001058-2024,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,535.0,8.1,4.0,0.0,11.0,7.0,0.0,14.9,유,시설없음,유,유,유,유,0.0,1.0,0.0,1.0,1.0,0.106060606060606,0.5151515151515151,0.3484848484848485,0.0303030303030303,0.0,582288.0,192977.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,33,2,47,440,502,20,529,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,233.0,30.0,25.0,2.0,0.0,7.0,6.0,19.0
S010001059-2021,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,487.0,1.4,5.0,0.0,14.0,4.5,0.0,13.2,유,유,시설없음,유,유,시설없음,1.0,0.0,0.0,1.0,1.0,0.106060606060606,0.5151515151515151,0.3484848484848485,0.0303030303030303,0.0,319439.0,80833.0,0.0,0.0,13125000.0,0.0,0.0,0.0,0.0,0.0,13125000.0,0,0,0,0,0,0,0,0,478,13.0,12.0,10.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,273.0,0.0,32.0,0.0,0.0,9.0,8.0,8.0
S010001059-2022,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,463.0,6.1,5.0,0.0,15.0,5.5,0.0,15.2,유,유,시설없음,유,유,시설없음,0.0,0.0,0.0,2.0,1.0,0.0180995475113122,0.3665158371040724,0.4660633484162896,0.1357466063348416,0.0135746606334841,237538.0,125599.0,47582.0,11.6,9230000.0,0.0,0.0,0.0,0.0,0.0,9233654.0,0,0,0,0,0,0,0,0,454,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,270.0,0.0,32.0,0.0,0.0,9.0,1.0,19.0
S010001059-2023,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,455.0,6.7,5.0,0.0,15.0,6.0,0.0,16.1,유,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.0148148148148148,0.2814814814814815,0.4740740740740741,0.2074074074074074,0.0222222222222222,409147.0,153514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,0,0,452,0,444,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,250.0,0.0,32.0,0.0,0.0,9.0,1.0,19.0
S010001059-2024,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,466.0,15.5,5.0,0.0,15.0,5.5,0.0,14.7,유,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.0283687943262411,0.4184397163120567,0.4468085106382978,0.0992907801418439,0.0070921985815602,407031.0,198994.0,0.0,0.0,4640000.0,0.0,0.0,0.0,0.0,0.0,4640000.0,0,0,23,0,0,0,456,0,454,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,237.0,0.0,32.0,0.0,0.0,9.0,1.0,18.0
S010001060-2021,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,968.0,0.9,4.0,0.0,18.0,3.5,0.0,18.4,유,유,시설없음,유,유,유,1.0,1.0,1.0,1.0,1.0,0.0283687943262411,0.4184397163120567,0.4468085106382978,0.0992907801418439,0.0070921985815602,438972.0,164702.0,0.0,0.0,9800000.0,2220000.0,0.0,0.0,0.0,0.0,9800000.0,0,0,0,0,0,0,0,0,957,13.7,11.8,8.8,6.9,4.6,2.3,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,256.0,95.0,48.0,2.0,0.0,4.0,8.0,8.0
S010001060-2022,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,903.0,4.0,4.0,0.0,17.0,4.5,0.0,16.8,유,유,시설없음,유,유,유,0.0,1.0,1.0,1.0,1.0,0.0857142857142857,0.5365079365079365,0.3365079365079365,0.0412698412698412,0.0,540463.0,269360.0,0.0,0.0,0.0,6700000.0,0.0,0.0,0.0,0.0,37082.0,0,0,40,0,0,0,927,0,896,12.0,10.8,33.9,2.0,7.8,2.4,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,306.0,117.0,48.0,2.0,0.0,4.0,0.0,28.0
S010001060-2023,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,822.0,9.0,4.0,0.0,17.0,6.0,0.0,16.3,유,무,시설없음,무,무,무,0.0,1.0,1.0,1.0,1.0,0.0633333333333333,0.4833333333333333,0.3633333333333333,0.09,0.0,669725.0,321205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,56,0,0,0,798,0,813,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,378.0,140.0,48.0,2.0,0.0,4.0,0.0,28.0
S010001060-2024,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,800.0,9.3,4.0,0.0,17.0,7.0,0.0,16.9,유,무,시설없음,무,무,무,0.0,1.0,1.0,2.0,1.0,0.0328947368421052,0.3980263157894737,0.4144736842105263,0.1546052631578947,0.0,649866.0,275743.0,0.0,0.0,11560000.0,0.0,0.0,0.0,0.0,10550000.0,1000000.0,0,0,52,25,0,0,746,558,788,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,401.0,180.0,46.0,2.0,0.0,6.0,0.0,37.0
S010001061-2021,서울특별시 강서구,S010001061,유석초등학교,0,0,0,297.0,1.3,7.0,0.0,6.0,0.0,0.0,27.8,유,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0328947368421052,0.3980263157894737,0.4144736842105263,0.1546052631578947,0.0,238858.0,0.0,0.0,0.0,49000000.0,0.0,0.0,4595440.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,297,10.0,9.0,3.0,2.0,3.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,단순설치,적정설치,미설치,미설치,미설치,미설치,0.0,297.0,12.0,3.0,0.0,3.0,8.0,8.0
S010001061-2022,서울특별시 강서구,S010001061,유석초등학교,0,0,0,334.0,1.4,6.0,0.0,8.0,0.0,0.0,25.8,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0,0.053763440860215,0.7741935483870968,0.1612903225806451,0.010752688172043,340191.0,0.0,0.0,0.0,10000000.0,0.0,0.0,18751200.0,4950000.0,0.0,0.0,0,0,0,0,0,0,0,0,334,10.0,9.0,3.0,3.0,2.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,299.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001061-2023,서울특별시 강서구,S010001061,유석초등학교,0,0,0,336.0,9.4,5.0,0.0,6.0,0.0,0.0,28.3,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0416666666666666,0.3333333333333333,0.53125,0.09375,0.0,370780.0,13898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,12,12,340,340,340,340,336,10.0,9.0,3.0,3.0,2.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,336.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001061-2024,서울특별시 강서구,S010001061,유석초등학교,0,0,0,340.0,8.9,5.0,0.0,6.0,0.0,0.0,28.8,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0421052631578947,0.4736842105263157,0.4421052631578947,0.0421052631578947,0.0,207457.0,199825.0,0.0,0.0,46500000.0,0.0,0.0,0.0,0.0,3500000.0,0.0,12,12,12,12,340,340,340,340,340,12.0,11.0,8.0,5.0,5.0,2.0,2.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,640.0,340.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001165-2021,서울특별시 금천구,S010001165,가산중학교,0,0,0,430.0,2.3,2.0,0.0,13.0,4.5,0.0,13.2,유,유,시설없음,유,유,시설없음,1.0,0.0,0.0,2.0,0.0,0.0421052631578947,0.4736842105263157,0.4421052631578947,0.0421052631578947,0.0,108887.0,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,12,0,0,420,14.0,8.6,8.0,4.2,4.2,3.3,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,374.0,0.0,20.0,5.0,4.0,9.0,8.0,8.0
S010001165-2022,서울특별시 금천구,S010001165,가산중학교,0,0,0,437.0,8.4,3.0,0.0,13.0,6.0,0.0,10.9,유,유,시설없음,유,유,시설없음,1.0,0.0,0.0,2.0,0.0,0.055813953488372,0.3744186046511628,0.4209302325581395,0.1302325581395348,0.0186046511627906,236295.0,5463.0,0.0,0.0,14060000.0,0.0,0.0,0.0,0.0,4975.0,14059420.0,0,2,0,0,0,14,0,0,428,17.0,8.0,7.0,4.0,3.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,513.0,0.0,20.0,5.0,4.0,9.0,9.0,35.0
S010001165-2023,서울특별시 금천구,S010001165,가산중학교,0,0,0,426.0,17.3,3.0,0.0,14.0,5.5,0.0,10.3,유,유,시설없음,유,무,시설없음,1.0,0.0,0.0,1.0,0.0,0.0938967136150234,0.4061032863849765,0.3755868544600939,0.107981220657277,0.0164319248826291,293031.0,234039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,11,0,0,414,17.0,11.0,19.0,7.0,4.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,미설치,미설치,513.0,0.0,20.0,5.0,4.0,9.0,10.0,29.0
S010001165-2024,서울특별시 금천구,S010001165,가산중학교,0,0,0,423.0,13.2,3.0,0.0,14.0,5.5,0.0,10.9,유,유,시설없음,유,무,시설없음,1.0,0.0,0.0,1.0,0.0,0.0975609756097561,0.4853658536585366,0.3463414634146341,0.0707317073170731,0.0,216887.0,266787.0,0.0,0.0,14050000.0,0.0,0.0,0.0,0.0,0.0,14050000.0,0,2,0,0,0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,미설치,미설치,522.0,0.0,20.0,5.0,4.0,9.0,13.0,29.0
S010001166-2021,서울특별시 구로구,S010001166,개봉중학교,0,0,0,424.0,0.9,2.0,0.0,14.0,4.5,0.0,10.8,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.0975609756097561,0.4853658536585366,0.3463414634146341,0.0707317073170731,0.0,239395.0,115454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,13,413,5.0,4.0,10.0,2.0,2.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,435.0,215.0,19.0,0.0,0.0,9.0,8.0,8.0
S010001166-2022,서울특별시 구로구,S010001166,개봉중학교,0,0,0,410.0,5.6,3.0,0.0,13.0,4.0,0.0,10.9,유,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0376884422110552,0.3366834170854271,0.4371859296482412,0.1809045226130653,0.007537688442211,202923.0,158356.0,0.0,0.0,6800000.0,0.0,0.0,0.0,0.0,0.0,6800000.0,0,2,0,0,0,12,0,0,401,8.0,6.0,7.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,415.0,0.0,19.0,0.0,0.0,9.0,0.0,49.0
S010001166-2023,서울특별시 구로구,S010001166,개봉중학교,0,0,0,393.0,10.7,3.0,0.0,14.0,1.5,0.0,12.2,유,시설없음,무,무,무,시설없음,0.0,0.0,0.0,2.0,0.0,0.0871794871794871,0.4153846153846154,0.382051282051282,0.0974358974358974,0.0179487179487179,302985.0,127817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,12,0,0,385,8.0,6.0,7.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,507.0,0.0,19.0,0.0,0.0,9.0,4.0,43.0
S010001166-2024,서울특별시 구로구,S010001166,개봉중학교,0,0,0,379.0,9.1,3.0,0.0,13.0,2.0,0.0,11.3,유,시설없음,유,유,무,시설없음,0.0,0.0,0.0,2.0,0.0,0.0760869565217391,0.4184782608695652,0.3423913043478261,0.1521739130434782,0.0108695652173913,239910.0,203279.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,4200000.0,2,1,0,0,12,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,718.0,55.0,19.0,0.0,0.0,9.0,4.0,50.0
S010001167-2021,서울특별시 구로구,S010001167,개웅중학교,0,0,0,574.0,1.1,4.0,0.0,13.0,0.0,0.0,13.6,유,유,시설없음,유,유,무,0.0,1.0,0.0,1.0,2.0,0.0760869565217391,0.4184782608695652,0.3423913043478261,0.1521739130434782,0.0108695652173913,277654.0,277654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,574,9.0,9.0,9.0,3.0,3.0,2.0,4.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,278.0,0.0,23.0,6.0,0.0,9.0,8.0,8.0
S010001167-2022,서울특별시 구로구,S010001167,개웅중학교,0,0,0,559.0,5.9,3.0,0.0,13.0,0.0,0.0,13.9,유,유,시설없음,유,유,무,0.0,1.0,0.0,1.0,2.0,0.0798548094373865,0.3666061705989111,0.4446460980036297,0.1088929219600726,0.0,389623.0,141666.0,0.0,0.0,10400000.0,3466350.0,0.0,0.0,0.0,0.0,7410231.0,0,0,0,0,0,0,0,0,559,9.0,8.0,7.0,1.0,6.0,1.0,1.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,697.0,41.0,23.0,5.0,0.0,10.0,6.0,37.0
S010001167-2023,서울특별시 구로구,S010001167,개웅중학교,0,0,0,543.0,9.6,4.0,0.0,11.0,0.0,0.0,12.3,유,유,시설없음,무,무,무,0.0,1.0,0.0,1.0,2.0,0.1302752293577981,0.381651376146789,0.3486238532110092,0.1339449541284403,0.0055045871559633,181588.0,177850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,7,0,14,14,16,543,13.0,10.0,8.0,7.0,6.0,2.0,4.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,779.0,82.0,23.0,5.0,0.0,10.0,6.0,34.0
S010001167-2024,서울특별시 구로구,S010001167,개웅중학교,0,0,0,480.0,6.8,4.0,0.0,13.0,0.0,0.0,13.0,유,유,시설없음,무,무,무,0.0,1.0,0.0,1.0,2.0,0.1141649048625792,0.3657505285412262,0.3847780126849894,0.1247357293868921,0.0105708245243128,178344.0,163979.0,0.0,0.0,2100000.0,0.0,0.0,0.0,0.0,0.0,2100000.0,0,0,2,2,0,0,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,515.0,34.0,20.0,5.0,0.0,10.0,5.0,27.0
S010001168-2021,서울특별시 구로구,S010001168,고척중학교,0,0,0,982.0,1.5,4.0,0.0,16.0,6.0,0.0,15.2,유,유,시설없음,무,무,무,1.0,1.0,0.0,2.0,1.0,0.1141649048625792,0.3657505285412262,0.3847780126849894,0.1247357293868921,0.0105708245243128,288816.0,243690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,18,0,0,977,10.0,10.0,10.0,5.0,5.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,343.0,74.0,36.0,1.0,1.0,10.0,8.0,8.0
S010001168-2022,서울특별시 구로구,S010001168,고척중학교,0,0,0,944.0,4.6,4.0,0.0,17.0,4.0,0.0,14.7,유,유,시설없음,무,무,무,1.0,1.0,0.0,2.0,1.0,0.1114683815648445,0.3772775991425509,0.3515541264737406,0.142550911039657,0.0171489817792068,629767.0,211288.0,0.0,0.0,39600000.0,0.0,0.0,19871730.0,13136650.0,0.0,6044687.0,0,1,0,0,0,16,0,0,938,10.0,10.0,10.0,6.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,873.0,47.0,36.0,1.0,1.0,10.0,13.0,61.0
S010001168-2023,서울특별시 구로구,S010001168,고척중학교,0,0,0,894.0,7.8,3.0,0.0,15.0,3.0,0.0,12.3,유,유,시설없음,유,무,무,1.0,1.0,0.0,1.0,1.0,0.1146067415730337,0.3808988764044944,0.3337078651685393,0.1539325842696629,0.0168539325842696,597937.0,280949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,16,0,0,890,10.0,8.0,5.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,779.0,68.0,36.0,1.0,1.0,10.0,18.0,58.0
