key,지역,정보공시 학교코드,학교명,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y,s1,s2,s3,s4
S010000611-2022,서울특별시 관악구,S010000611,영락의료과학고등학교,무,무,시설없음,8.9,10.363929618768328,0,0,0,5.671847507331377,12.0,4.0,3.0,4.0,4.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,시설없음,시설없음,유,10.068005114651612,1.8677574518505837,1.7461345940574289,35.1,18.1
S010000611-2023,서울특별시 관악구,S010000611,영락의료과학고등학교,유,무,시설없음,8.2,12.72135922330097,0,0,0,6.2488673139158575,11.0,8.0,10.0,9.0,2.0,9.0,6.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,시설없음,시설없음,유,11.706766157486165,2.9162001087753735,1.885504394280143,55.1,18.1
S010000611-2024,서울특별시 관악구,S010000611,영락의료과학고등학교,유,무,시설없음,8.4,14.433333333333334,0,0,0,6.766666666666667,10.0,10.0,10.0,10.0,2.0,2.0,6.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,무,유,유,12.741027072783114,3.956004298689816,1.9750898277306976,50.1,18.1
S010000612-2021,서울특별시 송파구,S010000612,일신여자상업고등학교,유,유,유,10.4,6.078898007033997,0,0,0,1.6240328253223917,17.0,10.0,27.0,4.0,3.0,2.0,2.0,단순설치,단순설치,미설치,미설치,미설치,미설치,단순설치,적정설치,단순설치,미설치,미설치,유,유,시설없음,12.60713623928243,5.242456227086077,1.3804666918025648,65.1,6.1
S010000612-2022,서울특별시 송파구,S010000612,일신여자상업고등학교,유,유,유,9.3,6.055678670360111,0,0,0,1.9005540166204988,8.0,8.0,9.0,2.0,3.0,1.0,1.0,단순설치,단순설치,미설치,미설치,미설치,미설치,단순설치,적정설치,단순설치,미설치,미설치,유,유,시설없음,11.970415755513205,5.321072715681982,1.372198238515986,32.1,6.1
S010000612-2023,서울특별시 송파구,S010000612,일신여자상업고등학교,유,유,유,8.4,6.056678700361011,0,0,0,2.807581227436823,8.0,8.0,9.0,2.0,3.0,1.0,1.0,단순설치,적정설치,미설치,미설치,미설치,적정설치,단순설치,적정설치,단순설치,미설치,미설치,유,유,유,13.56051680512033,6.516161669756779,1.3672246917047748,32.1,9.1
S010000612-2024,서울특별시 송파구,S010000612,일신여자상업고등학교,유,유,유,8.2,6.03607305936073,0,0,0,3.524657534246576,12.0,11.0,9.0,5.0,5.0,3.0,1.0,단순설치,단순설치,미설치,미설치,미설치,단순설치,단순설치,적정설치,단순설치,미설치,미설치,유,유,유,13.784433632171234,6.629891639069654,1.3636342590517074,46.1,7.1
S010000613-2021,서울특별시 동대문구,S010000613,서울정화고등학교,유,무,무,8.4,9.493939393939392,0,0,0,6.766666666666667,8.0,8.0,5.0,4.0,1.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,11.974362820931177,3.956004298689816,1.6818691308366294,28.1,20.1
S010000613-2022,서울특별시 동대문구,S010000613,서울정화고등학교,유,무,무,8.2,8.57953216374269,0,0,0,6.532748538011695,8.0,8.0,5.0,4.0,4.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,11.986113793950858,3.9384138820370715,1.609772277663567,31.1,20.1
S010000613-2023,서울특별시 동대문구,S010000613,서울정화고등학교,유,무,무,7.399999999999999,8.837864077669902,0,0,0,7.219741100323624,11.0,6.0,9.0,4.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,12.172736151434911,3.9884095467904292,1.6254056591076311,35.1,20.1
S010000613-2024,서울특별시 동대문구,S010000613,서울정화고등학교,유,무,무,6.6,10.994941634241243,1,0,0,8.660311284046692,10.0,10.0,13.0,8.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,13.70492635294437,4.079375333484185,2.772558203372782,47.1,20.1
S010000614-2021,서울특별시 동대문구,S010000614,해성국제컨벤션고등학교,유,무,유,11.0,11.39032258064516,0,0,1,3.164516129032258,7.0,7.0,10.0,4.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,10.985842394001306,2.5760000810430856,1.8228296325543545,36.1,20.1
S010000614-2022,서울특별시 동대문구,S010000614,해성국제컨벤션고등학교,무,무,무,8.9,10.8773851590106,0,0,1,3.456890459363958,9.0,10.0,6.0,3.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,8.900420512720151,0.6201847369100728,1.7799826783620296,33.1,20.1
S010000614-2023,서울특별시 동대문구,S010000614,해성국제컨벤션고등학교,유,유,유,7.3,9.799769053117783,0,0,1,4.487990762124711,10.0,10.0,9.0,7.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,12.139843595292673,3.750702554934084,1.697044890981035,40.1,20.1
S010000614-2024,서울특별시 동대문구,S010000614,해성국제컨벤션고등학교,유,유,유,7.0,11.142944785276072,0,0,1,5.928220858895704,8.0,11.0,12.0,2.0,3.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,12.438964971790792,3.88986207209925,1.7848600875168104,43.1,20.1
S010000615-2021,서울특별시 마포구,S010000615,홍익디자인고등학교,무,무,시설없음,12.3,12.465591397849462,0,0,0,3.056989247311828,6.0,4.0,14.0,3.0,3.0,2.0,2.0,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,유,시설없음,시설없음,7.721510467255786,1.558715262751849,1.8915604754850883,34.1,2.1
S010000615-2022,서울특별시 마포구,S010000615,홍익디자인고등학교,무,무,시설없음,11.8,13.37683615819209,0,0,0,3.2073446327683617,8.0,8.0,5.0,3.0,2.0,1.0,2.0,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,유,시설없음,시설없음,7.634269380632418,1.5827216888014257,1.938872172924168,29.1,2.1
S010000615-2023,서울특별시 마포구,S010000615,홍익디자인고등학교,무,무,시설없음,11.0,14.849262536873155,0,0,0,3.3448377581120945,8.0,8.0,5.0,3.0,2.0,1.0,2.0,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,유,무,무,4.680322081861254,1.6037090947986719,2.008459905879181,29.1,0.1
S010000615-2024,서울특별시 마포구,S010000615,홍익디자인고등학교,무,무,시설없음,10.3,14.656962025316457,0,0,0,3.581012658227848,10.0,10.0,10.0,5.0,5.0,3.0,2.0,미설치,적정설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,미설치,미설치,적정설치,무,시설없음,시설없음,8.65102748001931,0.63782281292025,1.9960480070676234,45.1,9.1
S010000616-2021,서울특별시 은평구,S010000616,선정국제관광고등학교,무,시설없음,시설없음,9.4,11.575409836065573,0,0,0,1.4114754098360656,10.0,3.0,4.0,2.0,2.0,5.0,5.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,무,시설없음,시설없음,5.5310893615277905,0.17231777363018694,1.8262535889080906,31.1,1.1
S010000616-2022,서울특별시 은평구,S010000616,선정국제관광고등학교,유,유,시설없음,8.2,9.13010033444816,0,0,0,1.4377926421404683,8.0,8.0,12.0,3.0,3.0,4.0,5.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,유,시설없음,시설없음,8.693698088539868,3.1815545250557746,1.6533103865700653,43.1,1.1
S010000616-2023,서울특별시 은평구,S010000616,선정국제관광고등학교,유,시설없음,시설없음,8.4,7.9947368421052625,0,0,0,0.1,8.0,8.0,12.0,3.0,3.0,4.0,5.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,유,시설없음,시설없음,6.2691006170141685,0.8487074535029773,1.5615599865971639,43.1,1.1
S010000616-2024,서울특별시 은평구,S010000616,선정국제관광고등학교,유,시설없음,시설없음,7.5,7.618796992481203,0,0,0,0.1,30.0,20.0,10.0,15.0,2.0,6.5,5.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,단순설치,단순설치,무,시설없음,시설없음,7.484257939434168,-0.15129254649702273,1.5221780885898757,88.6,5.1
S010000617-2021,서울특별시 중구,S010000617,성동글로벌경영고등학교,유,유,유,9.4,6.47065637065637,0,1,0,5.505405405405405,10.0,12.0,15.0,6.0,7.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,15.376722300624545,5.852865205294268,2.4191297706477006,55.1,22.1
S010000617-2022,서울특별시 중구,S010000617,성동글로벌경영고등학교,유,유,유,7.5,7.065174129353234,0,1,0,7.065174129353234,9.0,12.0,15.0,10.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,15.533370140513524,5.977588831295946,2.4693695148414374,54.1,22.1
S010000617-2023,서울특별시 중구,S010000617,성동글로벌경영고등학교,유,유,유,7.399999999999999,9.885932721712535,0,1,0,7.745259938837919,9.0,11.0,15.0,4.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,15.67524409389934,6.023540517726925,2.7038529666263353,47.1,22.1
S010000617-2024,서울특별시 중구,S010000617,성동글로벌경영고등학교,유,유,유,7.0,10.3803738317757,0,1,0,7.88816199376947,10.0,10.0,10.0,10.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음,15.736778694198476,6.03268157691247,2.735237331650583,48.1,22.1
S010000618-2021,서울특별시 도봉구,S010000618,세그루패션디자인고등학교,무,무,무,10.8,9.651656920077972,0,1,0,1.8543859649122807,13.0,12.0,12.0,5.0,5.0,9.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,유,무,무,11.043664100214013,1.3087768125208208,2.7059680282285554,59.1,19.1
S010000618-2022,서울특별시 도봉구,S010000618,세그루패션디자인고등학교,유,유,무,9.5,9.651656920077972,0,1,0,1.8543859649122807,13.0,12.0,12.0,6.0,4.0,4.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,유,유,유,14.948854644878214,5.308776812520821,2.6995553114523716,54.1,19.1
S010000618-2023,서울특별시 도봉구,S010000618,세그루패션디자인고등학교,유,유,무,8.2,11.412217194570136,0,1,0,2.1361990950226244,11.0,5.0,24.0,2.0,2.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,유,시설없음,유,14.052709239578284,4.379514063017244,2.8094858334176362,50.1,19.1
S010000618-2024,서울특별시 도봉구,S010000618,세그루패션디자인고등학교,무,무,무,7.8,12.251898734177214,1,0,0,2.378481012658228,7.0,7.0,4.0,4.0,2.0,3.0,7.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,시설없음,유,시설없음,10.768899579584646,1.4332310269761992,2.856682833266392,34.1,19.1
S010000619-2021,서울특별시 노원구,S010000619,영신간호비즈니스고등학교,무,무,시설없음,10.6,8.331173380035025,0,0,0,3.252364273204904,4.0,3.1,19.2,2.0,2.1,3.2,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,8.265679564169663,0.5896911002714986,1.6020457158012356,35.900000000000006,12.1
S010000619-2022,서울특별시 노원구,S010000619,영신간호비즈니스고등학교,무,무,시설없음,9.1,10.375229357798164,0,0,0,3.402752293577982,5.0,3.0,6.0,3.0,2.0,7.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,8.258031467020562,0.6122923011332008,1.7480085415298363,30.1,12.1
S010000619-2023,서울특별시 노원구,S010000619,영신간호비즈니스고등학교,무,무,시설없음,8.5,9.077035490605429,0,0,0,3.8578288100208766,8.0,8.0,9.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,8.485406854195027,0.6750522703862323,1.651026664214779,39.1,12.1
S010000619-2024,서울특별시 노원구,S010000619,영신간호비즈니스고등학교,무,무,시설없음,8.6,10.822610722610722,0,1,0,4.295804195804196,10.0,10.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,9.805641469972077,0.7288193889549873,2.7747343819057613,45.1,12.1
S010000620-2021,서울특별시 은평구,S010000620,예일디자인고등학교,무,유,시설없음,11.9,9.055223880597014,0,0,0,1.0950248756218903,8.0,8.0,6.0,6.0,6.0,1.0,1.0,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,단순설치,시설없음,유,시설없음,10.012542340292358,2.04538854023667,1.6661661908959744,36.1,15.1
S010000620-2022,서울특별시 은평구,S010000620,예일디자인고등학교,무,유,시설없음,11.2,7.353886010362693,0,0,0,1.1362694300518137,10.0,10.0,11.0,5.0,7.0,4.6,2.0,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,단순설치,시설없음,유,시설없음,10.20203081677822,2.0638752332594787,1.5174559065952806,49.7,15.1
S010000620-2023,서울특별시 은평구,S010000620,예일디자인고등학교,무,유,시설없음,10.3,8.137383177570094,0,0,0,1.2214953271028035,11.0,10.0,12.0,6.0,6.0,5.0,2.0,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,단순설치,시설없음,유,시설없음,10.352032836386979,2.100037893084135,1.5841352507226438,52.1,15.1
S010000620-2024,서울특별시 은평구,S010000620,예일디자인고등학교,무,유,시설없음,9.9,9.936065573770492,0,0,0,1.3295081967213116,31.0,31.0,35.0,34.0,34.0,25.0,23.0,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,시설없음,유,시설없음,12.06519107629299,2.142404548474028,1.7219465252057768,213.1,17.1
S010000622-2021,서울특별시 강서구,S010000622,덕원예술고등학교,무,무,무,17.700000000000003,9.330769230769231,0,1,0,13.433333333333334,3.0,3.0,3.0,0.0,3.0,2.0,2.0,적정설치,단순설치,단순설치,단순설치,적정설치,미설치,미설치,미설치,미설치,단순설치,단순설치,무,시설없음,시설없음,8.992963728576402,1.2988695901422638,2.7070004529209166,16.1,9.1
S010000622-2022,서울특별시 강서구,S010000622,덕원예술고등학교,무,무,무,18.200000000000003,6.660283687943262,0,1,0,13.929787234042552,12.0,6.0,3.0,0.0,3.0,2.0,1.0,적정설치,단순설치,단순설치,단순설치,적정설치,미설치,미설치,미설치,미설치,단순설치,단순설치,무,시설없음,시설없음,9.29720743358377,1.3170147568684936,2.4723845353068175,27.1,9.1
S010000622-2023,서울특별시 강서구,S010000622,덕원예술고등학교,무,무,무,19.200000000000003,4.935924006908463,0,1,0,13.571502590673576,12.0,6.0,3.0,1.0,2.0,2.0,1.0,적정설치,단순설치,단순설치,단순설치,적정설치,미설치,미설치,미설치,미설치,단순설치,단순설치,무,시설없음,시설없음,9.077117677211204,1.3039860982899931,2.265323437512752,27.1,9.1
S010000622-2024,서울특별시 강서구,S010000622,덕원예술고등학교,무,무,무,19.6,6.012162162162162,0,1,0,13.275675675675672,10.0,10.0,5.0,3.0,2.0,3.0,2.0,적정설치,단순설치,단순설치,단순설치,적정설치,미설치,미설치,미설치,미설치,단순설치,단순설치,무,시설없음,시설없음,9.46386786562628,1.2929667320943539,2.4044255895373023,35.1,9.1
S010000625-2021,서울특별시 종로구,S010000625,서울예술고등학교,무,유,유,24.6,4.262812210915818,1,1,1,16.566234967622574,6.0,2.0,8.0,2.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유,14.9362838980235,5.403683292901275,3.1750876822698713,26.1,22.1
S010000625-2022,서울특별시 종로구,S010000625,서울예술고등학교,무,유,유,22.5,4.278272980501392,1,1,0,16.627390900649957,3.0,1.0,8.0,3.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유,14.674983477189901,5.405525694887333,3.1731603587138313,20.1,22.1
S010000625-2023,서울특별시 종로구,S010000625,서울예술고등학교,유,유,유,22.200000000000003,3.9175046554934823,1,1,0,16.673556797020485,8.0,2.0,14.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유,16.199605526424136,6.406912019575898,3.110823032985695,36.1,22.1
S010000625-2024,서울특별시 종로구,S010000625,서울예술고등학교,유,유,유,22.6,4.160434372049102,0,1,0,16.90830972615675,8.0,2.0,14.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유,15.249604209230986,6.413902600428448,2.1538311349399963,36.1,22.1
S010000626-2021,서울특별시 광진구,S010000626,선화예술고등학교,무,무,시설없음,21.9,6.101846722068329,0,1,0,5.086149584487535,8.0,7.0,7.0,3.0,3.0,1.0,2.0,단순설치,적정설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,유,시설없음,무,9.87908113002627,1.8132605387976302,2.4203383585206475,31.1,9.1
S010000626-2022,서울특별시 광진구,S010000626,선화예술고등학교,무,무,시설없음,22.4,6.057836846929423,0,1,0,5.049587534372136,10.0,8.0,10.0,4.0,3.0,2.0,3.0,단순설치,적정설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,유,시설없음,무,10.125704023856716,1.8096532817948097,2.416399994226579,40.1,9.1
S010000626-2023,서울특별시 광진구,S010000626,선화예술고등학교,무,무,시설없음,23.6,6.235531135531135,0,1,0,5.045054945054945,14.0,6.0,8.0,6.0,3.0,2.0,4.0,단순설치,적정설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,유,시설없음,무,10.220248651748143,1.809204272369163,2.4392469687464735,43.1,9.1
S010000626-2024,서울특별시 광진구,S010000626,선화예술고등학교,무,무,시설없음,23.5,6.674074074074073,0,1,0,5.1,14.0,10.0,11.0,5.0,5.0,3.0,4.0,단순설치,적정설치,단순설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,유,시설없음,무,10.462670988623708,1.8146202698651401,2.4866113564764416,52.1,9.1
S010000627-2021,서울특별시 광진구,S010000627,선화예술중학교,무,무,무,22.8,1.5814814814814817,0,0,1,3.988888888888889,10.0,10.0,19.0,7.0,5.0,6.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,시설없음,시설없음,무,8.087257211758867,0.6917563590790069,0.4771914647591947,59.1,17.1
S010000627-2022,서울특별시 광진구,S010000627,선화예술중학교,무,무,무,22.8,0.1,0,0,1,0.1,8.0,8.0,5.0,4.0,1.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,시설없음,시설없음,무,3.56808395505348,-1.1512925464970227,-1.4554715382978118,28.1,17.1
S010000627-2023,서울특별시 광진구,S010000627,선화예술중학교,무,무,무,22.8,0.1,0,0,1,0.1,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,시설없음,시설없음,무,3.56808395505348,-1.1512925464970227,-1.4554715382978118,28.1,17.1
S010000627-2024,서울특별시 광진구,S010000627,선화예술중학교,무,무,무,22.8,0.1,0,0,1,0.1,10.0,10.0,11.0,6.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,시설없음,시설없음,무,4.084587379736153,-1.1512925464970227,-1.4554715382978118,47.1,17.1
S010000628-2021,서울특별시 강서구,S010000628,경복비즈니스고등학교,유,유,유,11.2,9.669377990430622,0,0,0,1.535406698564593,8.0,6.0,10.0,1.0,2.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,유,유,유,14.106812569367374,6.2143976480755,1.7090704775466263,30.1,16.1
S010000628-2022,서울특별시 강서구,S010000628,경복비즈니스고등학교,유,유,유,9.9,7.430827067669172,0,0,0,1.6037593984962406,9.0,8.0,14.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,유,유,유,14.173781557620146,6.2361752486277755,1.518572754869296,38.1,16.1
S010000628-2023,서울특별시 강서구,S010000628,경복비즈니스고등학교,유,유,유,9.0,4.995104895104895,0,0,0,1.9648018648018648,9.0,8.0,14.0,5.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,유,유,유,14.115820090335355,6.33769570403771,1.2357821171975245,43.1,16.1
S010000628-2024,서울특별시 강서구,S010000628,경복비즈니스고등학교,유,유,유,7.6,5.98235294117647,0,0,0,2.340896358543417,10.0,10.0,15.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,유,유,유,14.471684421358535,6.425266957613876,1.353577183663423,50.1,16.1
S010000629-2021,서울특별시 성북구,S010000629,고명외식고등학교,무,무,무,10.7,19.909069212410504,0,0,0,2.486634844868735,8.0,8.0,5.0,3.0,2.0,1.0,1.0,미설치,적정설치,미설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,시설없음,9.496775137324743,1.455465164248,2.2123349441343487,28.1,12.1
S010000629-2022,서울특별시 성북구,S010000629,고명외식고등학교,무,무,무,10.5,17.03548387096774,0,0,0,2.1161290322580646,8.0,8.0,7.0,3.0,4.0,1.0,1.0,미설치,적정설치,미설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,시설없음,9.439133409988706,1.3747942457324487,2.1022776815175925,32.1,12.1
S010000629-2023,서울특별시 성북구,S010000629,고명외식고등학교,무,무,무,9.9,16.50625,0,0,0,2.053125,16.0,8.0,13.0,5.0,5.0,4.0,1.0,미설치,적정설치,미설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,시설없음,9.883296018508776,1.359681511345419,2.077244105801341,52.1,12.1
S010000629-2024,서울특별시 성북구,S010000629,고명외식고등학교,무,무,무,9.3,20.140080160320643,0,0,0,2.104008016032064,10.0,10.0,11.0,7.0,3.0,3.0,2.0,미설치,적정설치,미설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,8.909339482204157,0.37192205238468845,2.2133990272141704,46.1,12.1
S010000630-2021,서울특별시 관악구,S010000630,서울관광고등학교,유,무,시설없음,11.6,9.567455621301775,0,0,1,3.354437869822485,8.0,8.0,5.0,2.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무,10.80865224826363,2.605142103203592,1.7034073647815025,30.1,22.1
S010000630-2022,서울특별시 관악구,S010000630,서울관광고등학교,유,무,시설없음,10.7,9.004109589041095,0,0,1,3.867123287671233,10.0,10.0,7.0,3.0,3.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무,11.144730130039612,2.676255447055526,1.6568889529581903,41.1,22.1
S010000630-2023,서울특별시 관악구,S010000630,서울관광고등학교,무,무,시설없음,9.3,9.933024118738404,0,0,1,4.181632653061224,13.0,13.0,28.0,7.0,2.0,8.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,무,11.83495022216169,2.7153508785671137,1.718606202768826,74.1,22.1
S010000630-2024,서울특별시 관악구,S010000630,서울관광고등학교,무,무,시설없음,9.4,10.317391304347826,0,0,1,4.230434782608695,10.0,10.0,11.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유,11.39326009288031,2.7211523866314047,1.7457171477225955,46.1,22.1
S010000631-2021,서울특별시 관악구,S010000631,광신방송예술고등학교,무,무,시설없음,9.4,11.509395973154362,0,0,0,3.12013422818792,6.0,9.0,8.0,3.0,2.0,2.0,1.0,미설치,적정설치,적정설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,7.457636474796456,0.56893801137554,1.8222501045054473,31.1,5.1
S010000631-2022,서울특별시 관악구,S010000631,광신방송예술고등학교,무,무,시설없음,10.2,11.81171171171171,0,0,0,2.8027027027027027,8.0,9.0,9.0,4.0,2.0,2.0,2.0,미설치,적정설치,적정설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,시설없음,시설없음,시설없음,7.575308982414371,0.5152921012956286,1.8444834760496267,36.1,5.1
S010000631-2023,서울특별시 관악구,S010000631,광신방송예술고등학교,무,무,시설없음,9.7,8.616483516483516,0,0,0,2.5725274725274727,8.0,8.0,8.0,5.0,2.0,1.0,1.0,미설치,적정설치,적정설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,유,무,시설없음,8.222398490082789,1.4724444339900076,1.621180233979485,33.1,5.1
S010000631-2024,서울특별시 관악구,S010000631,광신방송예술고등학교,무,무,시설없음,9.6,8.169164265129682,1,0,0,2.6936599423631127,13.0,10.0,10.0,10.0,2.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,시설없음,무,시설없음,10.081233192642753,0.4954504211208393,2.583344782280571,52.1,21.1
S010000632-2021,서울특별시 구로구,S010000632,예림디자인고등학교,유,유,시설없음,11.9,17.526273458445043,0,0,0,1.9766756032171584,8.0,8.0,12.0,6.0,4.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,시설없음,시설없음,11.280711639576685,2.340708222675895,2.128417686874893,41.1,22.1
