key,지역,정보공시 학교코드,학교명,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y,s1,s2,s3,s4
S000003511-2021,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.8,2.705863192182411,0,1,0,2.2172638436482086,4.6,2.0,11.5,4.0,4.0,2.0,1.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무,8.681263145010895,0.39813696643335433,1.8460787767655045,29.6,21.1
S000003511-2022,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.8,4.518985270049099,0,1,0,2.227659574468085,12.0,11.0,8.0,10.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무,9.588618622264717,0.4004757580832163,2.20508532648982,51.1,21.1
S000003511-2023,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.200000000000003,5.0019607843137255,0,1,0,2.224183006535948,10.0,10.0,14.0,4.0,6.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무,9.657378876396987,0.3996948300572123,2.274626508648095,51.1,21.1
S000003511-2024,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.200000000000003,4.854098360655737,0,1,0,2.2311475409836063,10.0,8.0,5.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무,9.262354067301546,0.4012580227420545,2.253621873605651,35.1,21.1
S000003514-2021,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.3,2.66,1,0,1,4.26,14.0,8.3,17.7,6.0,3.3,1.0,3.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음,9.617114796758223,0.7246345801406395,1.8060684222414403,54.1,22.1
S000003514-2022,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.7,8.127923211169284,0,0,1,4.637521815008725,19.0,9.0,18.0,7.3,5.0,1.3,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음,9.579495311985475,0.7670900659837488,1.5896932524329277,61.99999999999999,22.1
S000003514-2023,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.5,8.003780068728522,0,0,1,4.567353951890034,5.3,3.0,17.0,3.0,3.0,2.0,0.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음,9.959462258607934,1.7594670166278972,1.5780571088401685,34.0,22.1
S000003514-2024,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.6,13.159033989266549,0,0,1,4.751162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음,4.498713426192653,1.779194693065007,1.926526217597985,0.1,22.1
S000003540-2021,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.8,6.872009029345373,0,0,0,8.45214446952596,10.0,8.0,5.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,시설없음,무,8.718751395755085,1.067210096273691,1.468196855736148,30.1,16.1
S000003540-2022,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.8,6.49269406392694,0,1,0,8.547488584474886,9.0,9.0,5.0,3.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,시설없음,무,9.748945650538367,1.0728187534953912,2.4284515949165884,32.1,16.1
S000003540-2023,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.2,8.109153318077803,0,1,0,8.566819221967963,8.0,8.0,5.0,5.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,무,시설없음,무,10.12473891081212,1.073948255543164,2.581214810067955,32.1,20.1
S000003540-2024,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.8,7.439449541284404,1,1,0,8.586238532110093,8.0,8.0,5.0,5.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,무,시설없음,무,11.068391329179502,1.0750803754670335,3.5237351085114663,32.1,20.1
S000003542-2021,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,3.769724770642202,0,0,0,8.127522935779817,15.0,8.0,31.0,10.0,0.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,9.420164414508976,1.0476280975944214,1.0559814952353814,68.1,22.1
S000003542-2022,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,15.0,10.0,17.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,4.521721260461946,-1.1512925464970227,-1.4847294654226044,58.1,22.1
S000003542-2023,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,10.0,10.0,10.0,10.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,4.353414631404554,-1.1512925464970227,-1.4847294654226044,49.1,22.1
S000003542-2024,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,10.0,10.0,10.0,5.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음,4.199603337292416,-1.1512925464970227,-1.4847294654226044,42.1,22.1
S000003545-2021,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.4,23.62941176470588,0,0,0,29.51176470588236,10.0,10.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무,10.82742249869671,1.6923944937169957,2.2305681499473744,45.1,22.1
S000003545-2022,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.7000000000000002,29.729629629629628,0,0,0,37.13703703703704,6.0,6.0,6.0,3.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,13.674655507910279,4.807307387262775,2.40103233794635,29.1,22.1
S000003545-2023,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.8,0.1,0,0,0,0.1,6.0,6.0,6.0,4.0,2.0,4.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,6.732603004353406,1.8487074535029773,-1.5824202318507257,29.1,22.1
S000003545-2024,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,2.0,22.63521126760564,0,0,0,28.269014084507045,10.0,10.0,10.0,11.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,13.858054992885082,4.670883148062066,2.2183120591875936,48.1,22.1
S000003553-2021,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.3000000000000003,11.13448275862069,0,0,0,10.444827586206896,13.0,11.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,유,시설없음,10.865025742187383,2.173053444023359,1.7286782495911839,50.1,21.1
S000003553-2022,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.4,0.1,0,0,0,0.1,13.0,11.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,무,시설없음,4.243965373847681,-1.1512925464970227,-1.5680361282281368,50.1,21.1
S000003553-2023,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.3000000000000003,0.1,0,0,0,0.1,8.0,8.0,5.0,5.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,무,시설없음,3.827349667418939,-1.1512925464970227,-1.5701641089490765,33.1,21.1
S000003553-2024,서울특별시 마포구,S000003553,한국우진학교,시설없음,시설없음,시설없음,2.5,10.91081081081081,0,0,0,10.235135135135137,8.0,8.0,5.0,5.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,시설없음,시설없음,9.430361951240778,1.1629132111317624,1.7186424172439771,33.1,21.1
S000003561-2021,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,시설없음,시설없음,시설없음,11.7,15.023291492329149,1,0,0,4.841980474198047,7.0,12.0,18.0,6.0,6.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,시설없음,시설없음,10.931076010175122,0.7886619129587468,3.0197006761640175,56.1,22.1
S000003561-2022,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,9.8,8.985754583921015,1,0,0,4.895486600846263,8.0,9.0,19.0,5.0,5.0,3.0,6.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,무,11.549951632889819,1.7941568393867346,2.6510674688205085,55.1,22.1
S000003561-2023,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,10.7,6.451550960118168,1,0,0,5.122156573116691,11.0,12.0,12.0,7.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,무,11.188174967232081,1.8167877780280282,2.4235365796579735,47.1,22.1
S000003561-2024,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,11.0,6.710407876230661,0,1,0,4.8819971870604775,13.0,8.0,23.0,5.0,3.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무,10.402977048735618,0.7927771978923553,2.4524565784616894,58.1,22.1
S000003562-2021,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.7,4.050617283950617,1,0,1,12.198765432098766,16.0,5.0,9.0,3.0,3.0,5.0,3.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,미설치,단순설치,무,시설없음,시설없음,8.753742349436578,1.250667376264239,2.0873746509892586,44.1,5.1
S000003562-2022,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.299999999999999,16.35615763546798,1,0,0,10.198522167487685,16.0,5.0,9.0,3.0,3.0,5.0,3.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,시설없음,시설없음,10.50282253108459,1.1611214121264393,3.062035883902654,44.1,12.1
S000003562-2023,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.299999999999999,21.923204419889505,1,0,0,5.624861878453038,16.0,18.0,18.0,10.0,8.0,3.0,6.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,시설없음,시설없음,10.994611246444094,0.8635981964236621,3.2670947226441274,79.1,12.1
S000003562-2024,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,6.8,25.17462686567164,0,0,0,8.458208955223881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,무,무,3.6121208439211583,1.0675687218923038,2.3539317624202045,0.1,12.1
S000003563-2021,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.400000000000002,2.6518341307814994,0,0,0,0.5784688995215311,4.0,0.0,4.0,0.0,1.0,0.0,0.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,시설없음,무,무,5.535948572872086,-0.27368524717203196,0.8225401345308968,9.1,16.1
S000003563-2022,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,17.1,4.286795491143317,0,1,0,0.5830917874396135,4.0,4.0,4.0,4.0,4.0,4.0,4.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,시설없음,무,무,8.065974267882037,-0.2697053325809416,2.1608315606146644,28.1,17.1
S000003563-2023,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.200000000000003,4.667699836867863,0,1,0,0.5893964110929852,12.0,11.0,8.0,10.0,4.0,2.0,2.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,무,무,무,8.686326398570117,-0.2643281488913085,2.217717049152336,49.1,17.1
S000003563-2024,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.1,4.973949579831933,0,1,0,0.6042016806722689,14.0,15.0,10.0,8.0,4.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,9.150349020602533,-0.2519236141922642,2.261890909609126,57.1,22.1
S000003610-2021,서울특별시 종로구,S000003610,서울맹학교,유,유,시설없음,1.7000000000000002,15.33809523809524,0,0,1,32.48095238095238,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,유,13.582555919083683,4.740326918468625,1.9377691455827195,45.1,22.1
S000003610-2022,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.7000000000000002,14.645454545454545,0,0,1,31.009090909090908,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,10.05390981789882,1.7171402083131146,1.9054224247222988,28.1,22.1
S000003610-2023,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.6,0.1,0,0,1,0.1,5.0,5.0,6.0,7.0,2.0,7.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,3.9422685437319744,-1.1512925464970227,-1.588309383633545,36.1,22.1
S000003610-2024,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.7000000000000002,0.1,0,0,0,0.1,10.0,10.0,11.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,4.189819859486564,-1.1512925464970227,-1.5852781525427233,46.1,22.1
S000005401-2021,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,12.9,7.87988614800759,0,1,0,9.397912713472484,10.0,10.0,10.0,5.0,5.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,10.552225196512191,1.120243806430285,2.5728807844484978,43.1,22.1
S000005401-2022,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,12.3,6.183650190114068,0,1,0,9.415589353612168,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,9.9533466466387,1.121183378726728,2.4008160830485648,28.1,22.1
S000005401-2023,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,5.199999999999999,6.0273422562141485,0,1,0,9.469024856596558,8.0,8.0,5.0,5.0,4.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,10.028293846997006,1.1240129650238588,2.339847243313469,32.1,22.1
S000005401-2024,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,3.8,7.04980694980695,1,1,1,9.55945945945946,11.0,10.0,17.0,8.0,2.0,1.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,11.630370345302028,1.1287655917836052,3.433850216746822,53.1,22.1
S000005402-2021,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,3.188803088803089,0,0,0,3.767953667953668,12.0,8.6,19.3,4.4,2.0,3.0,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,8.594309883574473,0.6632660302239388,0.8823012960675066,52.10000000000001,22.1
S000005402-2022,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,0.1,0,0,0,0.1,14.0,10.0,15.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,4.393859031468802,-1.1512925464970227,-1.5412602164103186,54.1,22.1
S000005402-2023,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,0.1,0,0,0,0.1,9.0,7.0,8.0,10.0,2.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,4.143072586304701,-1.1512925464970227,-1.5412602164103186,42.1,22.1
S000005402-2024,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,3.188803088803089,0,0,0,3.961003861003861,9.0,7.0,8.0,6.0,4.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무,8.357503985600802,0.6882487466970646,0.8823012960675066,40.1,22.1
S010000370-2021,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.1,8.60546780072904,0,0,0,1.5580801944106926,11.0,12.0,12.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,무,시설없음,9.549876555394395,1.2217272093940001,1.6353090659191587,50.1,16.1
S010000370-2022,서울특별시 송파구,S010000370,가락고등학교,유,무,무,12.7,6.304379562043796,0,0,0,1.5598540145985402,12.0,12.0,12.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무,9.686989967525424,1.2222961182484886,1.415951291993908,52.1,22.1
S010000370-2023,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.1,5.184745762711865,0,0,0,1.664537157757497,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음,9.439868582348016,1.2547735507295246,1.2806351765861521,45.1,22.1
S010000370-2024,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.9,5.32875816993464,0,0,0,1.6686274509803922,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음,9.463237754060174,1.2560007014275014,1.3027771976003328,45.1,22.1
S010000371-2021,서울특별시 강동구,S010000371,강동고등학교,유,유,무,13.5,13.728899835796389,1,0,0,1.90623973727422,2.0,2.0,2.0,1.0,0.0,1.0,3.0,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,유,무,유,12.00583346690853,4.322566288817047,2.9637866459259823,11.1,10.1
S010000371-2022,서울특별시 강동구,S010000371,강동고등학교,유,유,유,12.9,8.543708609271523,1,0,0,1.7556291390728478,4.0,4.0,2.0,2.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유,13.335905697024266,5.281413638240028,2.6294979894096975,16.1,14.1
S010000371-2023,서울특별시 강동구,S010000371,강동고등학교,유,유,유,14.1,4.978048780487804,1,0,0,1.726016260162602,10.0,8.0,16.0,5.0,1.0,1.0,2.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유,13.93844114320947,5.272908006668397,2.25583534204725,43.1,14.1
S010000371-2024,서울특별시 강동구,S010000371,강동고등학교,유,유,유,13.9,4.564285714285714,0,0,0,1.588095238095238,10.0,10.0,10.0,7.0,3.0,5.0,2.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유,12.924093329970194,5.231267667319105,1.1943778642445935,47.1,14.1
S010000372-2021,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.1,6.018367346938775,0,0,0,1.0183673469387755,10.0,10.0,12.4,2.0,1.6,2.0,2.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,무,7.223984747715514,1.0091003523234232,1.3921059495884667,40.1,3.1
S010000372-2022,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.6,5.179681274900398,0,0,0,1.693625498007968,10.0,11.0,12.4,2.6,2.0,2.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음,7.399529993927982,1.2634357481164802,1.288684012818212,41.1,3.1
S010000372-2023,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.0,5.543548387096774,0,0,0,1.7129032258064516,8.0,8.0,8.5,2.0,3.5,1.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음,7.203599872731042,1.2690948618813733,1.3342468692225982,32.1,3.1
S010000372-2024,서울특별시 양천구,S010000372,강서고등학교,무,무,무,14.7,5.425443786982249,0,0,0,1.677909270216963,8.0,7.0,14.0,3.0,3.0,1.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음,7.321955514081999,1.2587742681953278,1.3181621647821817,37.1,3.1
S010000373-2021,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,11.8,10.228617363344052,0,0,0,2.8331189710610936,10.0,10.0,10.0,6.0,4.0,3.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음,10.874328135550272,2.5206891073467252,1.751037567585231,43.1,17.1
S010000373-2022,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,11.7,6.953582554517133,0,0,0,2.74797507788162,15.0,10.0,16.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음,10.852105772259268,2.505432152567353,1.4804593436546507,56.1,17.1
S010000373-2023,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,12.0,6.516275430359936,0,0,0,2.7604068857589983,10.0,8.0,12.0,2.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음,10.423239195539999,2.5076890456199483,1.43625740427878,38.1,17.1
S010000373-2024,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,12.9,5.727705627705627,0,0,0,2.5531024531024533,12.0,8.0,17.0,4.0,4.0,3.0,2.0,단순설치,적정설치,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,미설치,유,무,시설없음,10.304869763399434,2.468654633964527,1.3495818911369815,50.1,13.1
S010000374-2021,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.6,12.796850393700788,0,0,1,1.5763779527559056,10.0,5.0,4.0,2.0,2.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음,12.317355774055166,4.227564890211265,1.9149428439955865,28.1,17.1
S010000374-2022,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.7,9.09100899100899,1,0,1,1.7983016983016984,4.0,5.0,6.0,1.0,2.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음,12.85774278642129,4.293421359290719,2.6759699231399354,21.1,17.1
S010000374-2023,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.4,5.690062111801242,1,0,1,1.859834368530021,7.0,5.0,12.0,4.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음,13.054390861445263,4.310243717291295,2.3468675501735334,35.1,17.1
S010000374-2024,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.8,5.47525354969574,1,0,0,1.8241379310344827,10.0,10.0,10.0,10.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음,13.31330565813192,4.30055375443889,2.3214004391620433,47.1,17.1
S010000375-2021,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.9,10.826643598615917,0,0,0,1.4840830449826992,10.0,10.0,10.0,5.0,5.0,5.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,14.845659800528356,6.197398551705201,1.795268432735751,47.1,20.1
S010000375-2022,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.3,5.0954586739327885,0,0,0,1.5532243415077205,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,14.295093300853742,6.220166495298164,1.2653247439819137,45.1,20.1
S010000375-2023,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.9,12.494366197183098,0,0,0,1.6023474178403756,10.0,10.0,10.0,1.0,1.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,14.745627482288077,6.235734845101618,1.8955558525080392,37.1,20.1
S010000375-2024,서울특별시 강남구,S010000375,경기고등학교,유,유,유,13.1,5.556255879586077,0,0,0,1.6051740357478834,10.0,10.0,10.0,7.0,6.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유,14.460272688402412,6.236616092095636,1.3290777464412715,49.1,20.1
