key,지역,정보공시 학교코드,학교명,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
S010000752-2022,서울특별시 강남구,S010000752,서울도성초등학교,무,무,시설없음,23.400000000000002,3.2779661016949153,0,0,0,0.2059322033898305,11.0,9.0,19.0,4.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,유,무,시설없음
S010000752-2023,서울특별시 강남구,S010000752,서울도성초등학교,무,무,시설없음,23.5,3.3082653616095707,0,0,0,0.2087547580206634,20.0,18.0,8.0,10.0,7.0,0.0,6.0,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,무,시설없음
S010000752-2024,서울특별시 강남구,S010000752,서울도성초등학교,무,무,시설없음,24.5,3.3686980609418287,0,0,0,0.21080332409972302,12.0,11.0,10.0,5.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,무,시설없음
S010000753-2021,서울특별시 서초구,S010000753,서울반원초등학교,유,무,시설없음,24.0,1.3012012012012013,0,0,0,0.32522522522522523,10.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000753-2022,서울특별시 서초구,S010000753,서울반원초등학교,유,무,시설없음,22.6,3.7737692872887583,0,0,0,0.3204261572373255,10.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000753-2023,서울특별시 서초구,S010000753,서울반원초등학교,유,무,시설없음,22.5,0.1,0,0,0,0.1,12.0,11.0,8.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000753-2024,서울특별시 서초구,S010000753,서울반원초등학교,유,무,시설없음,22.0,3.982783882783883,0,0,0,0.31978021978021975,12.0,11.0,8.0,5.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,무,시설없음
S010000754-2021,서울특별시 서초구,S010000754,서울반포초등학교,무,무,시설없음,19.700000000000003,2.0536019536019534,0,0,0,1.0768009768009768,12.7,11.2,8.3,5.0,5.2,2.2,2.0,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,단순설치,미설치,무,시설없음,무
S010000754-2022,서울특별시 서초구,S010000754,서울반포초등학교,무,무,시설없음,11.4,1.2780104712041886,0,0,0,1.1471204188481676,13.0,11.0,6.0,2.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,단순설치,미설치,무,시설없음,무
S010000755-2021,서울특별시 서초구,S010000755,서울방배초등학교,유,유,시설없음,19.8,1.869911504424779,0,0,0,1.2061946902654868,10.0,9.0,3.0,3.0,2.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유
S010000755-2022,서울특별시 서초구,S010000755,서울방배초등학교,유,유,시설없음,20.6,7.982882882882882,0,0,0,1.2261261261261263,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000755-2023,서울특별시 서초구,S010000755,서울방배초등학교,유,유,시설없음,19.5,4.048896631823461,0,0,0,1.2614401858304298,12.0,11.0,8.0,6.0,4.0,0.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000755-2024,서울특별시 서초구,S010000755,서울방배초등학교,유,유,시설없음,16.8,0.1,0,0,0,0.1,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000756-2021,서울특별시 서초구,S010000756,서울방일초등학교,무,유,시설없음,23.3,1.9327605956471938,0,0,0,0.7872852233676976,11.0,10.0,7.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000756-2022,서울특별시 서초구,S010000756,서울방일초등학교,무,무,시설없음,21.900000000000002,2.307505518763797,0,0,0,0.5415011037527594,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S010000756-2023,서울특별시 서초구,S010000756,서울방일초등학교,무,무,시설없음,20.700000000000003,4.083656792645557,0,0,0,0.30429009193054135,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000756-2024,서울특별시 서초구,S010000756,서울방일초등학교,무,무,시설없음,20.1,4.650155118924508,0,0,0,0.3068252326783868,12.0,12.0,8.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000757-2021,서울특별시 서초구,S010000757,서울방현초등학교,무,무,시설없음,18.5,4.919277108433735,0,0,0,1.304819277108434,12.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,무,무,시설없음
S010000757-2022,서울특별시 서초구,S010000757,서울방현초등학교,무,무,시설없음,15.0,3.5013605442176874,0,0,0,1.8006802721088437,10.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,유,무,시설없음
S010000757-2023,서울특별시 서초구,S010000757,서울방현초등학교,무,무,시설없음,12.299999999999999,5.539330543933055,0,0,0,2.610460251046025,10.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,유,무,시설없음
S010000757-2024,서울특별시 서초구,S010000757,서울방현초등학교,무,무,시설없음,11.9,5.869230769230769,0,0,0,3.4653846153846155,12.0,11.0,11.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,유,무,시설없음
S010000758-2021,서울특별시 강남구,S010000758,서울봉은초등학교,유,유,유,18.8,3.07951582867784,0,0,1,3.07951582867784,15.0,13.0,8.0,4.0,3.0,1.0,3.0,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,유
S010000758-2022,서울특별시 강남구,S010000758,서울봉은초등학교,유,유,유,18.200000000000003,4.843083003952568,0,0,0,2.6691699604743087,12.0,11.0,8.0,5.0,5.0,2.0,2.0,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,시설없음
S010000758-2023,서울특별시 강남구,S010000758,서울봉은초등학교,유,유,유,16.5,4.803476482617587,0,0,0,2.962985685071575,12.0,11.0,8.0,6.0,4.0,2.0,2.0,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,단순설치,유,유,시설없음
S010000758-2024,서울특별시 강남구,S010000758,서울봉은초등학교,유,유,유,17.1,4.903493449781659,0,0,0,3.156768558951965,12.0,11.0,8.0,5.0,5.0,2.0,2.0,단순설치,단순설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,단순설치,유,유,시설없음
S010000759-2021,서울특별시 강남구,S010000759,서울삼릉초등학교,무,무,시설없음,22.200000000000003,2.972531418312388,0,0,1,1.1771992818671455,10.0,9.0,3.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,무
S010000759-2022,서울특별시 강남구,S010000759,서울삼릉초등학교,무,무,시설없음,19.700000000000003,4.455400696864111,0,0,0,1.145296167247387,12.0,11.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,무
S010000759-2023,서울특별시 강남구,S010000759,서울삼릉초등학교,무,무,시설없음,20.0,4.447826086956521,0,0,0,1.2342155009451798,10.0,9.0,3.0,5.0,5.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,무
S010000759-2024,서울특별시 강남구,S010000759,서울삼릉초등학교,무,무,시설없음,18.8,4.3910447761194025,0,0,0,1.2194029850746269,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,무
S010000760-2021,서울특별시 서초구,S010000760,서울서래초등학교,시설없음,시설없음,시설없음,28.200000000000003,1.2764705882352942,0,0,0,0.17352941176470588,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,시설없음,시설없음,시설없음
S010000760-2022,서울특별시 서초구,S010000760,서울서래초등학교,유,무,시설없음,25.5,3.365602322206096,0,0,0,0.1725689404934688,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000760-2023,서울특별시 서초구,S010000760,서울서래초등학교,무,무,시설없음,22.400000000000002,3.4503277494537508,0,0,0,0.24566642388929352,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000760-2024,서울특별시 서초구,S010000760,서울서래초등학교,무,무,시설없음,21.400000000000002,3.9893044128646222,0,0,0,0.24958863126402395,16.0,14.0,5.0,4.0,4.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000761-2021,서울특별시 서초구,S010000761,서울서원초등학교,유,유,무,22.5,1.3490241998438721,0,0,0,0.568384074941452,12.9,10.6,11.6,5.8,6.0,2.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000761-2022,서울특별시 서초구,S010000761,서울서원초등학교,무,무,무,22.200000000000003,2.5517087667161964,0,0,0,0.5457652303120356,12.9,10.6,11.6,5.9,5.9,2.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000761-2023,서울특별시 서초구,S010000761,서울서원초등학교,무,무,무,23.400000000000002,2.3965879265091865,0,0,0,0.49370078740157475,12.9,10.6,11.6,5.9,5.9,2.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000761-2024,서울특별시 서초구,S010000761,서울서원초등학교,무,무,무,25.0,3.5368803701255787,0,0,0,0.4965631196298744,12.9,10.6,11.6,7.0,6.8,2.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000762-2021,서울특별시 서초구,S010000762,서울서이초등학교,무,무,시설없음,24.6,1.7563146997929608,0,0,0,0.6175983436853002,14.2,6.7,14.7,2.5,4.0,3.0,2.5,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,유,무,시설없음
S010000762-2022,서울특별시 서초구,S010000762,서울서이초등학교,무,무,시설없음,27.1,4.176322636600173,0,0,0,0.5336513443191674,14.2,7.0,15.0,3.0,4.0,3.0,2.5,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,유,무,시설없음
S010000762-2023,서울특별시 서초구,S010000762,서울서이초등학교,무,무,시설없음,25.5,3.3867132867132868,0,0,0,0.23986013986013988,8.0,8.0,19.0,4.0,4.0,2.0,2.0,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,무,무,시설없음
S010000762-2024,서울특별시 서초구,S010000762,서울서이초등학교,무,무,시설없음,22.8,3.468421052631579,0,0,0,0.3807017543859649,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,무,무,시설없음
S010000763-2021,서울특별시 서초구,S010000763,서울서일초등학교,유,유,시설없음,20.0,3.0197080291970804,0,0,0,1.0124087591240876,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,유,시설없음,유
S010000763-2022,서울특별시 서초구,S010000763,서울서일초등학교,유,유,시설없음,19.700000000000003,4.401075268817205,0,0,0,0.9960573476702508,8.0,7.0,5.0,2.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,유,시설없음,유
S010000763-2023,서울특별시 서초구,S010000763,서울서일초등학교,무,무,시설없음,18.5,4.297080291970802,0,0,0,1.0124087591240876,10.0,9.0,3.0,3.0,2.0,0.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,유,시설없음,무
S010000763-2024,서울특별시 서초구,S010000763,서울서일초등학교,무,무,시설없음,17.400000000000002,0.1,0,0,0,0.1,25.0,18.0,16.0,10.0,4.0,5.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,유,시설없음,무
S010000764-2021,서울특별시 서초구,S010000764,서울서초초등학교,유,유,시설없음,25.700000000000003,1.5760147601476016,0,0,0,0.5612546125461254,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,무,시설없음
S010000764-2022,서울특별시 서초구,S010000764,서울서초초등학교,유,유,시설없음,22.6,1.775977653631285,0,0,0,0.5655493482309125,10.0,9.0,3.0,5.0,5.0,0.0,1.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,무,시설없음
S010000764-2023,서울특별시 서초구,S010000764,서울서초초등학교,유,유,시설없음,22.400000000000002,1.8029328287606436,0,0,0,0.5730368968779564,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,무,시설없음
S010000764-2024,서울특별시 서초구,S010000764,서울서초초등학교,무,무,시설없음,20.3,2.144790652385589,0,0,0,0.5868549172346641,12.0,11.0,10.0,5.0,5.5,2.0,2.3,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,유,무,시설없음
S010000765-2021,서울특별시 강남구,S010000765,서울수서초등학교,유,무,시설없음,9.5,9.190909090909091,0,0,0,7.486363636363636,13.0,12.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,시설없음,유
S010000765-2022,서울특별시 강남구,S010000765,서울수서초등학교,유,무,시설없음,8.6,9.433333333333334,0,0,0,8.766666666666667,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,시설없음,유
S010000765-2023,서울특별시 강남구,S010000765,서울수서초등학교,유,무,시설없음,8.5,8.59673202614379,0,0,0,8.59673202614379,12.0,11.0,19.0,10.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,시설없음,유
S010000765-2024,서울특별시 강남구,S010000765,서울수서초등학교,유,무,시설없음,7.5,10.66338028169014,0,0,0,9.25492957746479,12.0,11.0,19.0,10.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,유,유
S010000766-2021,서울특별시 강남구,S010000766,서울신구초등학교,무,유,무,18.5,3.1534351145038166,0,0,0,1.8175572519083971,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,시설없음
S010000766-2022,서울특별시 강남구,S010000766,서울신구초등학교,무,유,무,17.5,4.52655935613682,0,0,0,1.9108651911468815,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,시설없음
S010000766-2023,서울특별시 강남구,S010000766,서울신구초등학교,무,유,무,17.400000000000002,5.655555555555555,0,0,0,1.9518518518518517,12.0,11.0,8.0,2.0,8.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,시설없음
S010000766-2024,서울특별시 강남구,S010000766,서울신구초등학교,무,무,무,16.5,5.893991416309012,0,0,0,2.0313304721030043,12.0,11.0,8.0,2.0,8.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,시설없음
S010000767-2021,서울특별시 서초구,S010000767,서울신동초등학교,무,무,시설없음,24.900000000000002,1.1899182561307902,0,0,0,0.23623978201634876,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무
S010000767-2022,서울특별시 서초구,S010000767,서울신동초등학교,무,무,시설없음,22.900000000000002,3.90952380952381,0,0,0,0.24652014652014653,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무
S010000767-2023,서울특별시 서초구,S010000767,서울신동초등학교,무,무,시설없음,19.200000000000003,3.931118060985145,0,0,0,0.25637216575449573,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무
S010000767-2024,서울특별시 서초구,S010000767,서울신동초등학교,무,무,시설없음,20.1,4.3096219931271476,0,0,0,0.27182130584192443,10.0,10.0,10.0,5.0,5.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무
S010000768-2021,서울특별시 서초구,S010000768,서울신중초등학교,무,무,시설없음,21.8,1.8241379310344827,0,0,0,0.5310344827586206,12.0,11.0,12.0,5.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S010000768-2022,서울특별시 서초구,S010000768,서울신중초등학교,무,무,시설없음,20.700000000000003,3.429752953813104,0,0,0,0.5296455424274973,12.0,11.0,12.0,5.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S010000768-2023,서울특별시 서초구,S010000768,서울신중초등학교,유,유,시설없음,19.0,4.280790960451977,0,0,0,0.5519774011299435,12.0,11.0,10.0,8.0,1.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000768-2024,서울특별시 서초구,S010000768,서울신중초등학교,무,무,시설없음,18.1,4.541776710684274,0,0,0,0.5801920768307323,12.0,11.4,8.5,10.0,2.0,2.2,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S010000769-2021,서울특별시 강남구,S010000769,서울압구정초등학교,무,무,시설없음,22.700000000000003,0.1,0,0,0,0.1,10.5,10.0,10.0,5.0,5.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,무,무,무
S010000769-2022,서울특별시 강남구,S010000769,서울압구정초등학교,무,무,시설없음,20.900000000000002,2.6693730729701954,0,0,0,0.5110996916752313,11.0,9.0,4.0,2.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,무,무,무
S010000769-2023,서울특별시 강남구,S010000769,서울압구정초등학교,무,무,시설없음,21.1,1.8486338797814208,0,0,0,0.5371584699453552,19.0,16.0,14.0,4.0,4.0,4.0,7.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,무,무
S010000769-2024,서울특별시 강남구,S010000769,서울압구정초등학교,무,무,시설없음,19.3,2.3041763341067285,0,0,0,0.5640371229698375,9.0,9.0,8.0,6.0,5.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,유,무,무
S010000770-2021,서울특별시 서초구,S010000770,서울양재초등학교,유,유,시설없음,18.400000000000002,2.6682182985553773,0,0,0,0.9025682182985553,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,시설없음
S010000770-2022,서울특별시 서초구,S010000770,서울양재초등학교,유,유,시설없음,18.3,4.273354735152488,0,0,0,1.3841091492776887,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,시설없음
S010000770-2023,서울특별시 서초구,S010000770,서울양재초등학교,유,유,시설없음,16.3,4.051890034364261,0,0,0,1.4745704467353953,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,시설없음
S010000770-2024,서울특별시 서초구,S010000770,서울양재초등학교,유,유,시설없음,15.0,4.6028142589118195,0,0,0,1.7885553470919326,12.0,11.0,8.0,10.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,유,유,시설없음
S010000771-2021,서울특별시 강남구,S010000771,서울양전초등학교,무,무,시설없음,18.900000000000002,3.0465930018416207,0,0,1,0.8366482504604051,10.0,8.0,5.0,6.0,6.0,2.0,2.0,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000771-2022,서울특별시 강남구,S010000771,서울양전초등학교,무,무,시설없음,18.3,4.540497335701598,0,0,0,0.8104795737122558,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000771-2023,서울특별시 강남구,S010000771,서울양전초등학교,무,무,시설없음,14.5,4.007637655417407,0,0,0,0.8104795737122558,10.0,10.0,10.0,5.0,5.0,4.0,2.0,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000771-2024,서울특별시 강남구,S010000771,서울양전초등학교,무,무,시설없음,13.799999999999999,5.075124378109453,0,0,0,3.333830845771144,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,단순설치,적정설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치,유,유,시설없음
S010000772-2021,서울특별시 서초구,S010000772,서울언남초등학교,무,무,무,21.5,1.4876843018213357,0,0,0,1.5744145706851693,10.0,10.0,14.0,6.0,4.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,무
S010000772-2022,서울특별시 서초구,S010000772,서울언남초등학교,무,무,무,19.200000000000003,2.023076923076923,0,0,0,1.5214046822742475,10.0,9.0,3.1,2.8,3.0,0.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,무
S010000772-2023,서울특별시 서초구,S010000772,서울언남초등학교,시설없음,시설없음,시설없음,18.700000000000003,4.030131004366813,0,0,0,1.5847161572052402,10.0,9.0,3.0,3.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,시설없음,시설없음
S010000772-2024,서울특별시 서초구,S010000772,서울언남초등학교,유,무,무,17.5,4.2392285983066795,0,0,0,1.6992474129821262,12.0,11.0,10.0,10.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,시설없음,유
S010000773-2021,서울특별시 강남구,S010000773,서울언북초등학교,무,무,시설없음,22.700000000000003,0.9443271767810025,0,0,0,0.416622691292876,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,무
S010000773-2022,서울특별시 강남구,S010000773,서울언북초등학교,무,무,시설없음,24.8,3.2874662344678556,0,0,0,0.42414910858995136,18.0,18.0,16.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,무
S010000773-2023,서울특별시 강남구,S010000773,서울언북초등학교,무,무,시설없음,21.6,3.390183387270766,0,0,0,0.4236245954692557,18.0,18.0,16.0,10.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,무
S010000773-2024,서울특별시 강남구,S010000773,서울언북초등학교,무,무,시설없음,20.900000000000002,3.7166365280289333,0,0,0,0.46166365280289334,19.0,18.0,15.0,11.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,유,유,무
S010000774-2021,서울특별시 강남구,S010000774,서울언주초등학교,유,유,유,23.8,1.0828009828009828,0,0,0,1.267076167076167,13.8,11.8,13.4,5.1,5.3,2.0,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
S010000774-2022,서울특별시 강남구,S010000774,서울언주초등학교,유,유,유,26.400000000000002,3.263771712158809,0,0,0,1.2786600496277916,14.0,12.0,14.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,시설없음
