key,지역,정보공시 학교코드,학교명,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
S000003511-2021,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.8,2.705863192182411,0,1,0,2.2172638436482086,4.6,2.0,11.5,4.0,4.0,2.0,1.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무
S000003511-2022,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.8,4.518985270049099,0,1,0,2.227659574468085,12.0,11.0,8.0,10.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무
S000003511-2023,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.200000000000003,5.0019607843137255,0,1,0,2.224183006535948,10.0,10.0,14.0,4.0,6.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무
S000003511-2024,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,무,무,무,19.200000000000003,4.854098360655737,0,1,0,2.2311475409836063,10.0,8.0,5.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,무,무,무
S000003514-2021,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.299999999999999,2.66,1,0,1,4.26,14.0,8.3,17.7,6.0,3.3,1.0,3.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S000003514-2022,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.7,8.127923211169284,0,0,1,4.637521815008725,19.0,9.0,18.0,7.3,5.0,1.3,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S000003514-2023,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.5,8.003780068728522,0,0,1,4.567353951890034,5.3,3.0,17.0,3.0,3.0,2.0,0.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S000003514-2024,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,무,무,무,11.6,13.159033989266547,0,0,1,4.751162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,시설없음
S000003540-2021,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.799999999999999,6.872009029345373,0,0,0,8.45214446952596,10.0,8.0,5.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,시설없음,무
S000003540-2022,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.799999999999999,6.49269406392694,0,1,0,8.547488584474886,9.0,9.0,5.0,3.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,시설없음,무
S000003540-2023,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.2,8.109153318077803,0,1,0,8.566819221967963,8.0,8.0,5.0,5.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,무,시설없음,무
S000003540-2024,서울특별시 강남구,S000003540,국립국악고등학교,무,무,무,10.799999999999999,7.439449541284404,1,1,0,8.586238532110093,8.0,8.0,5.0,5.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,무,시설없음,무
S000003542-2021,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,3.769724770642202,0,0,0,8.127522935779817,15.0,8.0,31.0,10.0,0.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음
S000003542-2022,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,15.0,10.0,17.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음
S000003542-2023,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,10.0,10.0,10.0,10.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음
S000003542-2024,서울특별시 강남구,S000003542,국립국악중학교,무,무,무,12.7,0.1,0,0,0,0.1,10.0,10.0,10.0,5.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,시설없음,시설없음
S000003545-2021,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.4000000000000001,23.629411764705882,0,0,0,29.511764705882356,10.0,10.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무
S000003545-2022,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.7000000000000002,29.729629629629628,0,0,0,37.13703703703704,6.0,6.0,6.0,3.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S000003545-2023,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,1.8,0.1,0,0,0,0.1,6.0,6.0,6.0,4.0,2.0,4.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S000003545-2024,서울특별시 종로구,S000003545,서울농학교,무,무,시설없음,2.0,22.635211267605637,0,0,0,28.269014084507045,10.0,10.0,10.0,11.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S000003553-2021,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.3000000000000003,11.13448275862069,0,0,0,10.444827586206896,13.0,11.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,유,시설없음
S000003553-2022,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.4,0.1,0,0,0,0.1,13.0,11.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,무,시설없음
S000003553-2023,서울특별시 마포구,S000003553,한국우진학교,무,무,시설없음,2.3000000000000003,0.1,0,0,0,0.1,8.0,8.0,5.0,5.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,무,시설없음
S000003553-2024,서울특별시 마포구,S000003553,한국우진학교,시설없음,시설없음,시설없음,2.5,10.91081081081081,0,0,0,10.235135135135135,8.0,8.0,5.0,5.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,시설없음,시설없음,시설없음
S000003561-2021,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,시설없음,시설없음,시설없음,11.7,15.023291492329149,1,0,0,4.841980474198047,7.0,12.0,18.0,6.0,6.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,시설없음,시설없음
S000003561-2022,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,9.799999999999999,8.985754583921015,1,0,0,4.8954866008462625,8.0,9.0,19.0,5.0,5.0,3.0,6.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,무
S000003561-2023,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,10.7,6.451550960118168,1,0,0,5.122156573116691,11.0,12.0,12.0,7.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,무,무
S000003561-2024,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,무,무,무,11.0,6.710407876230661,0,1,0,4.8819971870604775,13.0,8.0,23.0,5.0,3.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무
S000003562-2021,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.7,4.050617283950617,1,0,1,12.198765432098766,16.0,5.0,9.0,3.0,3.0,5.0,3.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,미설치,단순설치,무,시설없음,시설없음
S000003562-2022,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.299999999999999,16.35615763546798,1,0,0,10.198522167487685,16.0,5.0,9.0,3.0,3.0,5.0,3.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,시설없음,시설없음
S000003562-2023,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,8.299999999999999,21.923204419889505,1,0,0,5.624861878453038,16.0,18.0,18.0,10.0,8.0,3.0,6.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,시설없음,시설없음
S000003562-2024,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,무,무,시설없음,6.8,25.17462686567164,0,0,0,8.458208955223881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,단순설치,적정설치,적정설치,단순설치,단순설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,무,무,무
S000003563-2021,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.400000000000002,2.6518341307814994,0,0,0,0.5784688995215311,4.0,0.0,4.0,0.0,1.0,0.0,0.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,시설없음,무,무
S000003563-2022,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,17.1,4.286795491143317,0,1,0,0.5830917874396135,4.0,4.0,4.0,4.0,4.0,4.0,4.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,시설없음,무,무
S000003563-2023,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.200000000000003,4.667699836867863,0,1,0,0.5893964110929852,12.0,11.0,8.0,10.0,4.0,2.0,2.0,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,무,무,무
S000003563-2024,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,무,무,무,16.1,4.973949579831933,0,1,0,0.6042016806722689,14.0,15.0,10.0,8.0,4.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000003610-2021,서울특별시 종로구,S000003610,서울맹학교,유,유,시설없음,1.7000000000000002,15.338095238095239,0,0,1,32.48095238095238,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,유
S000003610-2022,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.7000000000000002,14.645454545454545,0,0,1,31.009090909090908,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000003610-2023,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.6,0.1,0,0,1,0.1,5.0,5.0,6.0,7.0,2.0,7.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000003610-2024,서울특별시 종로구,S000003610,서울맹학교,무,무,시설없음,1.7000000000000002,0.1,0,0,0,0.1,10.0,10.0,11.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005401-2021,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,12.9,7.87988614800759,0,1,0,9.397912713472484,10.0,10.0,10.0,5.0,5.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005401-2022,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,12.299999999999999,6.183650190114068,0,1,0,9.415589353612168,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005401-2023,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,5.199999999999999,6.0273422562141485,0,1,0,9.469024856596558,8.0,8.0,5.0,5.0,4.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005401-2024,서울특별시 금천구,S000005401,국립전통예술고등학교,무,무,시설없음,3.8000000000000003,7.04980694980695,1,1,1,9.55945945945946,11.0,10.0,17.0,8.0,2.0,1.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005402-2021,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,3.188803088803089,0,0,0,3.7679536679536683,12.0,8.6,19.3,4.4,2.0,3.0,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005402-2022,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,0.1,0,0,0,0.1,14.0,10.0,15.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005402-2023,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,0.1,0,0,0,0.1,9.0,7.0,8.0,10.0,2.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S000005402-2024,서울특별시 금천구,S000005402,국립전통예술중학교,무,무,무,4.1,3.188803088803089,0,0,0,3.961003861003861,9.0,7.0,8.0,6.0,4.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,시설없음,무,무
S010000370-2021,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.1,8.60546780072904,0,0,0,1.5580801944106926,11.0,12.0,12.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,무,무,시설없음
S010000370-2022,서울특별시 송파구,S010000370,가락고등학교,유,무,무,12.7,6.3043795620437955,0,0,0,1.5598540145985402,12.0,12.0,12.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무
S010000370-2023,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.1,5.184745762711865,0,0,0,1.664537157757497,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000370-2024,서울특별시 송파구,S010000370,가락고등학교,유,무,무,13.9,5.32875816993464,0,0,0,1.6686274509803922,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,시설없음
S010000371-2021,서울특별시 강동구,S010000371,강동고등학교,유,유,무,13.5,13.728899835796387,1,0,0,1.90623973727422,2.0,2.0,2.0,1.0,0.0,1.0,3.0,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,유,무,유
S010000371-2022,서울특별시 강동구,S010000371,강동고등학교,유,유,유,12.9,8.543708609271523,1,0,0,1.7556291390728478,4.0,4.0,2.0,2.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유
S010000371-2023,서울특별시 강동구,S010000371,강동고등학교,유,유,유,14.1,4.978048780487804,1,0,0,1.726016260162602,10.0,8.0,16.0,5.0,1.0,1.0,2.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유
S010000371-2024,서울특별시 강동구,S010000371,강동고등학교,유,유,유,13.9,4.564285714285714,0,0,0,1.588095238095238,10.0,10.0,10.0,7.0,3.0,5.0,2.0,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,유,시설없음,유
S010000372-2021,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.1,6.018367346938775,0,0,0,1.0183673469387757,10.0,10.0,12.4,2.0,1.6,2.0,2.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,무
S010000372-2022,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.6,5.179681274900398,0,0,0,1.6936254980079681,10.0,11.0,12.4,2.6,2.0,2.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음
S010000372-2023,서울특별시 양천구,S010000372,강서고등학교,무,무,무,15.0,5.543548387096774,0,0,0,1.7129032258064516,8.0,8.0,8.5,2.0,3.5,1.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음
S010000372-2024,서울특별시 양천구,S010000372,강서고등학교,무,무,무,14.7,5.425443786982249,0,0,0,1.6779092702169627,8.0,7.0,14.0,3.0,3.0,1.0,1.0,미설치,단순설치,미설치,미설치,미설치,미설치,단순설치,단순설치,미설치,미설치,미설치,유,시설없음,시설없음
S010000373-2021,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,11.799999999999999,10.228617363344052,0,0,0,2.8331189710610936,10.0,10.0,10.0,6.0,4.0,3.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음
S010000373-2022,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,11.7,6.953582554517133,0,0,0,2.74797507788162,15.0,10.0,16.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음
S010000373-2023,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,12.0,6.516275430359936,0,0,0,2.7604068857589983,10.0,8.0,12.0,2.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,유,무,시설없음
S010000373-2024,서울특별시 강남구,S010000373,개포고등학교,유,무,시설없음,12.9,5.727705627705627,0,0,0,2.5531024531024533,12.0,8.0,17.0,4.0,4.0,3.0,2.0,단순설치,적정설치,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,단순설치,미설치,미설치,유,무,시설없음
S010000374-2021,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.6,12.796850393700787,0,0,1,1.5763779527559056,10.0,5.0,4.0,2.0,2.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음
S010000374-2022,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.7,9.09100899100899,1,0,1,1.7983016983016984,4.0,5.0,6.0,1.0,2.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음
S010000374-2023,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.4,5.690062111801242,1,0,1,1.859834368530021,7.0,5.0,12.0,4.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음
S010000374-2024,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,유,유,시설없음,13.799999999999999,5.47525354969574,1,0,0,1.8241379310344827,10.0,10.0,10.0,10.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,유,유,시설없음
S010000375-2021,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.9,10.826643598615917,0,0,0,1.4840830449826992,10.0,10.0,10.0,5.0,5.0,5.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000375-2022,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.299999999999999,5.0954586739327885,0,0,0,1.5532243415077203,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000375-2023,서울특별시 강남구,S010000375,경기고등학교,유,유,유,12.9,12.494366197183098,0,0,0,1.6023474178403756,10.0,10.0,10.0,1.0,1.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000375-2024,서울특별시 강남구,S010000375,경기고등학교,유,유,유,13.1,5.556255879586077,0,0,0,1.6051740357478834,10.0,10.0,10.0,7.0,6.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000376-2021,서울특별시 강남구,S010000376,경기여자고등학교,무,무,무,12.799999999999999,8.356880733944955,1,0,0,2.1183486238532114,8.0,5.0,6.0,3.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무
S010000376-2022,서울특별시 강남구,S010000376,경기여자고등학교,무,무,무,12.299999999999999,5.762100456621004,0,0,0,2.109132420091324,15.0,7.6,9.6,3.0,2.0,3.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,무,무,무
S010000376-2023,서울특별시 강남구,S010000376,경기여자고등학교,유,유,유,12.5,4.982629107981221,0,0,0,2.1657276995305166,12.0,10.0,14.3,8.0,8.0,1.7,3.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000376-2024,서울특별시 강남구,S010000376,경기여자고등학교,유,유,유,13.4,5.4930530164533815,0,0,0,2.110968921389397,11.0,10.0,16.0,6.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000377-2021,서울특별시 성북구,S010000377,경동고등학교,유,유,유,9.5,12.575633528265106,1,0,1,3.4138401559454192,14.0,18.0,18.0,24.0,14.0,5.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000377-2022,서울특별시 성북구,S010000377,경동고등학교,유,유,유,10.0,12.107504690431519,0,0,0,3.2894934333958723,14.0,18.0,18.0,18.0,18.0,5.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000377-2023,서울특별시 성북구,S010000377,경동고등학교,무,무,무,9.799999999999999,6.85422138836773,0,0,0,4.039962476547842,18.0,18.0,18.0,18.0,18.0,5.0,5.0,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,무,유,유
S010000377-2024,서울특별시 성북구,S010000377,경동고등학교,무,무,무,10.1,7.849077490774908,0,0,0,4.159040590405904,24.0,24.0,15.0,14.0,14.0,3.0,4.0,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,유,유,유
S010000378-2021,서울특별시 동작구,S010000378,경문고등학교,유,유,유,12.9,10.063099630996309,0,0,0,3.052029520295203,10.0,10.0,10.0,5.0,5.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,유,시설없음,무
S010000378-2022,서울특별시 동작구,S010000378,경문고등학교,유,유,유,13.4,7.044444444444444,0,0,0,2.704166666666667,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,유,시설없음,무
S010000378-2023,서울특별시 동작구,S010000378,경문고등학교,유,유,유,13.6,6.189743589743589,0,0,0,2.3435897435897437,8.0,8.0,5.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,유,무,시설없음
S010000378-2024,서울특별시 동작구,S010000378,경문고등학교,무,무,무,13.799999999999999,6.417411402157165,1,0,0,1.178582434514638,10.0,10.0,8.0,5.0,5.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,유,무,시설없음
S010000379-2021,서울특별시 종로구,S010000379,경복고등학교,유,유,시설없음,9.5,10.981542699724518,1,0,0,4.6454545454545455,10.0,10.0,12.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000379-2022,서울특별시 종로구,S010000379,경복고등학교,유,유,시설없음,8.9,9.302453987730061,1,0,0,5.161349693251533,9.0,9.0,9.0,3.0,4.0,4.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000379-2023,서울특별시 종로구,S010000379,경복고등학교,유,유,시설없음,8.1,8.99261744966443,1,0,0,5.636912751677852,13.0,10.0,11.0,10.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
S010000379-2024,서울특별시 종로구,S010000379,경복고등학교,유,유,시설없음,9.299999999999999,8.079626485568761,1,0,0,5.702716468590832,13.0,10.0,11.0,11.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,유,유,유
