key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010000772-2023,서울특별시 서초구,S010000772,서울언남초등학교,0,0,0,1145.0,8.3,18.6,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,1,1,2,2,5,6,1063,1063,1130,10.0,9.0,3.0,3.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,998.0,51.0,51.0,12.0,0.0,5.0,0.0,45.0
S010000772-2024,서울특별시 서초구,S010000772,서울언남초등학교,0,0,0,1063.0,12.5,17.4,유,시설없음,유,유,무,무,0.0,0,0,45,45,0,0,1065,1065,1050,12.0,11.0,10.0,10.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,1367.0,87.0,50.0,12.0,0.0,5.0,0.0,44.0
S010000773-2021,서울특별시 강남구,S010000773,서울언북초등학교,0,0,0,1895.0,0.3,22.6,유,유,무,무,무,시설없음,0.0,1,0,0,0,32,0,0,0,1881,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,1437.0,0.0,61.0,2.0,0.0,4.0,8.0,8.0
S010000773-2022,서울특별시 강남구,S010000773,서울언북초등학교,0,0,0,1851.0,2.4,24.7,유,유,무,무,무,시설없음,0.0,1,1,1,1,5,32,32,5,1837,18.0,18.0,16.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,94.0,20.0,61.0,2.0,0.0,4.0,0.0,59.0
S010000773-2023,서울특별시 강남구,S010000773,서울언북초등학교,0,0,0,1854.0,9.2,21.5,유,유,무,무,무,시설없음,0.0,1,1,1,1,5,32,32,5,1840,18.0,18.0,16.0,10.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,442.0,43.0,61.0,2.0,0.0,4.0,2.0,59.0
S010000773-2024,서울특별시 강남구,S010000773,서울언북초등학교,0,0,0,1659.0,11.3,20.8,유,유,무,무,무,시설없음,0.0,1,1,1,1,5,32,32,5,1649,19.0,18.0,15.0,11.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,473.0,8.0,61.0,2.0,0.0,4.0,1.0,59.0
S010000774-2021,서울특별시 강남구,S010000774,서울언주초등학교,0,0,0,1628.0,0.4,23.7,유,유,시설없음,유,유,유,9.4,0,0,0,0,0,0,0,0,1619,13.8,11.8,13.4,5.1,5.3,2.0,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,87.0,7.0,53.0,0.0,2.0,17.0,8.0,8.0
S010000774-2022,서울특별시 강남구,S010000774,서울언주초등학교,0,0,0,1612.0,1.6,26.3,유,유,시설없음,유,유,유,20.0,0,0,72,0,0,0,1612,0,1603,14.0,12.0,14.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,289.0,25.0,53.0,0.0,2.0,17.0,0.0,51.0
S010000774-2023,서울특별시 강남구,S010000774,서울언주초등학교,0,0,0,1577.0,2.7,23.1,유,무,시설없음,무,유,유,20.0,1,0,51,40,79,0,1400,1000,1564,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,270.0,16.0,53.0,0.0,2.0,17.0,2.0,51.0
S010000774-2024,서울특별시 강남구,S010000774,서울언주초등학교,0,0,0,1481.0,11.2,21.1,유,무,시설없음,무,유,유,0.0,1,0,51,0,80,0,1466,0,1469,12.0,11.0,31.0,6.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,430.0,14.0,53.0,0.0,2.0,17.0,5.0,53.0
