key,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010000444-2023,280.0,27.0,31.0,0.0,0.0,14.0,6.0,41.0
S010000444-2024,231.0,28.0,29.0,0.0,0.0,15.0,0.0,37.0
S010000445-2021,311.0,22.0,36.0,7.0,0.0,7.0,35.0,53.0
S010000445-2022,294.0,20.0,36.0,6.0,0.0,7.0,16.0,52.0
S010000445-2023,345.0,70.0,36.0,6.0,0.0,7.0,4.0,52.0
S010000445-2024,344.0,66.0,36.0,6.0,0.0,7.0,5.0,52.0
S010000446-2021,133.0,0.0,33.0,5.0,5.0,8.0,38.0,58.0
S010000446-2022,192.0,0.0,33.0,5.0,5.0,8.0,10.0,54.0
S010000446-2023,187.0,0.0,32.0,2.0,0.0,10.0,7.0,55.0
S010000446-2024,163.0,3.0,32.0,2.0,0.0,10.0,5.0,59.0
S010000447-2021,200.0,0.0,21.0,5.0,1.0,1.0,0.0,33.0
S010000447-2022,234.0,0.0,21.0,5.0,1.0,1.0,8.0,31.0
S010000447-2023,116.0,0.0,21.0,5.0,1.0,1.0,0.0,31.0
S010000447-2024,120.0,0.0,21.0,5.0,1.0,1.0,0.0,27.0
S010000448-2021,170.0,20.0,19.0,16.0,0.0,11.0,16.0,36.0
S010000448-2022,153.0,4.0,18.0,17.0,0.0,11.0,10.0,25.0
S010000448-2023,355.0,8.0,16.0,19.0,0.0,11.0,1.0,26.0
S010000448-2024,449.0,7.0,15.0,19.0,0.0,12.0,4.0,26.0
S010000449-2021,595.0,48.0,39.0,5.0,2.0,8.0,24.0,58.0
S010000449-2022,931.0,57.0,39.0,5.0,2.0,8.0,3.0,46.0
S010000449-2023,886.0,53.0,39.0,5.0,2.0,8.0,0.0,53.0
S010000449-2024,809.0,59.0,39.0,5.0,2.0,8.0,0.0,53.0
S010000450-2021,333.0,4.0,21.0,11.0,4.0,8.0,32.0,37.0
S010000450-2022,491.0,0.0,21.0,11.0,4.0,8.0,6.0,39.0
S010000450-2023,151.0,2.0,21.0,12.0,0.0,8.0,0.0,41.0
S010000450-2024,356.0,18.0,19.0,13.0,0.0,7.0,0.0,35.0
S010000451-2021,160.0,43.0,36.0,3.0,10.0,13.0,44.0,56.0
S010000451-2022,411.0,57.0,36.0,3.0,10.0,13.0,20.0,57.0
S010000451-2023,440.0,117.0,36.0,3.0,10.0,13.0,0.0,53.0
S010000451-2024,440.0,22.0,36.0,3.0,10.0,13.0,0.0,53.0
S010000452-2021,262.0,0.0,42.0,8.0,0.0,12.0,12.0,61.0
S010000452-2022,393.0,57.0,42.0,9.0,0.0,14.0,6.0,61.0
S010000452-2023,402.0,74.0,42.0,9.0,0.0,14.0,0.0,63.0
S010000452-2024,396.0,44.0,42.0,9.0,0.0,14.0,0.0,65.0
S010000453-2021,185.0,18.0,35.0,6.0,0.0,14.0,8.0,37.0
S010000453-2022,245.0,4.0,35.0,6.0,0.0,14.0,1.0,37.0
S010000453-2023,186.0,22.0,35.0,6.0,0.0,14.0,2.0,39.0
S010000453-2024,249.0,24.0,35.0,6.0,0.0,14.0,3.0,36.0
S010000454-2021,356.0,0.0,42.0,2.0,1.0,8.0,23.0,62.0
S010000454-2022,473.0,0.0,42.0,2.0,1.0,8.0,11.0,55.0
S010000454-2023,417.0,9.0,41.0,2.0,1.0,8.0,0.0,52.0
S010000454-2024,481.0,45.0,41.0,2.0,1.0,8.0,0.0,49.0
S010000455-2021,324.0,0.0,37.0,7.0,0.0,11.0,29.0,50.0
S010000455-2022,475.0,9.0,36.0,5.0,0.0,15.0,8.0,50.0
S010000455-2023,395.0,0.0,36.0,4.0,0.0,15.0,1.0,51.0
S010000455-2024,365.0,0.0,36.0,4.0,0.0,15.0,3.0,54.0
S010000456-2021,312.0,0.0,45.0,11.0,0.0,24.0,31.0,86.0
S010000456-2022,687.0,34.0,47.0,15.0,2.0,7.0,10.0,73.0
S010000456-2023,896.0,76.0,47.0,15.0,2.0,7.0,0.0,77.0
S010000456-2024,759.0,47.0,47.0,15.0,2.0,7.0,0.0,75.0
S010000458-2021,457.0,0.0,15.0,1.0,0.0,25.0,25.0,48.0
S010000458-2022,514.0,21.0,15.0,1.0,0.0,25.0,23.0,27.0
S010000458-2023,178.0,9.0,15.0,1.0,0.0,25.0,20.0,30.0
S010000458-2024,350.0,10.0,15.0,1.0,0.0,24.0,20.0,32.0
S010000459-2021,386.0,0.0,30.0,4.0,0.0,3.0,35.0,29.0
S010000459-2022,940.0,227.0,24.0,3.0,0.0,3.0,17.0,30.0
S010000459-2023,618.0,17.0,24.0,3.0,0.0,3.0,8.0,29.0
S010000459-2024,432.0,16.0,23.0,3.0,0.0,4.0,10.0,29.0
S010000460-2021,757.0,8.0,30.0,7.0,0.0,8.0,21.0,49.0
S010000460-2022,729.0,14.0,30.0,7.0,0.0,8.0,8.0,49.0
S010000460-2023,751.0,15.0,29.0,5.0,0.0,11.0,3.0,49.0
S010000460-2024,835.0,14.0,29.0,5.0,0.0,11.0,1.0,49.0
S010000461-2021,1225.0,0.0,12.0,2.0,0.0,1.0,15.0,37.0
S010000461-2022,949.0,0.0,12.0,2.0,0.0,1.0,6.0,37.0
S010000461-2023,906.0,0.0,12.0,2.0,0.0,1.0,0.0,33.0
S010000461-2024,1272.0,4.0,12.0,2.0,0.0,1.0,0.0,35.0
S010000463-2021,720.0,0.0,33.0,3.0,0.0,7.0,13.0,46.0
S010000463-2022,809.0,0.0,33.0,3.0,0.0,7.0,9.0,45.0
S010000463-2023,586.0,7.0,33.0,3.0,0.0,7.0,0.0,48.0
S010000463-2024,596.0,1.0,33.0,4.0,0.0,9.0,0.0,46.0
S010000464-2021,410.0,0.0,31.0,3.0,3.0,11.0,55.0,40.0
S010000464-2022,410.0,0.0,31.0,3.0,3.0,11.0,17.0,40.0
S010000464-2023,876.0,0.0,27.0,10.0,0.0,2.0,0.0,40.0
S010000464-2024,688.0,56.0,28.0,7.0,0.0,3.0,0.0,40.0
S010000465-2021,257.0,4.0,33.0,0.0,6.0,6.0,11.0,59.0
S010000465-2022,511.0,15.0,33.0,9.0,0.0,6.0,7.0,59.0
S010000465-2023,433.0,9.0,33.0,9.0,0.0,6.0,3.0,48.0
S010000465-2024,468.0,9.0,34.0,9.0,0.0,6.0,7.0,68.0
S010000466-2021,0.0,0.0,32.0,4.0,0.0,9.0,62.0,56.0
S010000466-2022,0.0,0.0,33.0,3.0,0.0,9.0,21.0,68.0
S010000466-2023,0.0,0.0,33.0,3.0,0.0,11.0,0.0,60.0
S010000466-2024,0.0,21.0,33.0,3.0,0.0,11.0,0.0,49.0
S010000467-2021,480.0,30.0,41.0,6.0,4.0,7.0,49.0,51.0
S010000467-2022,520.0,32.0,41.0,6.0,4.0,7.0,19.0,50.0
S010000467-2023,346.0,13.0,41.0,6.0,4.0,7.0,0.0,52.0
S010000467-2024,350.0,13.0,41.0,6.0,4.0,7.0,0.0,52.0
S010000468-2021,131.0,4.0,41.0,8.0,0.0,12.0,54.0,51.0
S010000468-2022,259.0,4.0,41.0,8.0,0.0,12.0,18.0,48.0
S010000468-2023,360.0,0.0,41.0,8.0,0.0,12.0,0.0,52.0
S010000468-2024,193.0,0.0,41.0,8.0,0.0,12.0,0.0,50.0
S010000469-2021,310.0,0.0,12.0,25.0,0.0,10.0,26.0,42.0
S010000469-2022,336.0,0.0,12.0,25.0,0.0,10.0,8.0,40.0
S010000469-2023,442.0,0.0,12.0,25.0,0.0,10.0,3.0,36.0
S010000469-2024,511.0,0.0,12.0,25.0,0.0,10.0,0.0,39.0
S010000470-2021,754.0,7.0,27.0,0.0,1.0,23.0,28.0,42.0
S010000470-2022,757.0,8.0,24.0,0.0,1.0,23.0,15.0,43.0
S010000470-2023,903.0,16.0,24.0,0.0,1.0,23.0,1.0,46.0
S010000470-2024,864.0,4.0,24.0,0.0,1.0,23.0,2.0,45.0
S010000471-2021,111.0,42.0,28.0,7.0,0.0,6.0,37.0,42.0
S010000471-2022,214.0,68.0,27.0,7.0,0.0,6.0,5.0,42.0
S010000471-2023,264.0,81.0,27.0,6.0,0.0,6.0,2.0,41.0
S010000471-2024,333.0,153.0,25.0,6.0,0.0,6.0,1.0,34.0
S010000472-2021,652.0,80.0,27.0,10.0,4.0,9.0,0.0,31.0
S010000472-2022,757.0,160.0,27.0,10.0,4.0,9.0,0.0,27.0
S010000472-2023,682.0,0.0,27.0,10.0,4.0,9.0,0.0,34.0
S010000472-2024,724.0,3.0,27.0,10.0,4.0,9.0,0.0,34.0
S010000473-2021,319.0,0.0,34.0,0.0,0.0,7.0,30.0,51.0
S010000473-2022,488.0,0.0,34.0,0.0,0.0,7.0,8.0,49.0
S010000473-2023,459.0,0.0,34.0,0.0,0.0,7.0,0.0,48.0
S010000473-2024,534.0,0.0,36.0,0.0,0.0,6.0,0.0,48.0
S010000474-2021,289.0,0.0,36.0,5.0,0.0,4.0,39.0,47.0
S010000474-2022,1287.0,25.0,36.0,5.0,0.0,4.0,8.0,50.0
S010000474-2023,991.0,0.0,36.0,5.0,0.0,4.0,0.0,50.0
S010000474-2024,990.0,0.0,36.0,5.0,0.0,4.0,0.0,51.0
S010000475-2021,210.0,55.0,28.0,10.0,1.0,5.0,37.0,41.0
S010000475-2022,283.0,50.0,28.0,10.0,1.0,5.0,27.0,42.0
S010000475-2023,567.0,3.0,28.0,10.0,1.0,5.0,4.0,44.0
S010000475-2024,360.0,18.0,28.0,10.0,1.0,5.0,6.0,45.0
S010000476-2021,187.0,15.0,31.0,14.0,8.0,8.0,48.0,45.0
S010000476-2022,322.0,15.0,30.0,14.0,8.0,8.0,24.0,46.0
S010000476-2023,980.0,104.0,30.0,14.0,8.0,8.0,3.0,47.0
S010000476-2024,716.0,102.0,30.0,14.0,8.0,8.0,2.0,47.0
S010000477-2021,654.0,40.0,33.0,2.0,1.0,14.0,75.0,54.0
S010000477-2022,908.0,35.0,33.0,4.0,1.0,14.0,29.0,56.0
S010000477-2023,568.0,102.0,30.0,8.0,0.0,11.0,0.0,57.0
S010000477-2024,470.0,40.0,30.0,8.0,0.0,11.0,0.0,56.0
S010000478-2021,301.0,0.0,26.0,12.0,2.0,4.0,32.0,34.0
S010000478-2022,811.0,150.0,26.0,12.0,2.0,4.0,9.0,37.0
S010000478-2023,482.0,95.0,27.0,4.0,2.0,7.0,0.0,39.0
S010000478-2024,543.0,19.0,25.0,4.0,2.0,9.0,0.0,35.0
S010000479-2021,468.0,1.0,42.0,0.0,0.0,22.0,55.0,53.0
S010000479-2022,349.0,1.0,42.0,0.0,0.0,22.0,16.0,51.0
S010000479-2023,523.0,9.0,42.0,0.0,0.0,22.0,0.0,50.0
S010000479-2024,405.0,6.0,42.0,0.0,0.0,22.0,0.0,50.0
S010000480-2021,126.0,12.0,21.0,3.0,0.0,8.0,10.0,30.0
S010000480-2022,12.0,5.0,22.0,3.0,0.0,8.0,2.0,29.0
S010000480-2023,0.0,6.0,24.0,5.0,0.0,10.0,2.0,30.0
S010000480-2024,0.0,298.0,24.0,5.0,0.0,10.0,4.0,31.0
S010000481-2021,289.0,0.0,46.0,2.0,3.0,10.0,9.0,70.0
S010000481-2022,313.0,68.0,46.0,2.0,3.0,10.0,6.0,72.0
S010000481-2023,296.0,41.0,46.0,2.0,3.0,10.0,0.0,72.0
S010000481-2024,301.0,0.0,46.0,2.0,3.0,10.0,0.0,68.0
S010000482-2021,365.0,67.0,27.0,14.0,1.0,3.0,47.0,41.0
S010000482-2022,569.0,91.0,27.0,14.0,1.0,3.0,7.0,42.0
S010000482-2023,546.0,36.0,27.0,14.0,1.0,3.0,0.0,39.0
S010000482-2024,474.0,47.0,27.0,9.0,2.0,7.0,5.0,37.0
S010000483-2021,144.0,2.0,15.0,5.0,0.0,8.0,22.0,22.0
S010000483-2022,158.0,2.0,15.0,5.0,0.0,8.0,12.0,24.0
S010000483-2023,233.0,5.0,15.0,5.0,0.0,8.0,0.0,25.0
S010000483-2024,210.0,5.0,15.0,5.0,0.0,8.0,0.0,24.0
S010000484-2021,969.0,23.0,21.0,7.0,0.0,9.0,26.0,34.0
S010000484-2022,434.0,26.0,21.0,8.0,0.0,9.0,5.0,33.0
S010000484-2023,441.0,9.0,21.0,8.0,0.0,9.0,0.0,35.0
S010000484-2024,527.0,21.0,21.0,8.0,0.0,9.0,0.0,37.0
S010000485-2021,372.0,0.0,43.0,0.0,0.0,15.0,36.0,59.0
S010000485-2022,447.0,7.0,42.0,0.0,0.0,15.0,7.0,54.0
S010000485-2023,674.0,0.0,42.0,0.0,0.0,15.0,0.0,68.0
S010000485-2024,520.0,108.0,42.0,0.0,0.0,15.0,0.0,59.0
S010000486-2021,561.0,8.0,33.0,13.0,0.0,16.0,32.0,53.0
S010000486-2022,461.0,9.0,33.0,13.0,0.0,16.0,0.0,56.0
S010000486-2023,422.0,13.0,33.0,13.0,0.0,16.0,0.0,58.0
S010000486-2024,241.0,0.0,33.0,13.0,0.0,16.0,0.0,57.0
S010000487-2021,370.0,51.0,40.0,4.0,0.0,11.0,15.0,52.0
S010000487-2022,381.0,69.0,40.0,4.0,0.0,11.0,5.0,59.0
S010000487-2023,449.0,70.0,40.0,4.0,0.0,11.0,1.0,41.0
S010000487-2024,450.0,80.0,40.0,4.0,0.0,11.0,2.0,42.0
S010000488-2021,225.0,0.0,35.0,21.0,0.0,30.0,41.0,53.0
S010000488-2022,570.0,30.0,35.0,21.0,0.0,30.0,10.0,51.0
S010000488-2023,543.0,60.0,35.0,21.0,0.0,30.0,1.0,61.0
S010000488-2024,0.0,0.0,35.0,21.0,0.0,30.0,0.0,58.0
S010000489-2021,126.0,46.0,36.0,0.0,0.0,5.0,7.0,37.0
S010000489-2022,135.0,0.0,36.0,0.0,0.0,5.0,0.0,41.0
S010000489-2023,322.0,0.0,36.0,0.0,0.0,5.0,0.0,44.0
S010000489-2024,231.0,45.0,36.0,0.0,0.0,5.0,0.0,45.0
S010000490-2021,0.0,32.0,43.0,11.0,0.0,11.0,33.0,86.0
S010000490-2022,370.0,49.0,42.0,11.0,0.0,11.0,9.0,85.0
S010000490-2023,696.0,2.0,42.0,11.0,0.0,11.0,0.0,86.0
S010000490-2024,703.0,22.0,40.0,13.0,0.0,11.0,0.0,78.0
S010000491-2021,258.0,0.0,31.0,1.0,1.0,10.0,30.0,52.0
S010000491-2022,514.0,0.0,31.0,1.0,1.0,11.0,9.0,42.0
S010000491-2023,522.0,6.0,31.0,1.0,1.0,11.0,1.0,39.0
S010000491-2024,427.0,0.0,31.0,1.0,1.0,11.0,2.0,44.0
S010000492-2021,415.0,7.0,35.0,10.0,0.0,9.0,25.0,56.0
S010000492-2022,414.0,7.0,35.0,10.0,0.0,9.0,11.0,56.0
S010000492-2023,380.0,23.0,35.0,10.0,0.0,9.0,0.0,51.0
S010000492-2024,410.0,0.0,35.0,10.0,0.0,9.0,0.0,50.0
S010000493-2021,792.0,46.0,25.0,4.0,0.0,4.0,31.0,40.0
S010000493-2022,939.0,63.0,25.0,4.0,0.0,4.0,9.0,42.0
S010000493-2023,901.0,35.0,25.0,4.0,0.0,4.0,0.0,39.0
S010000493-2024,929.0,58.0,25.0,4.0,0.0,4.0,0.0,41.0
S010000494-2021,408.0,28.0,36.0,9.0,0.0,10.0,26.0,43.0
S010000494-2022,562.0,16.0,36.0,9.0,0.0,10.0,9.0,43.0
S010000494-2023,559.0,10.0,36.0,9.0,0.0,10.0,0.0,43.0
S010000494-2024,344.0,3.0,36.0,9.0,0.0,10.0,0.0,45.0
S010000495-2021,0.0,0.0,37.0,29.0,0.0,7.0,27.0,53.0
S010000495-2022,0.0,35.0,37.0,29.0,0.0,7.0,10.0,51.0
S010000495-2023,43.0,0.0,37.0,29.0,0.0,7.0,0.0,46.0
S010000495-2024,55.0,0.0,37.0,29.0,0.0,7.0,0.0,50.0
S010000496-2021,270.0,0.0,36.0,0.0,7.0,7.0,48.0,66.0
S010000496-2022,244.0,0.0,36.0,0.0,7.0,7.0,38.0,64.0
S010000496-2023,316.0,0.0,36.0,0.0,7.0,7.0,12.0,63.0
S010000496-2024,585.0,0.0,36.0,0.0,7.0,7.0,17.0,62.0
S010000497-2021,142.0,370.0,24.0,4.0,3.0,9.0,29.0,41.0
S010000497-2022,449.0,47.0,24.0,4.0,3.0,9.0,7.0,46.0
S010000497-2023,545.0,48.0,24.0,4.0,3.0,9.0,2.0,42.0
S010000497-2024,583.0,48.0,22.0,5.0,0.0,23.0,1.0,38.0
S010000498-2021,590.0,20.0,30.0,1.0,0.0,10.0,27.0,38.0
S010000498-2022,397.0,97.0,30.0,1.0,0.0,10.0,11.0,37.0
S010000498-2023,162.0,27.0,30.0,1.0,0.0,10.0,0.0,33.0
S010000498-2024,560.0,118.0,30.0,1.0,0.0,10.0,0.0,40.0
S010000499-2021,251.0,32.0,21.0,6.0,0.0,11.0,18.0,38.0
S010000499-2022,475.0,122.0,21.0,6.0,0.0,11.0,9.0,36.0
S010000499-2023,283.0,173.0,21.0,6.0,0.0,11.0,6.0,41.0
S010000499-2024,387.0,45.0,21.0,6.0,0.0,11.0,8.0,43.0
S010000500-2021,353.0,91.0,18.0,1.0,0.0,21.0,7.0,25.0
S010000500-2022,373.0,57.0,18.0,1.0,0.0,21.0,9.0,26.0
S010000500-2023,322.0,184.0,18.0,6.0,0.0,12.0,3.0,23.0
S010000500-2024,296.0,132.0,18.0,6.0,0.0,12.0,3.0,22.0
S010000501-2021,784.0,35.0,28.0,9.0,0.0,8.0,8.0,42.0
S010000501-2022,278.0,22.0,28.0,9.0,0.0,8.0,1.0,45.0
S010000501-2023,392.0,18.0,28.0,9.0,0.0,8.0,0.0,44.0
S010000501-2024,337.0,33.0,29.0,11.0,0.0,10.0,0.0,47.0
S010000502-2021,0.0,14.0,39.0,0.0,3.0,17.0,42.0,39.0
S010000502-2022,0.0,28.0,39.0,0.0,3.0,17.0,0.0,17.0
S010000502-2023,0.0,32.0,39.0,0.0,3.0,17.0,0.0,40.0
S010000502-2024,0.0,32.0,39.0,0.0,3.0,17.0,0.0,37.0
S010000503-2021,382.0,69.0,36.0,3.0,0.0,12.0,39.0,42.0
S010000503-2022,343.0,56.0,35.0,2.0,0.0,12.0,8.0,44.0
S010000503-2023,0.0,0.0,35.0,2.0,0.0,12.0,4.0,43.0
S010000503-2024,570.0,120.0,35.0,2.0,0.0,12.0,0.0,44.0
S010000504-2021,411.0,37.0,42.0,5.0,0.0,12.0,38.0,54.0
S010000504-2022,544.0,55.0,42.0,5.0,0.0,12.0,9.0,50.0
S010000504-2023,536.0,53.0,42.0,5.0,0.0,12.0,1.0,51.0
S010000504-2024,554.0,98.0,42.0,5.0,0.0,12.0,0.0,55.0
S010000505-2021,0.0,141.0,36.0,3.0,0.0,10.0,58.0,44.0
S010000505-2022,0.0,250.0,36.0,3.0,0.0,10.0,0.0,44.0
S010000505-2023,378.0,250.0,36.0,3.0,0.0,10.0,0.0,43.0
S010000505-2024,212.0,53.0,36.0,3.0,0.0,10.0,0.0,44.0
S010000506-2021,53.0,9.0,60.0,4.0,0.0,7.0,16.0,49.0
S010000506-2022,57.0,8.0,60.0,3.0,0.0,7.0,2.0,49.0
S010000506-2023,115.0,5.0,60.0,3.0,0.0,7.0,0.0,49.0
S010000506-2024,357.0,0.0,59.0,5.0,0.0,8.0,0.0,45.0
S010000507-2021,262.0,42.0,31.0,3.0,2.0,12.0,22.0,46.0
S010000507-2022,440.0,11.0,31.0,3.0,2.0,12.0,14.0,46.0
S010000507-2023,300.0,40.0,31.0,3.0,2.0,12.0,5.0,55.0
S010000507-2024,290.0,38.0,31.0,3.0,2.0,12.0,2.0,58.0
S010000508-2021,95.0,0.0,0.0,26.0,0.0,9.0,41.0,36.0
S010000508-2022,109.0,5.0,0.0,26.0,0.0,9.0,15.0,33.0
S010000508-2023,808.0,36.0,0.0,26.0,0.0,9.0,0.0,32.0
S010000508-2024,111.0,10.0,0.0,26.0,0.0,9.0,0.0,33.0
S010000509-2021,203.0,0.0,27.0,21.0,7.0,4.0,29.0,38.0
S010000509-2022,199.0,5.0,27.0,21.0,7.0,4.0,11.0,40.0
S010000509-2023,266.0,0.0,24.0,12.0,3.0,12.0,0.0,35.0
S010000509-2024,242.0,0.0,24.0,12.0,3.0,12.0,0.0,36.0
S010000510-2021,136.0,28.0,34.0,0.0,0.0,13.0,69.0,47.0
S010000510-2022,171.0,149.0,34.0,0.0,0.0,13.0,14.0,54.0
S010000510-2023,314.0,53.0,34.0,0.0,0.0,13.0,0.0,50.0
S010000510-2024,299.0,76.0,34.0,0.0,0.0,13.0,0.0,46.0
S010000511-2021,492.0,0.0,44.0,0.0,2.0,7.0,21.0,66.0
S010000511-2022,823.0,0.0,40.0,0.0,2.0,9.0,1.0,67.0
S010000511-2023,312.0,12.0,39.0,0.0,3.0,9.0,0.0,46.0
S010000511-2024,635.0,17.0,42.0,2.0,0.0,8.0,0.0,46.0
S010000512-2021,121.0,0.0,37.0,5.0,2.0,7.0,49.0,37.0
S010000512-2022,242.0,0.0,36.0,5.0,2.0,7.0,14.0,41.0
S010000512-2023,238.0,0.0,36.0,5.0,3.0,7.0,0.0,40.0
S010000512-2024,310.0,45.0,35.0,3.0,3.0,8.0,0.0,40.0
S010000513-2021,769.0,10.0,27.0,5.0,0.0,10.0,47.0,48.0
S010000513-2022,268.0,0.0,27.0,5.0,0.0,12.0,20.0,47.0
S010000513-2023,143.0,9.0,27.0,5.0,0.0,12.0,5.0,52.0
S010000513-2024,124.0,9.0,27.0,0.0,0.0,10.0,3.0,50.0
S010000514-2021,258.0,0.0,29.0,5.0,0.0,13.0,53.0,32.0
S010000514-2022,233.0,0.0,28.0,4.0,0.0,10.0,16.0,24.0
S010000514-2023,227.0,6.0,27.0,4.0,0.0,10.0,0.0,23.0
S010000514-2024,215.0,20.0,27.0,4.0,0.0,10.0,0.0,24.0
S010000515-2021,118.0,5.0,24.0,0.0,0.0,32.0,10.0,45.0
S010000515-2022,356.0,14.0,24.0,0.0,0.0,32.0,10.0,36.0
S010000515-2023,319.0,114.0,24.0,0.0,0.0,32.0,16.0,38.0
S010000515-2024,384.0,58.0,24.0,0.0,0.0,32.0,21.0,37.0
S010000516-2021,206.0,89.0,36.0,4.0,0.0,15.0,25.0,57.0
S010000516-2022,405.0,195.0,36.0,4.0,0.0,15.0,23.0,56.0
S010000516-2023,664.0,99.0,36.0,4.0,0.0,15.0,0.0,56.0
S010000516-2024,523.0,235.0,36.0,4.0,0.0,15.0,0.0,57.0
S010000517-2021,0.0,84.0,36.0,8.0,0.0,7.0,74.0,46.0
S010000517-2022,90.0,0.0,36.0,8.0,0.0,7.0,16.0,43.0
S010000517-2023,100.0,0.0,36.0,8.0,0.0,7.0,0.0,31.0
S010000517-2024,105.0,0.0,36.0,8.0,0.0,7.0,0.0,46.0
S010000518-2021,431.0,91.0,28.0,2.0,13.0,6.0,38.0,47.0
S010000518-2022,575.0,3.0,28.0,2.0,13.0,6.0,15.0,46.0
S010000518-2023,496.0,0.0,28.0,2.0,13.0,6.0,0.0,41.0
S010000518-2024,294.0,0.0,28.0,2.0,13.0,6.0,0.0,35.0
S010000519-2021,327.0,193.0,22.0,10.0,1.0,10.0,28.0,33.0
S010000519-2022,513.0,0.0,21.0,9.0,0.0,14.0,13.0,33.0
S010000519-2023,534.0,0.0,21.0,9.0,0.0,14.0,0.0,35.0
S010000519-2024,402.0,0.0,21.0,9.0,0.0,14.0,0.0,35.0
S010000521-2021,871.0,0.0,41.0,0.0,2.0,21.0,33.0,52.0
S010000521-2022,866.0,0.0,41.0,0.0,2.0,21.0,20.0,62.0
S010000521-2023,507.0,0.0,41.0,0.0,2.0,21.0,0.0,52.0
S010000521-2024,666.0,0.0,41.0,0.0,2.0,21.0,0.0,51.0
S010000522-2021,459.0,58.0,34.0,12.0,0.0,13.0,19.0,50.0
S010000522-2022,542.0,21.0,34.0,12.0,0.0,13.0,9.0,44.0
S010000522-2023,0.0,0.0,33.0,13.0,0.0,13.0,0.0,43.0
S010000522-2024,70.0,0.0,33.0,13.0,0.0,13.0,0.0,43.0
S010000523-2021,0.0,0.0,29.0,13.0,2.0,7.0,19.0,42.0
S010000523-2022,615.0,0.0,29.0,13.0,2.0,7.0,12.0,40.0
S010000523-2023,584.0,3.0,27.0,10.0,0.0,11.0,0.0,41.0
S010000523-2024,413.0,11.0,27.0,10.0,0.0,11.0,0.0,40.0
S010000524-2021,75.0,0.0,41.0,9.0,0.0,8.0,31.0,47.0
S010000524-2022,42.0,0.0,41.0,9.0,0.0,8.0,10.0,45.0
S010000524-2023,681.0,0.0,41.0,13.0,0.0,8.0,1.0,31.0
S010000524-2024,670.0,0.0,41.0,13.0,0.0,8.0,1.0,34.0
S010000525-2021,220.0,0.0,20.0,2.0,0.0,4.0,25.0,29.0
S010000525-2022,348.0,0.0,20.0,2.0,0.0,4.0,7.0,25.0
S010000525-2023,354.0,0.0,20.0,2.0,0.0,4.0,0.0,31.0
S010000525-2024,407.0,43.0,20.0,2.0,0.0,4.0,0.0,33.0
S010000526-2021,0.0,0.0,23.0,3.0,7.0,6.0,12.0,29.0
S010000526-2022,0.0,0.0,20.0,2.0,7.0,6.0,4.0,26.0
S010000526-2023,0.0,0.0,21.0,0.0,7.0,6.0,0.0,29.0
S010000526-2024,0.0,0.0,24.0,0.0,4.0,6.0,0.0,29.0
S010000527-2021,480.0,70.0,40.0,5.0,0.0,9.0,20.0,52.0
S010000527-2022,460.0,75.0,36.0,6.0,0.0,14.0,4.0,57.0
S010000527-2023,425.0,75.0,35.0,6.0,0.0,14.0,5.0,50.0
S010000527-2024,410.0,72.0,34.0,6.0,0.0,15.0,4.0,56.0
S010000528-2021,406.0,32.0,36.0,4.0,1.0,23.0,33.0,49.0
S010000528-2022,485.0,98.0,36.0,4.0,1.0,23.0,5.0,49.0
S010000528-2023,458.0,174.0,36.0,4.0,1.0,23.0,0.0,49.0
S010000528-2024,390.0,149.0,36.0,4.0,1.0,23.0,0.0,49.0
S010000529-2021,230.0,25.0,34.0,4.0,14.0,17.0,52.0,38.0
S010000529-2022,432.0,38.0,32.0,4.0,14.0,17.0,13.0,40.0
S010000529-2023,333.0,75.0,32.0,4.0,14.0,17.0,13.0,37.0
S010000529-2024,367.0,110.0,32.0,4.0,14.0,17.0,0.0,37.0
S010000530-2021,239.0,54.0,9.0,24.0,0.0,4.0,26.0,31.0
S010000530-2022,480.0,52.0,9.0,24.0,0.0,4.0,8.0,31.0
S010000530-2023,450.0,55.0,21.0,12.0,0.0,4.0,1.0,32.0
S010000530-2024,750.0,50.0,21.0,12.0,0.0,4.0,0.0,30.0
S010000531-2021,60.0,0.0,36.0,4.0,0.0,7.0,46.0,54.0
S010000531-2022,381.0,6.0,36.0,4.0,0.0,7.0,8.0,71.0
S010000531-2023,677.0,22.0,36.0,4.0,0.0,7.0,0.0,61.0
S010000531-2024,258.0,11.0,36.0,4.0,0.0,7.0,0.0,47.0
S010000532-2021,85.0,0.0,36.0,10.0,0.0,13.0,27.0,58.0
S010000532-2022,178.0,0.0,36.0,10.0,0.0,13.0,12.0,59.0
S010000532-2023,312.0,0.0,35.0,10.0,0.0,14.0,0.0,60.0
S010000532-2024,219.0,0.0,35.0,10.0,0.0,14.0,1.0,55.0
S010000533-2021,644.0,27.0,35.0,1.0,0.0,10.0,22.0,47.0
S010000533-2022,734.0,29.0,35.0,1.0,0.0,10.0,0.0,47.0
S010000533-2023,802.0,51.0,35.0,1.0,0.0,10.0,0.0,44.0
S010000533-2024,757.0,29.0,35.0,1.0,0.0,10.0,0.0,39.0
S010000534-2021,144.0,0.0,36.0,7.0,0.0,9.0,34.0,44.0
