key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%)
S000003511-2021,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,0,1,0,614.0,1.1,1.0,0.0,10.0,5.0,0.0,19.7,무,무,무,무,무,무,0.0,0.0,0.0,1.0,1.0,0.05193031012703144,0.38610574860574864,0.42747496346284,0.09856233728155545,0.007537688442211055
S000003511-2022,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,0,1,0,611.0,7.4,1.0,0.0,14.0,5.0,0.0,19.7,무,무,무,무,무,무,0.0,0.0,0.0,1.0,1.0,0.15813953488372093,0.5162790697674419,0.32558139534883723,0.0,0.0
S000003511-2023,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,0,1,0,612.0,14.8,1.0,0.0,14.0,4.0,0.0,19.1,무,무,무,무,무,무,0.0,0.0,0.0,1.0,1.0,0.014018691588785047,0.19626168224299065,0.5420560747663551,0.2102803738317757,0.037383177570093455
S000003511-2024,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,0,1,0,610.0,15.6,1.0,0.0,13.0,5.0,0.0,19.1,무,무,무,무,무,무,0.0,0.0,0.0,1.0,1.0,0.07476635514018691,0.5046728971962616,0.3598130841121495,0.06074766355140187,0.0
S000003514-2021,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,1,0,1,625.0,2.3,3.0,0.0,7.0,6.0,0.0,11.2,무,무,시설없음,무,무,무,0.0,0.0,0.0,1.0,1.0,0.07476635514018691,0.5046728971962616,0.3598130841121495,0.06074766355140187,0.0
S000003514-2022,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,0,0,1,573.0,7.3,3.0,0.0,7.0,3.0,0.0,11.6,무,무,시설없음,무,무,무,0.0,0.0,0.0,2.0,1.0,0.05363321799307959,0.38235294117647056,0.4532871972318339,0.10899653979238755,0.0017301038062283738
S000003514-2023,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,0,0,1,582.0,12.9,3.0,0.0,12.0,6.0,0.0,11.4,유,무,시설없음,무,무,무,0.0,1.0,0.0,2.0,1.0,0.09075342465753425,0.4537671232876712,0.3493150684931507,0.10102739726027397,0.005136986301369863
S000003514-2024,서울특별시 성북구,S000003514,서울대학교사범대학부설중학교,0,0,1,559.0,12.7,3.0,0.0,13.0,6.0,0.0,11.5,유,무,시설없음,무,무,무,0.0,1.0,0.0,2.0,1.0,0.08258527827648116,0.4578096947935368,0.38420107719928187,0.07001795332136446,0.005385996409335727
S000003540-2021,서울특별시 강남구,S000003540,국립국악고등학교,0,0,0,443.0,1.2,16.0,0.0,33.0,0.0,0.0,10.7,무,시설없음,무,무,무,무,0.0,1.0,0.0,0.0,1.0,0.08258527827648116,0.4578096947935368,0.38420107719928187,0.07001795332136446,0.005385996409335727
S000003540-2022,서울특별시 강남구,S000003540,국립국악고등학교,0,1,0,438.0,3.2,16.0,0.0,32.0,0.0,0.0,10.7,무,시설없음,무,무,무,무,0.0,1.0,0.0,0.0,1.0,0.02517162471395881,0.47368421052631576,0.448512585812357,0.05034324942791762,0.002288329519450801
S000003540-2023,서울특별시 강남구,S000003540,국립국악고등학교,0,1,0,437.0,4.7,16.0,0.0,34.0,0.0,0.0,10.1,무,시설없음,무,무,무,무,0.0,2.0,0.0,0.0,1.0,0.018604651162790697,0.3581395348837209,0.4604651162790698,0.1558139534883721,0.0069767441860465115
S000003540-2024,서울특별시 강남구,S000003540,국립국악고등학교,1,1,0,436.0,3.9,14.0,0.0,30.0,0.0,0.0,10.7,무,시설없음,무,무,무,무,0.0,2.0,0.0,0.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003542-2021,서울특별시 강남구,S000003542,국립국악중학교,0,0,0,436.0,3.9,14.0,0.0,30.0,0.0,0.0,12.6,무,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003542-2022,서울특별시 강남구,S000003542,국립국악중학교,0,0,0,436.0,3.9,14.0,0.0,30.0,0.0,0.0,12.6,무,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003542-2023,서울특별시 강남구,S000003542,국립국악중학교,0,0,0,436.0,3.9,14.0,0.0,30.0,0.0,0.0,12.6,무,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003542-2024,서울특별시 강남구,S000003542,국립국악중학교,0,0,0,436.0,3.9,14.0,0.0,30.0,0.0,0.0,12.6,무,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003545-2021,서울특별시 종로구,S000003545,서울농학교,0,0,0,68.0,5.2,31.0,0.0,10.0,1.0,3.0,1.3,무,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,2.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003545-2022,서울특별시 종로구,S000003545,서울농학교,0,0,0,54.0,12.0,30.0,0.0,16.0,4.0,3.5,1.6,유,유,유,무,무,시설없음,0.0,0.0,1.0,1.0,2.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003545-2023,서울특별시 종로구,S000003545,서울농학교,0,0,0,70.0,11.9,31.0,0.0,16.0,4.0,4.0,1.7,유,유,유,무,무,시설없음,0.0,0.0,1.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003545-2024,서울특별시 종로구,S000003545,서울농학교,0,0,0,71.0,9.7,33.0,0.0,15.0,6.0,3.0,1.9,유,유,유,무,무,시설없음,0.0,0.0,1.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003553-2021,서울특별시 마포구,S000003553,한국우진학교,0,0,0,145.0,3.0,27.0,0.0,39.0,5.5,6.0,2.2,시설없음,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003553-2022,서울특별시 마포구,S000003553,한국우진학교,0,0,0,149.0,6.6,28.0,0.0,38.0,5.0,5.0,2.3,시설없음,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003553-2023,서울특별시 마포구,S000003553,한국우진학교,0,0,0,149.0,4.8,28.0,0.0,33.0,4.5,5.5,2.2,시설없음,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003553-2024,서울특별시 마포구,S000003553,한국우진학교,0,0,0,148.0,3.4,30.0,0.0,36.0,6.5,5.0,2.4,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,1.0,0.0,0.0,1.0,1.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003561-2021,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,1,0,0,717.0,2.2,4.0,0.0,9.0,8.0,0.0,11.6,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,1.0,1.0,1.0,0.0,0.018691588785046728,0.3878504672897196,0.4672897196261682,0.11214953271028037,0.014018691588785047
S000003561-2022,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,1,0,0,709.0,6.6,4.0,0.0,7.0,7.7,0.0,9.7,유,무,무,무,무,무,0.0,0.0,1.0,2.0,0.0,0.015558698727015558,0.15417256011315417,0.4087694483734088,0.33946251768033947,0.08203677510608204
S000003561-2023,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,1,0,0,677.0,11.6,4.0,0.0,14.0,7.3,0.0,10.6,유,무,무,무,무,무,0.0,0.0,1.0,2.0,0.0,0.03206997084548105,0.2565597667638484,0.46355685131195334,0.20845481049562684,0.03935860058309038
S000003561-2024,서울특별시 성북구,S000003561,서울대학교사범대학부설고등학교,0,1,0,711.0,12.3,5.0,0.0,13.0,6.0,0.0,10.9,무,무,무,무,무,무,0.0,1.0,1.0,2.0,0.0,0.033236994219653176,0.27601156069364163,0.4595375722543353,0.20086705202312138,0.030346820809248554
S000003562-2021,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,1,0,1,405.0,1.7,3.0,0.0,5.0,7.0,0.0,8.6,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.033236994219653176,0.27601156069364163,0.4595375722543353,0.20086705202312138,0.030346820809248554
S000003562-2022,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,1,0,0,406.0,6.7,3.0,0.0,6.0,7.0,0.0,8.2,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.03712871287128713,0.3811881188118812,0.44554455445544555,0.12623762376237624,0.009900990099009901
S000003562-2023,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,1,0,0,362.0,8.7,3.0,0.0,6.0,7.0,0.0,8.2,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.0196078431372549,0.37254901960784315,0.5238095238095238,0.08123249299719888,0.0028011204481792717
S000003562-2024,서울특별시 종로구,S000003562,서울대학교사범대학부설여자중학교,0,0,0,335.0,10.8,3.0,0.0,6.0,5.0,0.0,6.7,무,무,무,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.01818181818181818,0.3515151515151515,0.4909090909090909,0.12424242424242424,0.015151515151515152
S000003563-2021,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,0,0,0,627.0,0.3,3.0,0.0,8.0,4.0,0.0,16.3,시설없음,무,무,무,무,무,0.0,0.0,1.0,2.0,1.0,0.01818181818181818,0.3515151515151515,0.4909090909090909,0.12424242424242424,0.015151515151515152
S000003563-2022,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,0,1,0,621.0,3.4,5.0,0.0,9.0,6.0,0.0,17.0,시설없음,무,무,무,무,무,0.0,0.0,1.0,2.0,1.0,0.009569377990430622,0.28708133971291866,0.5645933014354066,0.13875598086124402,0.0
S000003563-2023,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,0,1,0,613.0,6.7,4.0,0.0,10.0,7.0,0.0,16.1,무,무,무,무,무,무,0.0,0.0,1.0,2.0,1.0,0.024509803921568627,0.3382352941176471,0.45588235294117646,0.18137254901960784,0.0
S000003563-2024,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,0,1,0,595.0,7.1,4.0,0.0,11.0,6.0,0.0,16.0,시설없음,무,무,무,무,무,0.0,0.0,1.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000003610-2021,서울특별시 종로구,S000003610,서울맹학교,0,0,1,105.0,3.2,52.0,0.0,13.0,1.5,7.0,1.6,시설없음,무,유,유,유,시설없음,0.0,0.0,2.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000003610-2022,서울특별시 종로구,S000003610,서울맹학교,0,0,1,110.0,5.6,55.0,0.0,15.0,3.0,4.0,1.6,시설없음,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000003610-2023,서울특별시 종로구,S000003610,서울맹학교,0,0,1,107.0,5.3,55.0,0.0,16.0,2.7,4.0,1.5,시설없음,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000003610-2024,서울특별시 종로구,S000003610,서울맹학교,0,0,0,104.0,6.0,57.0,0.0,16.0,3.8,5.0,1.6,시설없음,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000005401-2021,서울특별시 금천구,S000005401,국립전통예술고등학교,0,1,0,527.0,2.9,7.0,0.0,39.0,0.0,0.0,12.8,시설없음,무,무,무,무,시설없음,0.0,1.0,0.0,1.0,1.0,0.08374384236453201,0.42857142857142855,0.3645320197044335,0.11330049261083744,0.009852216748768473
S000005401-2022,서울특별시 금천구,S000005401,국립전통예술고등학교,0,1,0,526.0,10.2,9.0,0.0,41.0,0.0,0.0,12.2,시설없음,무,무,무,무,시설없음,0.0,1.0,0.0,1.0,1.0,0.030947775628626693,0.4758220502901354,0.38104448742746616,0.10251450676982592,0.009671179883945842
S000005401-2023,서울특별시 금천구,S000005401,국립전통예술고등학교,0,1,0,523.0,12.9,9.0,0.0,40.0,0.0,0.0,5.1,시설없음,무,무,무,무,시설없음,0.0,1.0,0.0,1.0,1.0,0.04678362573099415,0.42105263157894735,0.38011695906432746,0.14230019493177387,0.009746588693957114
S000005401-2024,서울특별시 금천구,S000005401,국립전통예술고등학교,1,1,1,518.0,4.1,10.0,0.0,42.0,0.0,0.0,3.7,시설없음,무,무,무,무,시설없음,0.0,1.0,0.0,1.0,1.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S000005402-2021,서울특별시 금천구,S000005402,국립전통예술중학교,0,0,0,518.0,4.1,10.0,0.0,42.0,0.0,0.0,4.0,시설없음,무,무,무,무,무,0.0,0.0,0.0,1.0,0.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S000005402-2022,서울특별시 금천구,S000005402,국립전통예술중학교,0,0,0,518.0,4.1,10.0,0.0,42.0,0.0,0.0,4.0,시설없음,무,무,무,무,무,0.0,0.0,0.0,1.0,0.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S000005402-2023,서울특별시 금천구,S000005402,국립전통예술중학교,0,0,0,518.0,4.1,10.0,0.0,42.0,0.0,0.0,4.0,시설없음,무,무,무,무,무,0.0,0.0,0.0,1.0,0.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S000005402-2024,서울특별시 금천구,S000005402,국립전통예술중학교,0,0,0,518.0,4.1,10.0,0.0,42.0,0.0,0.0,4.0,시설없음,무,무,무,무,무,0.0,0.0,0.0,1.0,0.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S010000370-2021,서울특별시 송파구,S010000370,가락고등학교,0,0,0,823.0,2.3,6.0,0.0,6.0,0.0,0.0,13.0,무,무,시설없음,유,무,무,1.0,1.0,0.0,1.0,0.0,0.02982107355864811,0.4671968190854871,0.3956262425447316,0.10536779324055666,0.0019880715705765406
S010000370-2022,서울특별시 송파구,S010000370,가락고등학교,0,0,0,822.0,4.1,5.0,0.0,6.0,0.0,0.0,12.6,무,무,무,유,무,무,1.0,1.0,0.0,1.0,0.0,0.04374240583232078,0.3560145808019441,0.520048602673147,0.07411907654921021,0.006075334143377886
S010000370-2023,서울특별시 송파구,S010000370,가락고등학교,0,0,0,767.0,5.3,4.0,0.0,6.0,0.0,0.0,13.0,무,무,시설없음,유,무,무,1.0,1.0,0.0,1.0,0.0,0.006596306068601583,0.20316622691292877,0.49340369393139843,0.24538258575197888,0.051451187335092345
S010000370-2024,서울특별시 송파구,S010000370,가락고등학교,0,0,0,765.0,5.2,4.0,0.0,6.0,0.0,0.0,13.8,무,무,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.010512483574244415,0.25098554533508544,0.5098554533508541,0.2049934296977661,0.023653088042049936
S010000371-2021,서울특별시 강동구,S010000371,강동고등학교,1,0,0,609.0,1.2,5.0,0.0,3.0,0.0,0.0,13.4,유,무,유,유,유,무,0.0,1.0,1.0,1.0,0.0,0.010512483574244415,0.25098554533508544,0.5098554533508541,0.2049934296977661,0.023653088042049936
S010000371-2022,서울특별시 강동구,S010000371,강동고등학교,1,0,0,604.0,2.1,5.0,0.0,3.0,0.0,0.0,12.8,유,시설없음,유,유,유,유,0.0,1.0,2.0,1.0,0.0,0.02702702702702703,0.3125,0.40202702702702703,0.22466216216216217,0.033783783783783786
S010000371-2023,서울특별시 강동구,S010000371,강동고등학교,1,0,0,615.0,5.9,7.0,0.0,2.0,0.0,0.0,14.0,유,시설없음,유,유,유,유,0.0,1.0,2.0,1.0,0.0,0.02631578947368421,0.4029605263157895,0.4243421052631579,0.13322368421052633,0.013157894736842105
S010000371-2024,서울특별시 강동구,S010000371,강동고등학교,0,0,0,672.0,6.1,8.0,0.0,2.0,0.0,0.0,13.8,유,시설없음,유,유,유,유,0.0,1.0,2.0,1.0,0.0,0.0390625,0.384375,0.4453125,0.1140625,0.0171875
S010000372-2021,서울특별시 양천구,S010000372,강서고등학교,0,0,0,980.0,1.3,6.0,0.0,11.0,0.0,0.0,15.0,유,시설없음,무,무,무,무,0.0,1.0,1.0,1.0,0.0,0.0390625,0.384375,0.4453125,0.1140625,0.0171875
S010000372-2022,서울특별시 양천구,S010000372,강서고등학교,0,0,0,1004.0,2.4,6.0,0.0,9.0,0.0,0.0,15.5,유,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.007960199004975124,0.1482587064676617,0.4388059701492537,0.34129353233830845,0.06368159203980099
S010000372-2023,서울특별시 양천구,S010000372,강서고등학교,0,0,0,992.0,3.7,6.0,0.0,5.0,0.0,0.0,14.9,유,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.00906344410876133,0.11379657603222558,0.4743202416918429,0.3554884189325277,0.0473313192346425
S010000372-2024,서울특별시 양천구,S010000372,강서고등학교,0,0,0,1014.0,3.4,6.0,0.0,5.0,0.0,0.0,14.6,유,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.010826771653543307,0.1860236220472441,0.4812992125984252,0.29429133858267714,0.027559055118110236
S010000373-2021,서울특별시 강남구,S010000373,개포고등학교,0,0,0,622.0,2.7,6.0,0.0,6.0,2.0,0.0,11.7,유,무,시설없음,유,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.010826771653543307,0.1860236220472441,0.4812992125984252,0.29429133858267714,0.027559055118110236
S010000373-2022,서울특별시 강남구,S010000373,개포고등학교,0,0,0,642.0,4.7,5.0,0.0,6.0,2.5,0.0,11.6,유,무,시설없음,유,무,시설없음,0.0,1.0,1.0,2.0,0.0,0.03902439024390244,0.3983739837398374,0.3967479674796748,0.14959349593495935,0.016260162601626018
S010000373-2023,서울특별시 강남구,S010000373,개포고등학교,0,0,0,639.0,7.5,5.0,0.0,6.0,3.0,0.0,11.9,유,무,시설없음,유,무,시설없음,0.0,1.0,2.0,1.0,0.0,0.09621451104100946,0.416403785488959,0.39747634069400634,0.0694006309148265,0.02050473186119874
S010000373-2024,서울특별시 강남구,S010000373,개포고등학교,0,0,0,693.0,6.7,5.0,0.0,5.0,4.3,0.0,12.8,유,무,시설없음,유,무,시설없음,0.0,1.0,1.0,2.0,0.0,0.08132530120481928,0.44126506024096385,0.3825301204819277,0.08283132530120482,0.012048192771084338
S010000374-2021,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,0,0,1,1016.0,2.0,6.0,0.0,5.0,0.0,0.0,13.5,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.08132530120481928,0.44126506024096385,0.3825301204819277,0.08283132530120482,0.012048192771084338
S010000374-2022,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,1,1001.0,3.3,6.0,0.0,5.0,0.0,0.0,13.6,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.003992015968063872,0.282435129740519,0.6397205588822356,0.07385229540918163,0.0
S010000374-2023,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,1,966.0,5.2,6.0,0.0,5.0,0.0,0.0,13.3,유,유,시설없음,유,유,시설없음,0.0,2.0,1.0,1.0,0.0,0.00933609958506224,0.30186721991701243,0.6369294605809128,0.044605809128630707,0.007261410788381743
S010000374-2024,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,0,986.0,6.0,7.0,0.0,3.0,0.0,0.0,13.7,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.011144883485309016,0.3566362715298885,0.5835866261398176,0.0486322188449848,0.0
S010000375-2021,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1156.0,1.3,8.0,0.0,9.0,6.0,0.0,12.8,유,유,유,유,유,유,0.0,0.0,1.0,1.0,0.0,0.011144883485309016,0.3566362715298885,0.5835866261398176,0.0486322188449848,0.0
S010000375-2022,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1101.0,3.4,7.0,0.0,9.0,6.7,0.0,12.2,유,유,유,유,유,유,0.0,0.0,1.0,2.0,0.0,0.006481481481481481,0.1537037037037037,0.412962962962963,0.3509259259259259,0.07592592592592592
S010000375-2023,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1065.0,5.5,6.0,0.0,9.0,5.3,0.0,12.8,유,유,유,유,유,유,0.0,0.0,2.0,1.0,0.0,0.007714561234329798,0.15139826422372227,0.4156219864995178,0.3461909353905497,0.07907425265188042
S010000375-2024,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1063.0,4.4,6.0,0.0,9.0,7.0,0.0,13.0,유,유,유,유,유,유,0.0,0.0,1.0,2.0,0.0,0.011538461538461539,0.17211538461538461,0.42403846153846153,0.34423076923076923,0.04807692307692308
S010000376-2021,서울특별시 강남구,S010000376,경기여자고등학교,1,0,0,1090.0,1.1,7.0,0.0,9.0,5.7,0.0,12.7,무,무,무,무,무,무,0.0,0.0,1.0,2.0,2.0,0.011538461538461539,0.17211538461538461,0.42403846153846153,0.34423076923076923,0.04807692307692308
S010000376-2022,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1095.0,2.3,7.0,0.0,8.0,4.0,0.0,12.2,무,무,무,무,무,무,0.0,0.0,1.0,2.0,1.0,0.0074211502782931356,0.21799628942486085,0.5825602968460112,0.18274582560296845,0.00927643784786642
S010000376-2023,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1065.0,2.3,7.0,0.0,8.0,4.0,0.0,12.4,유,유,유,유,유,유,0.0,0.0,1.0,2.0,2.0,0.009775171065493646,0.23069403714565004,0.5953079178885631,0.15151515151515152,0.01270772238514174
S010000376-2024,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1094.0,2.3,7.0,0.0,6.0,4.7,0.0,13.3,유,유,유,유,유,유,0.0,0.0,1.0,2.0,2.0,0.009259259259259259,0.30277777777777776,0.5555555555555556,0.12314814814814815,0.009259259259259259
S010000377-2021,서울특별시 성북구,S010000377,경동고등학교,1,0,1,513.0,1.8,6.0,0.0,8.0,3.0,0.0,9.4,유,유,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.009259259259259259,0.30277777777777776,0.5555555555555556,0.12314814814814815,0.009259259259259259
S010000377-2022,서울특별시 성북구,S010000377,경동고등학교,0,0,0,533.0,3.5,5.0,0.0,10.0,4.7,0.0,9.9,유,유,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.017142857142857144,0.22095238095238096,0.4228571428571429,0.2819047619047619,0.05714285714285714
S010000377-2023,서울특별시 성북구,S010000377,경동고등학교,0,0,0,533.0,5.0,5.0,0.0,10.0,4.3,0.0,9.7,무,유,유,무,무,무,0.0,1.0,1.0,1.0,0.0,0.02495201535508637,0.21113243761996162,0.4069097888675624,0.29366602687140114,0.06333973128598848
S010000377-2024,서울특별시 성북구,S010000377,경동고등학교,0,0,0,542.0,4.6,5.0,0.0,9.0,3.7,0.0,10.0,유,유,유,무,무,무,0.0,1.0,1.0,1.0,0.0,0.0248565965583174,0.20650095602294455,0.4340344168260038,0.29636711281070743,0.03824091778202677
S010000378-2021,서울특별시 동작구,S010000378,경문고등학교,0,0,0,542.0,4.3,5.0,0.0,4.0,0.0,0.0,12.8,유,시설없음,무,유,유,유,0.0,1.0,0.0,1.0,0.0,0.0248565965583174,0.20650095602294455,0.4340344168260038,0.29636711281070743,0.03824091778202677
S010000378-2022,서울특별시 동작구,S010000378,경문고등학교,0,0,0,576.0,4.1,5.0,0.0,3.0,0.0,0.0,13.3,유,시설없음,무,유,유,유,0.0,1.0,0.0,1.0,0.0,0.033391915641476276,0.13532513181019332,0.3321616871704745,0.3602811950790861,0.13884007029876977
S010000378-2023,서울특별시 동작구,S010000378,경문고등학교,0,0,0,624.0,3.9,5.0,0.0,4.0,0.0,0.0,13.5,유,무,시설없음,유,유,유,0.0,1.0,0.0,2.0,0.0,0.019543973941368076,0.20684039087947884,0.3501628664495114,0.3289902280130293,0.09446254071661238
S010000378-2024,서울특별시 동작구,S010000378,경문고등학교,1,0,0,649.0,4.2,5.0,0.0,3.0,0.0,0.0,13.7,유,무,시설없음,무,무,무,0.0,1.0,1.0,2.0,0.0,0.03139717425431711,0.20251177394034536,0.4065934065934066,0.28414442700156983,0.07535321821036106
S010000379-2021,서울특별시 종로구,S010000379,경복고등학교,1,0,0,726.0,1.0,9.0,0.0,14.0,6.0,0.0,9.4,유,유,유,유,유,시설없음,0.0,1.0,2.0,1.0,0.0,0.03139717425431711,0.20251177394034536,0.4065934065934066,0.28414442700156983,0.07535321821036106
S010000379-2022,서울특별시 종로구,S010000379,경복고등학교,1,0,0,652.0,1.9,10.0,0.0,11.0,3.7,0.0,8.8,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.1468189233278956,0.3442088091353997,0.36867862969004894,0.12398042414355628,0.01631321370309951
S010000379-2023,서울특별시 종로구,S010000379,경복고등학교,1,0,0,596.0,3.6,8.0,0.0,11.0,6.0,0.0,8.0,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.0975609756097561,0.2961672473867596,0.33797909407665505,0.23693379790940766,0.0313588850174216
S010000379-2024,서울특별시 종로구,S010000379,경복고등학교,1,0,0,589.0,4.5,6.0,0.0,11.0,4.7,0.0,9.2,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.15025906735751296,0.2815198618307427,0.3696027633851468,0.17616580310880828,0.022452504317789293
S010000380-2021,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,669.0,1.2,5.0,0.0,4.0,0.0,0.0,13.4,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,1.0,0.0,1.0,0.0,0.15025906735751296,0.2815198618307427,0.3696027633851468,0.17616580310880828,0.022452504317789293
S010000380-2022,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,643.0,2.7,5.0,0.0,3.0,0.0,0.0,12.5,시설없음,시설없음,시설없음,무,무,무,0.0,2.0,0.0,2.0,0.0,0.03514376996805112,0.38338658146964855,0.4792332268370607,0.09904153354632587,0.003194888178913738
