key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%)
S010001173-2022,서울특별시 영등포구,S010001173,당산중학교,0,0,1,441.0,3.7,4.0,0.0,11.0,7.0,0.0,14.6,시설없음,무,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.04794520547945205,0.3607305936073059,0.4748858447488584,0.1050228310502283,0.01141552511415525
S010001173-2023,서울특별시 영등포구,S010001173,당산중학교,0,0,1,468.0,6.1,5.0,0.0,11.0,6.0,0.0,13.3,유,유,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.03854389721627409,0.4261241970021413,0.4925053533190578,0.03640256959314775,0.006423982869379015
S010001173-2024,서울특별시 영등포구,S010001173,당산중학교,0,0,0,438.0,6.9,5.0,0.0,10.0,7.0,0.0,11.0,유,유,무,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.06422018348623854,0.4151376146788991,0.41743119266055045,0.09403669724770643,0.009174311926605505
S010001174-2021,서울특별시 영등포구,S010001174,대림중학교,1,0,1,387.0,1.0,3.0,0.0,13.0,1.0,0.0,9.5,유,유,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.06422018348623854,0.4151376146788991,0.41743119266055045,0.09403669724770643,0.009174311926605505
S010001174-2022,서울특별시 영등포구,S010001174,대림중학교,1,0,1,416.0,2.7,3.0,0.0,13.0,5.0,0.0,11.4,유,유,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.09535452322738386,0.40097799511002447,0.4058679706601467,0.09046454767726161,0.007334963325183374
S010001174-2023,서울특별시 영등포구,S010001174,대림중학교,1,0,1,457.0,5.6,4.0,0.0,14.0,5.0,0.0,10.0,유,유,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.09821428571428571,0.4375,0.36830357142857145,0.09375,0.002232142857142857
S010001174-2024,서울특별시 영등포구,S010001174,대림중학교,1,0,1,451.0,3.2,3.0,0.0,13.0,5.0,0.0,11.3,유,유,시설없음,유,유,유,0.0,2.0,0.0,1.0,0.0,0.18080357142857142,0.4732142857142857,0.25223214285714285,0.08258928571428571,0.011160714285714286
S010001175-2021,서울특별시 영등포구,S010001175,대영중학교,0,0,1,571.0,1.5,2.0,0.0,15.0,6.0,0.0,13.3,유,시설없음,시설없음,유,무,시설없음,1.0,1.0,0.0,1.0,0.0,0.18080357142857142,0.4732142857142857,0.25223214285714285,0.08258928571428571,0.011160714285714286
S010001175-2022,서울특별시 영등포구,S010001175,대영중학교,0,0,1,599.0,3.6,2.0,0.0,15.0,6.0,0.0,14.4,유,유,시설없음,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.03177257525083612,0.3528428093645485,0.4899665551839465,0.11872909698996656,0.006688963210702341
S010001175-2023,서울특별시 영등포구,S010001175,대영중학교,0,0,1,605.0,7.1,2.0,0.0,15.0,6.0,0.0,13.6,유,유,시설없음,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.028523489932885907,0.33221476510067116,0.4748322147651007,0.1476510067114094,0.016778523489932886
S010001175-2024,서울특별시 영등포구,S010001175,대영중학교,0,0,1,614.0,9.7,2.0,0.0,16.0,4.0,0.0,13.7,유,무,시설없음,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.03758169934640523,0.43137254901960786,0.4362745098039216,0.08660130718954248,0.008169934640522876
S010001176-2021,서울특별시 금천구,S010001176,동일중학교,0,0,1,563.0,1.7,4.0,0.0,6.0,0.0,0.0,14.4,시설없음,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,0.0,0.03758169934640523,0.43137254901960786,0.4362745098039216,0.08660130718954248,0.008169934640522876
S010001176-2022,서울특별시 금천구,S010001176,동일중학교,0,0,1,562.0,4.8,4.0,0.0,5.0,0.0,0.0,13.6,시설없음,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,0.0,0.0603290676416819,0.5301645338208409,0.34186471663619744,0.0603290676416819,0.007312614259597806
S010001176-2023,서울특별시 금천구,S010001176,동일중학교,0,0,1,532.0,10.2,5.0,0.0,5.0,0.0,0.0,13.6,시설없음,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,0.0,0.07238095238095238,0.5371428571428571,0.3466666666666667,0.04380952380952381,0.0
S010001176-2024,서울특별시 금천구,S010001176,동일중학교,0,0,1,532.0,9.4,6.0,0.0,6.0,0.0,0.0,12.0,시설없음,유,시설없음,유,유,유,0.0,0.0,0.0,1.0,0.0,0.10775047258979206,0.5671077504725898,0.2722117202268431,0.04725897920604915,0.005671077504725898
S010001177-2021,서울특별시 영등포구,S010001177,문래중학교,0,0,1,623.0,1.4,4.0,0.0,12.0,0.0,0.0,16.0,유,유,시설없음,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.10775047258979206,0.5671077504725898,0.2722117202268431,0.04725897920604915,0.005671077504725898
S010001177-2022,서울특별시 영등포구,S010001177,문래중학교,0,0,1,639.0,4.0,4.0,0.0,13.0,0.0,0.0,15.6,유,무,시설없음,유,무,시설없음,0.0,0.0,0.0,2.0,0.0,0.19937205651491366,0.4599686028257457,0.304552590266876,0.03453689167974882,0.0015698587127158557
S010001177-2023,서울특별시 영등포구,S010001177,문래중학교,0,0,1,623.0,8.5,4.0,0.0,14.0,0.0,0.0,15.6,유,시설없음,무,유,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.16775244299674266,0.40553745928338764,0.3355048859934853,0.08631921824104234,0.004885993485342019
S010001177-2024,서울특별시 영등포구,S010001177,문래중학교,0,0,0,622.0,8.5,4.0,0.0,13.0,0.0,0.0,14.1,유,시설없음,무,유,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.1875,0.4407894736842105,0.28289473684210525,0.08388157894736842,0.004934210526315789
S010001178-2021,서울특별시 금천구,S010001178,문성중학교,0,0,1,311.0,1.2,2.0,0.0,12.0,6.0,0.0,10.4,유,시설없음,유,유,유,시설없음,0.0,1.0,0.0,1.0,2.0,0.1875,0.4407894736842105,0.28289473684210525,0.08388157894736842,0.004934210526315789
S010001178-2022,서울특별시 금천구,S010001178,문성중학교,0,0,1,280.0,5.5,2.0,0.0,11.0,4.0,0.0,10.6,유,시설없음,유,유,유,시설없음,0.0,1.0,0.0,1.0,2.0,0.09090909090909091,0.36,0.3781818181818182,0.15636363636363637,0.014545454545454545
S010001178-2023,서울특별시 금천구,S010001178,문성중학교,0,0,1,254.0,11.5,2.0,0.0,10.0,4.0,0.0,9.3,유,시설없음,유,유,유,시설없음,0.0,1.0,0.0,1.0,2.0,0.08366533864541832,0.41434262948207173,0.3944223107569721,0.09561752988047809,0.01195219123505976
S010001178-2024,서울특별시 금천구,S010001178,문성중학교,0,0,1,223.0,9.4,2.0,0.0,10.0,3.0,0.0,9.9,유,시설없음,유,유,유,시설없음,0.0,1.0,0.0,1.0,1.0,0.07142857142857142,0.4732142857142857,0.33482142857142855,0.11160714285714286,0.008928571428571428
S010001179-2021,서울특별시 금천구,S010001179,문일중학교,0,0,0,420.0,1.6,4.0,0.0,5.0,0.0,0.0,14.1,시설없음,시설없음,무,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.07142857142857142,0.4732142857142857,0.33482142857142855,0.11160714285714286,0.008928571428571428
S010001179-2022,서울특별시 금천구,S010001179,문일중학교,0,0,0,422.0,7.2,4.0,0.0,5.0,0.0,0.0,13.8,시설없음,시설없음,무,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.026442307692307692,0.33413461538461536,0.49038461538461536,0.14903846153846154,0.0
S010001179-2023,서울특별시 금천구,S010001179,문일중학교,0,0,0,400.0,11.0,5.0,0.0,4.0,0.0,0.0,13.2,시설없음,시설없음,무,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.02806122448979592,0.35459183673469385,0.4872448979591837,0.11989795918367346,0.01020408163265306
S010001179-2024,서울특별시 금천구,S010001179,문일중학교,0,0,0,384.0,13.5,4.0,0.0,4.0,0.0,0.0,12.1,시설없음,시설없음,무,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.047493403693931395,0.37730870712401055,0.43271767810026385,0.12928759894459102,0.013192612137203167
S010001180-2021,서울특별시 금천구,S010001180,세일중학교,0,0,0,412.0,2.9,3.0,0.0,11.0,3.0,0.0,12.7,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.047493403693931395,0.37730870712401055,0.43271767810026385,0.12928759894459102,0.013192612137203167
S010001180-2022,서울특별시 금천구,S010001180,세일중학교,0,0,0,368.0,7.8,3.0,0.0,11.0,2.0,0.0,11.8,무,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.08547008547008547,0.41595441595441596,0.37037037037037035,0.11965811965811966,0.008547008547008548
S010001180-2023,서울특별시 금천구,S010001180,세일중학교,0,0,0,353.0,13.5,3.0,0.0,11.0,2.5,0.0,10.8,무,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.08620689655172414,0.40229885057471265,0.39655172413793105,0.10632183908045977,0.008620689655172414
S010001180-2024,서울특별시 금천구,S010001180,세일중학교,0,0,0,323.0,14.4,4.0,0.0,12.0,2.5,0.0,12.7,유,유,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.15,0.5,0.240625,0.0875,0.021875
S010001181-2021,서울특별시 금천구,S010001181,시흥중학교,0,0,1,637.0,3.0,2.0,0.0,15.0,4.0,0.0,11.7,유,유,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.15,0.5,0.240625,0.0875,0.021875
S010001181-2022,서울특별시 금천구,S010001181,시흥중학교,0,0,1,620.0,8.4,2.0,0.0,15.0,5.7,0.0,10.8,유,유,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.029508196721311476,0.3836065573770492,0.4672131147540984,0.10655737704918032,0.013114754098360656
S010001181-2023,서울특별시 금천구,S010001181,시흥중학교,0,0,1,562.0,17.8,2.0,0.0,16.0,6.3,0.0,10.6,유,유,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.04964539007092199,0.4769503546099291,0.425531914893617,0.0425531914893617,0.005319148936170213
S010001181-2024,서울특별시 금천구,S010001181,시흥중학교,0,0,0,521.0,22.6,2.0,0.0,15.0,7.3,0.0,11.2,유,유,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.04518664047151277,0.4774066797642436,0.36738703339882123,0.09037328094302555,0.019646365422396856
S010001182-2021,서울특별시 구로구,S010001182,신도림중학교,0,0,0,1026.0,1.4,3.0,0.0,17.0,4.0,0.0,15.9,무,무,유,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.04518664047151277,0.4774066797642436,0.36738703339882123,0.09037328094302555,0.019646365422396856
S010001182-2022,서울특별시 구로구,S010001182,신도림중학교,0,0,0,1063.0,3.7,3.0,0.0,17.0,4.0,0.0,17.5,무,무,유,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.08,0.49047619047619045,0.3457142857142857,0.07809523809523809,0.005714285714285714
S010001182-2023,서울특별시 구로구,S010001182,신도림중학교,0,0,0,1065.0,9.8,3.0,0.0,17.0,4.0,0.0,16.7,무,무,유,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.10541310541310542,0.5194681861348528,0.3124406457739791,0.060778727445394115,0.001899335232668566
S010001182-2024,서울특별시 구로구,S010001182,신도림중학교,0,0,0,1054.0,10.9,4.0,0.0,14.0,7.0,0.0,14.3,무,무,유,유,유,시설없음,1.0,0.0,0.0,1.0,0.0,0.09624639076034648,0.49759384023099135,0.3484119345524543,0.0548604427333975,0.0028873917228103944
S010001183-2021,서울특별시 금천구,S010001183,안천중학교,0,0,0,422.0,10.0,2.0,0.0,12.0,3.0,0.0,13.6,무,무,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.09624639076034648,0.49759384023099135,0.3484119345524543,0.0548604427333975,0.0028873917228103944
S010001183-2022,서울특별시 금천구,S010001183,안천중학교,0,0,0,434.0,4.7,1.0,0.0,12.0,5.0,0.0,12.5,무,유,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.06542056074766354,0.4205607476635514,0.4088785046728972,0.10046728971962617,0.004672897196261682
S010001183-2023,서울특별시 금천구,S010001183,안천중학교,0,0,0,437.0,12.2,2.0,0.0,12.0,6.0,0.0,12.4,무,무,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.08158508158508158,0.40559440559440557,0.37995337995337997,0.11421911421911422,0.018648018648018648
S010001183-2024,서울특별시 금천구,S010001183,안천중학교,0,0,0,458.0,16.3,2.0,0.0,10.0,6.0,0.0,11.4,무,무,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.19646799116997793,0.45916114790286977,0.23399558498896247,0.09933774834437085,0.011037527593818985
S010001184-2021,서울특별시 영등포구,S010001184,선유중학교,1,0,1,420.0,1.5,4.0,0.0,12.0,3.0,0.0,12.4,유,유,시설없음,유,무,유,0.0,0.0,0.0,1.0,0.0,0.19646799116997793,0.45916114790286977,0.23399558498896247,0.09933774834437085,0.011037527593818985
S010001184-2022,서울특별시 영등포구,S010001184,선유중학교,1,0,1,397.0,5.7,3.0,0.0,12.0,4.0,0.0,13.3,유,유,시설없음,유,무,유,0.0,0.0,0.0,2.0,0.0,0.15776081424936386,0.4529262086513995,0.3256997455470738,0.05597964376590331,0.007633587786259542
S010001184-2023,서울특별시 영등포구,S010001184,선유중학교,1,0,1,373.0,9.1,3.0,0.0,12.0,4.0,0.0,11.1,유,유,시설없음,유,무,유,0.0,0.0,0.0,1.0,0.0,0.16076294277929154,0.4305177111716621,0.3106267029972752,0.08991825613079019,0.008174386920980926
S010001184-2024,서울특별시 영등포구,S010001184,선유중학교,0,0,1,356.0,9.2,3.0,0.0,13.0,9.0,0.0,11.4,유,시설없음,유,유,무,유,0.0,0.0,0.0,1.0,0.0,0.19020172910662825,0.414985590778098,0.29394812680115273,0.08645533141210375,0.01440922190201729
S010001185-2021,서울특별시 영등포구,S010001185,양화중학교,0,0,1,643.0,2.5,4.0,0.0,13.0,3.0,0.0,15.2,무,유,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.19020172910662825,0.414985590778098,0.29394812680115273,0.08645533141210375,0.01440922190201729
S010001185-2022,서울특별시 영등포구,S010001185,양화중학교,0,0,0,652.0,5.6,4.0,0.0,12.0,6.0,0.0,13.7,유,무,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.023076923076923078,0.3169230769230769,0.4938461538461538,0.15538461538461537,0.010769230769230769
S010001185-2023,서울특별시 영등포구,S010001185,양화중학교,0,0,0,631.0,7.8,6.0,0.0,12.0,7.0,0.0,13.0,무,유,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.04472843450479233,0.3035143769968051,0.4536741214057508,0.18849840255591055,0.009584664536741214
S010001185-2024,서울특별시 영등포구,S010001185,양화중학교,0,0,0,610.0,10.2,6.0,0.0,12.0,7.0,0.0,12.6,유,유,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.0361247947454844,0.3464696223316913,0.4269293924466338,0.1839080459770115,0.006568144499178982
S010001186-2021,서울특별시 영등포구,S010001186,여의도중학교,0,0,1,791.0,1.9,4.0,0.0,14.0,6.0,0.0,14.1,유,유,유,유,유,유,0.0,0.0,0.0,1.0,1.0,0.0361247947454844,0.3464696223316913,0.4269293924466338,0.1839080459770115,0.006568144499178982
S010001186-2022,서울특별시 영등포구,S010001186,여의도중학교,0,0,1,676.0,7.9,2.0,0.0,13.0,7.0,0.0,14.2,유,유,유,유,유,유,0.0,0.0,0.0,1.0,1.0,0.13230769230769232,0.45692307692307693,0.3353846153846154,0.06923076923076923,0.006153846153846154
S010001186-2023,서울특별시 영등포구,S010001186,여의도중학교,0,0,1,624.0,11.4,2.0,0.0,13.0,5.0,0.0,14.0,유,유,유,유,유,유,0.0,0.0,0.0,1.0,1.0,0.12419354838709677,0.4532258064516129,0.3241935483870968,0.0935483870967742,0.004838709677419355
S010001186-2024,서울특별시 영등포구,S010001186,여의도중학교,0,0,1,616.0,11.0,3.0,0.0,15.0,4.5,0.0,13.5,유,유,유,유,유,무,0.0,0.0,0.0,1.0,1.0,0.18657937806873978,0.46808510638297873,0.27823240589198034,0.060556464811783964,0.006546644844517185
S010001187-2021,서울특별시 영등포구,S010001187,영남중학교,0,0,1,525.0,1.7,3.0,0.0,12.0,4.0,0.0,12.1,무,무,유,유,유,시설없음,0.0,1.0,0.0,1.0,0.0,0.18657937806873978,0.46808510638297873,0.27823240589198034,0.060556464811783964,0.006546644844517185
S010001187-2022,서울특별시 영등포구,S010001187,영남중학교,0,0,1,509.0,6.2,4.0,0.0,12.0,4.0,0.0,12.7,무,무,유,유,유,시설없음,0.0,1.0,0.0,1.0,1.0,0.05138339920948617,0.3695652173913043,0.4644268774703557,0.09881422924901186,0.015810276679841896
S010001187-2023,서울특별시 영등포구,S010001187,영남중학교,0,0,1,469.0,9.9,3.0,0.0,12.0,4.3,0.0,12.0,무,무,유,유,유,시설없음,0.0,1.0,0.0,1.0,1.0,0.054466230936819175,0.3485838779956427,0.4989106753812636,0.08714596949891068,0.010893246187363835
S010001187-2024,서울특별시 영등포구,S010001187,영남중학교,0,0,1,433.0,11.1,3.0,0.0,12.0,3.0,0.0,12.6,무,유,유,유,유,시설없음,0.0,1.0,0.0,1.0,2.0,0.15130023640661938,0.4515366430260047,0.33569739952718675,0.054373522458628844,0.0070921985815602835
S010001188-2021,서울특별시 구로구,S010001188,영림중학교,0,1,0,613.0,0.8,3.0,0.0,12.0,2.0,0.0,13.3,유,유,시설없음,유,무,시설없음,0.0,2.0,0.0,1.0,0.0,0.15130023640661938,0.4515366430260047,0.33569739952718675,0.054373522458628844,0.0070921985815602835
S010001188-2022,서울특별시 구로구,S010001188,영림중학교,0,0,0,611.0,3.5,3.0,0.0,12.0,4.0,0.0,12.9,유,유,시설없음,유,무,시설없음,0.0,2.0,0.0,1.0,0.0,0.09983361064891846,0.3876871880199667,0.40931780366056575,0.09484193011647254,0.008319467554076539
S010001188-2023,서울특별시 구로구,S010001188,영림중학교,0,0,0,554.0,6.9,4.0,0.0,12.0,1.0,0.0,10.7,유,유,시설없음,유,무,시설없음,1.0,2.0,0.0,2.0,0.0,0.11913357400722022,0.4296028880866426,0.33574007220216606,0.09747292418772563,0.018050541516245487
S010001188-2024,서울특별시 구로구,S010001188,영림중학교,0,1,0,526.0,7.8,3.0,0.0,13.0,6.0,0.0,11.1,유,유,시설없음,유,무,시설없음,1.0,1.0,0.0,2.0,0.0,0.20743639921722112,0.4383561643835616,0.27984344422700586,0.05870841487279843,0.015655577299412915
S010001189-2021,서울특별시 구로구,S010001189,영서중학교,1,0,1,592.0,1.4,3.0,0.0,16.0,2.0,0.0,13.2,유,무,무,유,무,무,0.0,0.0,0.0,1.0,1.0,0.20743639921722112,0.4383561643835616,0.27984344422700586,0.05870841487279843,0.015655577299412915
S010001189-2022,서울특별시 구로구,S010001189,영서중학교,0,0,1,567.0,3.8,4.0,0.0,14.0,2.0,0.0,12.9,유,무,무,유,무,무,0.0,1.0,0.0,2.0,1.0,0.09601449275362318,0.4855072463768116,0.34601449275362317,0.06702898550724638,0.005434782608695652
S010001189-2023,서울특별시 구로구,S010001189,영서중학교,0,0,1,554.0,5.4,3.0,0.0,12.0,1.7,0.0,12.7,유,무,무,유,무,무,0.0,0.0,0.0,2.0,1.0,0.15808823529411764,0.4632352941176471,0.3125,0.05698529411764706,0.009191176470588236
S010001189-2024,서울특별시 구로구,S010001189,영서중학교,0,0,0,548.0,6.1,3.0,0.0,12.0,1.5,0.0,13.7,유,무,무,무,무,무,0.0,0.0,0.0,2.0,1.0,0.1005586592178771,0.4972067039106145,0.3407821229050279,0.055865921787709494,0.00558659217877095
S010001190-2021,서울특별시 영등포구,S010001190,영원중학교,0,0,0,593.0,1.5,2.0,0.0,17.0,5.5,0.0,11.8,유,유,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.1005586592178771,0.4972067039106145,0.3407821229050279,0.055865921787709494,0.00558659217877095
S010001190-2022,서울특별시 영등포구,S010001190,영원중학교,0,0,0,591.0,3.7,2.0,0.0,17.0,6.0,0.0,10.9,무,무,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.022530329289428077,0.22876949740034663,0.462738301559792,0.25476603119584057,0.03119584055459272
S010001190-2023,서울특별시 영등포구,S010001190,영원중학교,0,0,0,555.0,8.1,2.0,0.0,17.0,4.0,0.0,10.7,무,무,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.054945054945054944,0.27472527472527475,0.4468864468864469,0.19230769230769232,0.031135531135531136
S010001190-2024,서울특별시 영등포구,S010001190,영원중학교,0,0,0,493.0,7.1,2.0,0.0,17.0,6.5,0.0,11.6,무,무,시설없음,유,무,무,0.0,1.0,0.0,2.0,0.0,0.16938775510204082,0.3326530612244898,0.3469387755102041,0.12653061224489795,0.024489795918367346
S010001191-2021,서울특별시 구로구,S010001191,오남중학교,0,0,0,613.0,1.1,3.0,0.0,14.0,7.0,0.0,12.4,유,유,시설없음,유,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.16938775510204082,0.3326530612244898,0.3469387755102041,0.12653061224489795,0.024489795918367346
S010001191-2022,서울특별시 구로구,S010001191,오남중학교,0,0,0,610.0,3.8,3.0,0.0,13.0,6.0,0.0,12.0,유,무,시설없음,유,무,시설없음,0.0,1.0,0.0,1.0,2.0,0.10465116279069768,0.40863787375415284,0.3637873754152824,0.11461794019933555,0.008305647840531562
S010001191-2023,서울특별시 구로구,S010001191,오남중학교,0,0,0,601.0,8.5,3.0,0.0,14.0,7.0,0.0,12.6,무,무,시설없음,유,무,시설없음,0.0,2.0,0.0,1.0,1.0,0.12331081081081081,0.4341216216216216,0.3108108108108108,0.11993243243243243,0.011824324324324325
S010001191-2024,서울특별시 구로구,S010001191,오남중학교,0,1,0,578.0,8.5,3.0,0.0,13.0,8.0,0.0,13.2,무,무,시설없음,유,무,시설없음,0.0,1.0,0.0,2.0,2.0,0.07465277777777778,0.3784722222222222,0.3663194444444444,0.16145833333333334,0.019097222222222224
S010001192-2021,서울특별시 구로구,S010001192,경인중학교,0,0,0,580.0,1.2,3.0,0.0,11.0,4.0,0.0,11.6,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,1.0,0.0,1.0,1.0,0.07465277777777778,0.3784722222222222,0.3663194444444444,0.16145833333333334,0.019097222222222224
S010001192-2022,서울특별시 구로구,S010001192,경인중학교,0,0,0,636.0,2.6,3.0,0.0,13.0,4.0,0.0,11.7,무,무,시설없음,유,무,시설없음,1.0,1.0,0.0,1.0,1.0,0.16932907348242812,0.45686900958466453,0.3019169329073482,0.0670926517571885,0.004792332268370607
S010001192-2023,서울특별시 구로구,S010001192,경인중학교,0,0,0,622.0,3.8,5.0,0.0,10.0,4.0,0.0,12.2,유,유,시설없음,유,무,시설없음,1.0,1.0,0.0,1.0,1.0,0.14790996784565916,0.4437299035369775,0.3520900321543408,0.05305466237942122,0.003215434083601286
S010001192-2024,서울특별시 구로구,S010001192,경인중학교,0,0,0,632.0,5.5,5.0,0.0,11.0,3.3,0.0,12.7,유,유,시설없음,유,무,유,1.0,1.0,0.0,1.0,1.0,0.23333333333333334,0.4793650793650794,0.22857142857142856,0.05396825396825397,0.004761904761904762
S010001193-2021,서울특별시 구로구,S010001193,오류중학교,0,1,0,349.0,6.1,2.0,0.0,13.0,6.0,0.0,10.8,유,유,무,유,유,유,0.0,0.0,0.0,2.0,0.0,0.23333333333333334,0.4793650793650794,0.22857142857142856,0.05396825396825397,0.004761904761904762
S010001193-2022,서울특별시 구로구,S010001193,오류중학교,0,1,0,355.0,7.2,2.0,0.0,13.0,5.0,0.0,10.7,유,유,무,유,유,유,0.0,0.0,0.0,1.0,1.0,0.09482758620689655,0.3103448275862069,0.3706896551724138,0.1810344827586207,0.04310344827586207
S010001193-2023,서울특별시 구로구,S010001193,오류중학교,0,1,0,352.0,12.4,2.0,0.0,13.0,5.0,0.0,11.5,유,유,무,유,유,유,0.0,0.0,0.0,1.0,1.0,0.045584045584045586,0.32193732193732194,0.45014245014245013,0.15669515669515668,0.02564102564102564
S010001193-2024,서울특별시 구로구,S010001193,오류중학교,0,1,0,321.0,7.3,3.0,0.0,13.0,5.0,0.0,9.3,유,유,무,유,유,유,0.0,0.0,0.0,1.0,2.0,0.16981132075471697,0.42452830188679247,0.2830188679245283,0.11635220125786164,0.006289308176100629
S010001194-2021,서울특별시 구로구,S010001194,우신중학교,0,0,0,392.0,1.4,4.0,0.0,3.0,0.0,0.0,11.9,유,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.16981132075471697,0.42452830188679247,0.2830188679245283,0.11635220125786164,0.006289308176100629
S010001194-2022,서울특별시 구로구,S010001194,우신중학교,0,0,0,357.0,7.4,4.0,0.0,3.0,0.0,0.0,13.1,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.016574585635359115,0.2541436464088398,0.6270718232044199,0.09944751381215469,0.0027624309392265192
S010001194-2023,서울특별시 구로구,S010001194,우신중학교,0,0,0,354.0,10.2,4.0,0.0,4.0,0.0,0.0,11.4,유,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.03954802259887006,0.2768361581920904,0.6186440677966102,0.059322033898305086,0.005649717514124294
S010001194-2024,서울특별시 구로구,S010001194,우신중학교,0,0,0,309.0,10.6,4.0,0.0,6.0,0.0,0.0,10.4,유,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.04918032786885246,0.33114754098360655,0.4819672131147541,0.12131147540983607,0.01639344262295082
S010001195-2021,서울특별시 영등포구,S010001195,윤중중학교,0,0,1,524.0,1.5,3.0,0.0,14.0,4.0,0.0,10.3,유,유,유,유,유,시설없음,0.0,1.0,0.0,1.0,0.0,0.04918032786885246,0.33114754098360655,0.4819672131147541,0.12131147540983607,0.01639344262295082
S010001195-2022,서울특별시 영등포구,S010001195,윤중중학교,0,0,1,403.0,5.4,3.0,0.0,12.0,3.0,0.0,9.9,유,무,무,유,유,시설없음,0.0,1.0,0.0,2.0,0.0,0.08396946564885496,0.3994910941475827,0.4223918575063613,0.0916030534351145,0.002544529262086514
S010001195-2023,서울특별시 영등포구,S010001195,윤중중학교,0,0,1,357.0,11.7,4.0,0.0,12.0,0.0,0.0,10.3,유,무,무,유,무,시설없음,0.0,1.0,0.0,2.0,0.0,0.04735376044568245,0.35376044568245124,0.4428969359331476,0.13649025069637882,0.019498607242339833
S010001195-2024,서울특별시 영등포구,S010001195,윤중중학교,0,0,1,452.0,9.9,5.0,0.0,12.0,1.0,0.0,11.0,유,무,무,유,무,시설없음,0.0,2.0,0.0,1.0,0.0,0.07589285714285714,0.43080357142857145,0.36830357142857145,0.11607142857142858,0.008928571428571428
S010001196-2021,서울특별시 금천구,S010001196,한울중학교,0,1,0,556.0,1.1,3.0,0.0,13.0,6.0,0.0,13.2,무,무,시설없음,유,무,무,0.0,1.0,0.0,2.0,1.0,0.07589285714285714,0.43080357142857145,0.36830357142857145,0.11607142857142858,0.008928571428571428
